Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Campaspe Catchment,Campaspe Catchment,Campaspe Catchment,Campaspe Catchment,Campaspe Catchment,Campaspe Catchment,2022-10-14 02:40:02.005068+11:00,VIC
Coliban R at Springhill,2.03am Fri,5.04,rising,,Plot | Table,2022-10-14 02:40:02.005068+11:00,VIC
Coliban R D/S Lauriston Res,2.14am Fri,4.55,falling,,Plot | Table,2022-10-14 02:40:02.005068+11:00,VIC
Coliban R at Malmsbury Res,2.09am Fri,6.27,falling,,Plot | Table,2022-10-14 02:40:02.005068+11:00,VIC
Campaspe R at Redesdale,1.00am Fri,5.43^,rising,minor,Plot | Table,2022-10-14 02:40:02.005068+11:00,VIC
Campaspe R at Lake Eppalock D/S,9.00pm Thu,162.69,rising,major,Plot | Table,2022-10-14 02:40:02.005068+11:00,VIC
Axe Ck at Strathfieldsaye,1.00am Fri,4.55,falling,,Plot | Table,2022-10-14 02:40:02.005068+11:00,VIC
Wild Duck Ck U/S Heathcote,12.00am Fri,5.66^,falling,,Plot | Table,2022-10-14 02:40:02.005068+11:00,VIC
Campaspe R at Barnadown,8.00pm Thu,7.37^,rising,major,Plot | Table,2022-10-14 02:40:02.005068+11:00,VIC
Mt. Pleasant Ck at Runnymede,1.00am Fri,4.61^,steady,,Plot | Table,2022-10-14 02:40:02.005068+11:00,VIC
Campaspe R at Rochester Town,2.10am Fri,113.90^,rising,minor,Plot | Table,2022-10-14 02:40:02.005068+11:00,VIC
Campaspe R at Rochester Syphon,2.00am Fri,8.49,rising,minor,Plot | Table,2022-10-14 02:40:02.005068+11:00,VIC
Loddon Catchment,Loddon Catchment,Loddon Catchment,Loddon Catchment,Loddon Catchment,Loddon Catchment,2022-10-14 02:40:02.005068+11:00,VIC
Loddon R at Vaughan,1.00am Fri,3.77^,falling,,Plot | Table,2022-10-14 02:40:02.005068+11:00,VIC
Jim Crow Ck at Yandoit,2.00am Fri,2.88,falling,,Plot | Table,2022-10-14 02:40:02.005068+11:00,VIC
Muckleford Ck at Muckleford,1.00am Fri,4.13,falling,,Plot | Table,2022-10-14 02:40:02.005068+11:00,VIC
Loddon R at Newstead,2.00am Fri,6.05,steady,major,Plot | Table,2022-10-14 02:40:02.005068+11:00,VIC
Joyces Ck at Strathlea,1.45am Fri,3.24^,falling,,Plot | Table,2022-10-14 02:40:02.005068+11:00,VIC
Middle Creek at Rodborough,1.00am Fri,3.16^,falling,,Plot | Table,2022-10-14 02:40:02.005068+11:00,VIC
