Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Werribee Catchment,Werribee Catchment,Werribee Catchment,Werribee Catchment,Werribee Catchment,Werribee Catchment,2022-10-17 09:28:27.703927+11:00,VIC
Werribee R at Ballan,9.11am Mon,0.75,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Werribee R at Bacchus Marsh,8.16am Mon,0.54,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Parwan Ck at Parwan,8.28am Mon,-0.43,falling,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Lerderderg R at Sardine Ck,9.00am Mon,1.08,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Lerderderg R at U/S Goodman Ck,2.43am Mon,0.63,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Werribee R at Melton Res D/S,9.00am Mon,0.96^,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Toolern Ck at Melton South,8.47am Mon,0.34,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Werribee R at Werribee Cottrell St,9.00am Mon,1.45,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Maribyrnong Catchment,Maribyrnong Catchment,Maribyrnong Catchment,Maribyrnong Catchment,Maribyrnong Catchment,Maribyrnong Catchment,2022-10-17 09:28:27.703927+11:00,VIC
Deep Ck at Bulla,1.02pm Sun,1.31,falling,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Jacksons Ck at Sunbury,8.50am Sun,2.97,,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Maribyrnong R at Keilor,9.00am Mon,1.14,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Maribyrnong R at Maribyrnong,9.06am Mon,0.59,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Stony Ck at Spotswood,6.47am Mon,0.67,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Yarra Catchment,Yarra Catchment,Yarra Catchment,Yarra Catchment,Yarra Catchment,Yarra Catchment,2022-10-17 09:28:27.703927+11:00,VIC
Yarra R at Millgrove,9.10am Mon,1.33,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Little Yarra R at Yarra Junction,8.02am Mon,0.94,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Woori Yallock Ck at Woori Yallock,5.24am Mon,1.96,falling,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Yarra R at Yarra Grange,10.21pm Sun,4.85,,minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Yarra R at Yarra Glen,8.29am Mon,4.50,steady,minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Watsons Ck at Kangaroo Ground,9.24pm Sun,1.21,falling,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Olinda Ck at Mt Evelyn,9.12am Mon,0.76,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Olinda Ck at Lilydale,8.37am Mon,5.76,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Mullum Mullum Ck at Doncaster East,9.14am Mon,0.35,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Diamond Ck at Hurstbridge,9.50pm Sun,0.61,falling,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Diamond Ck at Eltham,8.10am Mon,0.93,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Yarra R at Fitzimons Lane,9.12am Mon,2.72,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Plenty R at Mernda,7.32am Mon,1.14,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Plenty R at Greensborough,8.30am Mon,0.41,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Plenty River at Lower Plenty,5.31am Mon,0.95,falling,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Koonung Ck at Bulleen,5.45am Mon,1.42,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Darebin Ck at Bundoora,8.05am Mon,2.53,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Darebin Ck at Bell St Ivanhoe,8.40am Mon,0.50,falling,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Merri Ck at Craigeburn,11.26pm Sun,1.06,,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Merri Ck at Cooper St,6.13am Mon,1.50,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
