Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Mitchell Catchment,Mitchell Catchment,Mitchell Catchment,Mitchell Catchment,Mitchell Catchment,Mitchell Catchment,2022-10-13 15:21:38.985233+11:00,VIC
Wonnangatta R at Crooked River,3.00pm Thu,2.14,steady,,Plot | Table,2022-10-13 15:21:38.985233+11:00,VIC
Wonnangatta R at Waterford,3.00pm Thu,2.45,steady,below minor,Plot | Table,2022-10-13 15:21:38.985233+11:00,VIC
Dargo R at Lower Dargo Rd,2.00pm Thu,2.01^,steady,,Plot | Table,2022-10-13 15:21:38.985233+11:00,VIC
Mitchell R at Glenaladale,2.51pm Thu,1.65,steady,below minor,Plot | Table,2022-10-13 15:21:38.985233+11:00,VIC
Mitchell R at Rosehill,3.13pm Thu,2.55,steady,,Plot | Table,2022-10-13 15:21:38.985233+11:00,VIC
Mitchell R at Bairnsdale,1.15pm Thu,1.92,steady,below minor,Plot | Table,2022-10-13 15:21:38.985233+11:00,VIC
Tambo Catchment,Tambo Catchment,Tambo Catchment,Tambo Catchment,Tambo Catchment,Tambo Catchment,2022-10-13 15:21:38.985233+11:00,VIC
Tambo R at Swifts Ck,3.00pm Thu,2.11,steady,,Plot | Table,2022-10-13 15:21:38.985233+11:00,VIC
Timbarra R DS Wilkinson Ck,2.38pm Thu,2.16,steady,,Plot | Table,2022-10-13 15:21:38.985233+11:00,VIC
Tambo R at D/S Ramrod Ck,3.09pm Thu,0.99,steady,below minor,Plot | Table,2022-10-13 15:21:38.985233+11:00,VIC
Tambo R at Batterns Landing,12.22pm Thu,1.34,steady,,Plot | Table,2022-10-13 15:21:38.985233+11:00,VIC
Nicholson R DS Pumphouse,3.00pm Thu,0.15,steady,,Plot | Table,2022-10-13 15:21:38.985233+11:00,VIC
Snowy Catchment,Snowy Catchment,Snowy Catchment,Snowy Catchment,Snowy Catchment,Snowy Catchment,2022-10-13 15:21:38.985233+11:00,VIC
Snowy R at Dalgety Weir,2.30pm Thu,1.59,steady,,Plot | Table,2022-10-13 15:21:38.985233+11:00,VIC
