Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Goulburn Catchment,Goulburn Catchment,Goulburn Catchment,Goulburn Catchment,Goulburn Catchment,Goulburn Catchment,2022-10-14 13:20:01.585971+11:00,VIC
Delatite R at Tonga Bridge,12.00pm Fri,2.65^,falling,below minor,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Jamieson R at Gerrang Bridge,12.00pm Fri,3.01^,rising,,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Goulburn R at Dohertys,12.00pm Fri,2.86^,steady,minor,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Goulburn R at Lake Eildon D/S,12.00pm Fri,4.96^,falling,moderate,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Rubicon R at Rubicon,12.00pm Fri,1.22,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Acheron R at Taggerty,1.03pm Fri,2.83,steady,moderate,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Home Ck at Yarck,1.11pm Fri,1.42,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Yea R at Devlins Bridge,1.06pm Fri,2.84,falling,major,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Yea R at Yea,1.07pm Fri,2.95,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Goulburn R at Ghin Ghin,12.00pm Fri,7.70,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
King Parrot Ck at Flowerdale,12.00pm Fri,1.79^,falling,below minor,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Goulburn R at Trawool,12.00pm Fri,7.35^,steady,moderate,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Sunday Ck at Tallarook,11.45am Fri,4.08^,falling,moderate,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Mollison Ck at Pyalong,10.42am Fri,1.52,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Sugarloaf Ck at Ash Bridge,12.00pm Fri,3.76^,falling,,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Goulburn R at Seymour,1.00pm Fri,7.47,steady,major,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Whiteheads Ck at Seymour,1.06pm Fri,2.62,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Hughes Ck at Tarcombe Road,1.09pm Fri,2.91,falling,moderate,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Major Ck at Graytown,12.00pm Fri,3.26^,falling,,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Goulburn R at Goulburn Weir HG,12.00pm Fri,124.02,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Goulburn R D/S Goulburn Weir,1.00pm Fri,13.59,rising,,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
Goulburn R at Murchison,1.14pm Fri,10.32,falling,moderate,Plot | Table,2022-10-14 13:20:01.585971+11:00,VIC
