Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Goulburn Catchment,Goulburn Catchment,Goulburn Catchment,Goulburn Catchment,Goulburn Catchment,Goulburn Catchment,2022-10-14 03:30:02.295310+11:00,VIC
Delatite R at Tonga Bridge,2.00am Fri,3.93^,rising,minor,Plot | Table,2022-10-14 03:30:02.295310+11:00,VIC
Jamieson R at Gerrang Bridge,2.00am Fri,2.52^,steady,,Plot | Table,2022-10-14 03:30:02.295310+11:00,VIC
Goulburn R at Dohertys,2.00am Fri,1.96^,rising,below minor,Plot | Table,2022-10-14 03:30:02.295310+11:00,VIC
Goulburn R at Lake Eildon D/S,2.00am Fri,4.03^,rising,moderate,Plot | Table,2022-10-14 03:30:02.295310+11:00,VIC
Rubicon R at Rubicon,2.00am Fri,1.44,steady,,Plot | Table,2022-10-14 03:30:02.295310+11:00,VIC
Acheron R at Taggerty,3.08am Fri,3.24,steady,major,Plot | Table,2022-10-14 03:30:02.295310+11:00,VIC
Home Ck at Yarck,3.11am Fri,3.09,falling,,Plot | Table,2022-10-14 03:30:02.295310+11:00,VIC
Yea R at Devlins Bridge,3.11am Fri,5.11,falling,major,Plot | Table,2022-10-14 03:30:02.295310+11:00,VIC
Yea R at Yea,1.57am Fri,3.49,steady,,Plot | Table,2022-10-14 03:30:02.295310+11:00,VIC
Goulburn R at Ghin Ghin,2.00am Fri,7.47,rising,,Plot | Table,2022-10-14 03:30:02.295310+11:00,VIC
King Parrot Ck at Flowerdale,2.00am Fri,3.05^,falling,major,Plot | Table,2022-10-14 03:30:02.295310+11:00,VIC
Goulburn R at Trawool,2.00am Fri,6.76^,rising,moderate,Plot | Table,2022-10-14 03:30:02.295310+11:00,VIC
Sunday Ck at Tallarook,2.00am Fri,5.34^,falling,major,Plot | Table,2022-10-14 03:30:02.295310+11:00,VIC
Mollison Ck at Pyalong,3.08am Fri,1.79,steady,,Plot | Table,2022-10-14 03:30:02.295310+11:00,VIC
Sugarloaf Ck at Ash Bridge,2.00am Fri,6.84^,falling,,Plot | Table,2022-10-14 03:30:02.295310+11:00,VIC
