Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Onkaparinga,Onkaparinga,Onkaparinga,Onkaparinga,Onkaparinga,Onkaparinga,Onkaparinga,2022-10-14 13:30:02.279349+11:00,SA
Onkaparinga R at Charleston,12.15pm Fri,0.41,falling,2.29 below bridge,below minor,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Onkaparinga R at Woodside,12.36pm Fri,0.53,falling,0.53 above weir,below minor,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Western Branch Creek at Tiers Rd,11.29am Fri,0.25,steady,2.75 below bridge,,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Inverbrackie Creek,11.31am Fri,0.39,falling,,,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Lenswood Creek at Swamp Rd,12.22pm Fri,0.36,steady,0.36 above weir,,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Onkaparinga R at Oakbank,12.39pm Fri,0.69,steady,0.47 below crossing,below minor,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Hahndorf Creek US Onka. R (DEW),12.10pm Fri,1.23,steady,0.23 above weir,,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Onkaparinga R DS Hahndorf Ck(DEW),12.05pm Fri,2.00,steady,1.00 above weir,,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Onkaparinga R at Verdun (SAW),12.35pm Fri,1.26,steady,,below minor,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Cox Creek at Piccadilly (DEW),12.05pm Fri,1.17,steady,1.17 above weir,,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Aldgate Creek at Euston Rd,12.13pm Fri,0.44,steady,,below minor,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Onkaparinga R at Houlgraves (SAW),12.35pm Fri,4.55,steady,1.55 above weir,,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Burnt Out Ck US Mt Bold Res (DEW),12.05pm Fri,1.05,steady,0.05 above weir,,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Mt Bold Reservoir (SAW),12.35pm Fri,40.52,steady,0.98 below full level,,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Scott Creek (SAW),12.35pm Fri,1.50,steady,0.50 above weir,,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Scott Creek (DEW),11.10am Fri,1.49,steady,0.49 above weir,,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Onkaparinga R at Clarendon W (SAW),12.35pm Fri,9.31,steady,0.69 below weir,below minor,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Onkaparinga R at Clarendon W (BOM),12.37pm Fri,9.37,rising,0.63 below weir,below minor,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Onkaparinga R DS Clarendon W(DEW),12.05pm Fri,1.14,steady,0.14 above weir,,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Onkaparinga R at Baker Gully(DEW),12.10pm Fri,1.49,steady,0.49 above weir,,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Onkapar. R at Old Noarlunga (DEW),12.00pm Fri,1.16,steady,0.16 above weir,,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Onkaparinga R at Patapinda Rd Br,12.00pm Fri,1.29,falling,,,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Southern Creeks,Southern Creeks,Southern Creeks,Southern Creeks,Southern Creeks,Southern Creeks,Southern Creeks,2022-10-14 13:30:02.279349+11:00,SA
Pedler Ck at Stump Hill Rd (DEW),12.05pm Fri,1.10,steady,,,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Pedler Ck at Moana (DEW),12.00pm Fri,0.00,steady,,,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
Myponga R US Resv (SAW),12.35pm Fri,2.25,steady,,,Plot | Table,2022-10-14 13:30:02.279349+11:00,SA
