Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Torrens,Torrens,Torrens,Torrens,Torrens,Torrens,Torrens,2022-10-14 04:40:01.623108+11:00,SA
Torrens R at Mt Pleasant (DEW),3.05am Fri,1.32,steady,0.32 above weir,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Torrens R at Mt Pleasant (SAW),4.05am Fri,1.34,steady,0.34 above weir,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Angas Ck at Muellers Rd,3.18am Fri,0.13,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Millers Ck at Forreston,3.44am Fri,0.36,rising,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Torrens R at Gumeracha Weir (SAW),4.05am Fri,10.11,steady,0.11 above weir,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Torrens R at Gumeracha Weir (BOM),2.44am Fri,10.05,rising,0.05 above weir,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Cudlee Ck at Lobethal Rd,3.58am Fri,0.12,steady,0.12 above weir,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Millbrook Reservoir (SAW),4.05am Fri,24.00,steady,1.40 below spillway,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Torrens R DS Hollands Ck (DEW),3.00am Fri,1.28,steady,0.28 above weir,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Kangaroo Creek Resv Dam (SAW),4.05am Fri,43.54,steady,0.66 below spillway,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Sixth Ck at Castambul,2.58am Fri,0.50,rising,0.50 above weir,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Torrens R at Gorge Weir,4.07am Fri,9.26,steady,0.74 below weir,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Torrens R at Gorge Weir (SAW),4.05am Fri,9.16,steady,0.84 below weir,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Fifth Ck at Athelstone,3.44am Fri,0.33,falling,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Second Ck at Stonyfell,3.14am Fri,0.10,steady,0.10 above weir,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Torrens R at Walkerville (DEW),3.05am Fri,1.90,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
First Ck at Waterfall Gully Rd,2.25am Fri,0.46,steady,1.54 below bridge,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
First Ck at Botanic Gdns (DEW),3.05am Fri,1.13,steady,0.13 above weir,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Torrens R at Holbrooks Rd (DEW),3.00am Fri,2.60,steady,1.60 above weir,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Torrens R at Seaview Rd (DEW),3.00am Fri,0.64,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Port Adelaide,Port Adelaide,Port Adelaide,Port Adelaide,Port Adelaide,Port Adelaide,Port Adelaide,2022-10-14 04:40:01.623108+11:00,SA
Dry Ck at Valley View (DEW),3.00am Fri,1.27,steady,0.27 above weir,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Dry Ck at Bridge Rd (DEW),2.50am Fri,1.35,steady,3.65 below bridge,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Little Para Reservoir (SAW),4.05am Fri,12.29,steady,28.41 below spillway,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Little Para R US Fault (DEW),3.05am Fri,1.44,steady,0.44 above weir,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Tide level at Pt Adelaide (Osborne),4.05am Fri,2.38,rising,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Patawalonga,Patawalonga,Patawalonga,Patawalonga,Patawalonga,Patawalonga,Patawalonga,2022-10-14 04:40:01.623108+11:00,SA
Keswick Ck at Victoria Park,3.53am Fri,0.05,falling,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Keswick Ck at Unley (Roberts Place),3.36am Fri,0.17,steady,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Keswick Ck at Army Barracks,4.09am Fri,0.29,steady,2.21 below bridge,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Brownhill Ck at Mitcham (DEW),3.05am Fri,1.18,steady,0.18 above weir,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Brownhill Ck at Heywood Park,4.02am Fri,0.12,falling,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Brownhill Ck at Adelaide Ap (DEW),3.05am Fri,0.35,steady,3.15 below bridge,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Sturt Ck at Coromandel Valley,3.46am Fri,0.17,steady,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Sturt Ck DS Minno Ck (DEW),3.05am Fri,1.18,steady,0.18 above weir,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Sturt Ck at Sturt Dam,3.40am Fri,0.12,steady,23.93 below spillway,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Sturt Ck at Marion (Marion Rd),2.12am Fri,0.23,steady,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
Sturt Ck at Novar Gardens (DEW),2.50am Fri,1.16,steady,0.10 above weir,,Plot | Table,2022-10-14 04:40:01.623108+11:00,SA
