Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Onkaparinga,Onkaparinga,Onkaparinga,Onkaparinga,Onkaparinga,Onkaparinga,Onkaparinga,2022-10-13 21:20:01.747793+11:00,SA
Onkaparinga R at Charleston,5.55pm Thu,0.07,steady,2.63 below bridge,below minor,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Onkaparinga R at Woodside,8.39pm Thu,0.25,rising,0.25 above weir,below minor,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Western Branch Creek at Tiers Rd,5.29pm Thu,0.05,steady,2.95 below bridge,,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Inverbrackie Creek,8.22pm Thu,0.09,steady,,,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Lenswood Creek at Swamp Rd,8.39pm Thu,0.20,steady,0.20 above weir,,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Onkaparinga R at Oakbank,8.04pm Thu,0.04,steady,1.12 below crossing,below minor,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Hahndorf Creek US Onka. R (DEW),8.05pm Thu,1.14,steady,0.14 above weir,,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Onkaparinga R DS Hahndorf Ck(DEW),8.05pm Thu,1.31,steady,0.31 above weir,,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Onkaparinga R at Verdun (SAW),8.35pm Thu,-0.18,steady,,below minor,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Cox Creek at Piccadilly (DEW),8.05pm Thu,1.15,steady,1.15 above weir,,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Aldgate Creek at Euston Rd,8.39pm Thu,0.54,steady,,below minor,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Onkaparinga R at Houlgraves (SAW),8.35pm Thu,3.46,steady,0.46 above weir,,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Burnt Out Ck US Mt Bold Res (DEW),8.05pm Thu,1.03,steady,0.03 above weir,,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Mt Bold Reservoir (SAW),8.35pm Thu,40.43,steady,1.07 below full level,,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Scott Creek (SAW),8.35pm Thu,1.42,steady,0.42 above weir,,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Scott Creek (DEW),6.10pm Thu,1.42,steady,0.42 above weir,,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Onkaparinga R at Clarendon W (SAW),8.35pm Thu,9.17,steady,0.83 below weir,below minor,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Onkaparinga R at Clarendon W (BOM),8.33pm Thu,9.23,rising,0.77 below weir,below minor,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Onkaparinga R DS Clarendon W(DEW),8.05pm Thu,1.18,steady,0.18 above weir,,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Onkaparinga R at Baker Gully(DEW),8.10pm Thu,1.38,steady,0.38 above weir,,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Onkapar. R at Old Noarlunga (DEW),8.00pm Thu,1.15,steady,0.15 above weir,,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Onkaparinga R at Patapinda Rd Br,8.00pm Thu,1.35,steady,,,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Southern Creeks,Southern Creeks,Southern Creeks,Southern Creeks,Southern Creeks,Southern Creeks,Southern Creeks,2022-10-13 21:20:01.747793+11:00,SA
Pedler Ck at Stump Hill Rd (DEW),8.05pm Thu,1.11,steady,,,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Pedler Ck at Moana (DEW),8.00pm Thu,0.00,steady,,,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
Myponga R US Resv (SAW),8.35pm Thu,1.66,steady,,,Plot | Table,2022-10-13 21:20:01.747793+11:00,SA
