Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Wimmera Catchment,Wimmera Catchment,Wimmera Catchment,Wimmera Catchment,Wimmera Catchment,Wimmera Catchment,2022-10-17 09:28:27.703927+11:00,VIC
Wimmera R at Eversley,8.42am Mon,1.59,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Mt. Cole Ck at Crowlands,8.00am Mon,0.57,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Wattle Ck at Navarre,8.45am Mon,0.94,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Wimmera R at Glynwylln,9.04am Mon,2.38,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Concongella Ck at Stawell,8.53am Mon,0.68,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Wimmera R at Glenorchy,9.00am Mon,3.25,falling,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Fyans Ck at Fyans Ck,9.12am Mon,0.24,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Mt. William Ck at Lake Lonsdale D/S,8.09am Mon,0.14,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Yarriambiack Ck at Wimmera,8.16am Mon,0.52,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Wimmera R at Drung Drung,8.37am Mon,4.51,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Burnt Ck at Wonwondah East,8.40am Mon,0.94,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Wimmera R at Walmer,9.10am Mon,2.99,steady,minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Mackenzie R at Mckenzie Ck,8.53am Mon,1.25,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Wimmera R at Quantong Bridge,9.13am Mon,5.93,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Natimuk Ck at McNeils Bridge,6.17am Mon,0.27,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Wimmera R US Dimboola,9.07am Mon,4.05,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Wimmera R at Lochiel,8.00am Mon,3.95,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Richardson R U/S Rich Avon Weir,8.00am Mon,3.62,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Richardson R at Banyena,9.00am Mon,3.96,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Richardson R at Carrs Plains,7.11am Mon,0.69,falling,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Avon R at Wimmera HWY,8.00am Mon,2.28,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Richardson R U/S Donald,8.00am Mon,3.72,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Donald Town (Richardson River),9.00am Mon,2.81,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Murray (Mallee) Basin,Murray (Mallee) Basin,Murray (Mallee) Basin,Murray (Mallee) Basin,Murray (Mallee) Basin,Murray (Mallee) Basin,2022-10-17 09:28:27.703927+11:00,VIC
Edward R at Deniliquin,9.00am Mon,6.64,steady,minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Edward R at Moulamein,9.00am Mon,5.09,steady,minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Edward R at Liewah,9.00am Mon,6.07,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Wakool R at Stoney Crossing,9.00am Mon,7.49,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Murray R at Euston D/S,8.00am Mon,49.38^,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Murray R at Colignan,8.00am Mon,7.08^,rising,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Murray R at Swan Hill,8.00am Mon,4.20^,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Murray R at Wakool Junction,8.00am Mon,9.83,steady,minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Murray R at Boundary Bend,8.00am Mon,8.02^,steady,minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Murray R at Mildura HG,7.00am Mon,34.60,falling,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Murray R at Mildura D/S,9.00am Mon,34.62^,rising,,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
Murray R at Wentworth D/S,9.00am Mon,31.91,steady,below minor,Plot | Table,2022-10-17 09:28:27.703927+11:00,VIC
