Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Barwon Catchment,Barwon Catchment,Barwon Catchment,Barwon Catchment,Barwon Catchment,Barwon Catchment,2022-10-13 23:20:02.500120+11:00,VIC
Barwon R at Ricketts Marsh,11.00pm Thu,6.20,rising,moderate,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Barwon R at Kildean Lane,10.00pm Thu,4.45,rising,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Barwon R at Winchelsea,10.00pm Thu,3.39,rising,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Barwon R at Inverleigh,10.00pm Thu,1.13,rising,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Warrambine Ck at Warrambine,10.00pm Thu,1.59,steady,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Barwon R at Pollocksford,10.58pm Thu,1.33,steady,below minor,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Barwon R at Geelong,11.00pm Thu,1.87,steady,below minor,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Cheetham Salt Works,10.59pm Thu,0.38,steady,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Moorabool Catchment,Moorabool Catchment,Moorabool Catchment,Moorabool Catchment,Moorabool Catchment,Moorabool Catchment,2022-10-13 23:20:02.500120+11:00,VIC
Hovells Ck at Lara,11.02pm Thu,6.11^,rising,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Moorabool R at Lal Lal,11.00pm Thu,1.40,steady,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Moorabool R at Morrisons,10.00pm Thu,3.42^,rising,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Moorabool R at Batesford,10.00pm Thu,1.42^,rising,below minor,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Leigh Catchment,Leigh Catchment,Leigh Catchment,Leigh Catchment,Leigh Catchment,Leigh Catchment,2022-10-13 23:20:02.500120+11:00,VIC
Leigh R at Mt Mercer,11.10pm Thu,2.75,steady,minor,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Leigh R at Shelford (Town Bridge),11.00pm Thu,7.05,rising,moderate,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Hopkins Basin,Hopkins Basin,Hopkins Basin,Hopkins Basin,Hopkins Basin,Hopkins Basin,2022-10-13 23:20:02.500120+11:00,VIC
Merri R at Woodford,10.00pm Thu,2.06,rising,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Mt Emu Ck at Mena Park,10.00pm Thu,3.13^,rising,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Mt Emu Ck at Guthries Bridge,11.00pm Thu,3.63,rising,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Mt Emu Ck at Skipton,10.00pm Thu,4.77,steady,moderate,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Hopkins R at Ararat,10.00pm Thu,3.17,falling,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Hopkins R at Wickliffe,10.00pm Thu,3.82^,steady,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Hopkins R at Framlingham,11.00pm Thu,2.35,steady,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Otway Coast Basin,Otway Coast Basin,Otway Coast Basin,Otway Coast Basin,Otway Coast Basin,Otway Coast Basin,2022-10-13 23:20:02.500120+11:00,VIC
Curdies R at Peterborough,11.00pm Thu,0.56,steady,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Curdies R at Curdie,11.00pm Thu,5.05,rising,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Portland Coast Basin,Portland Coast Basin,Portland Coast Basin,Portland Coast Basin,Portland Coast Basin,Portland Coast Basin,2022-10-13 23:20:02.500120+11:00,VIC
Moyne R at Toolong,10.00pm Thu,1.28,steady,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Moyne R at Willatook,11.00pm Thu,1.66,falling,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Moyne R at Gipps St Bridge,11.00pm Thu,0.24,rising,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Murray Brook at Lenehans Road,11.00pm Thu,1.39,steady,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Darlot Ck at Homerton,10.00pm Thu,1.18^,steady,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Glenelg Catchment,Glenelg Catchment,Glenelg Catchment,Glenelg Catchment,Glenelg Catchment,Glenelg Catchment,2022-10-13 23:20:02.500120+11:00,VIC
Glenelg R at Harrow,10.00pm Thu,0.71,steady,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Glenelg R at Fulham Bridge,10.00pm Thu,1.05,steady,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Glenelg R at Dergholm,10.00pm Thu,1.62,steady,below minor,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Wando River at Wando Vale,10.00pm Thu,0.56^,steady,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Glenelg R at Casterton,11.00pm Thu,0.74,steady,below minor,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
Glenelg R at Sandford,11.00pm Thu,1.29,steady,,Plot | Table,2022-10-13 23:20:02.500120+11:00,VIC
