Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Werribee Catchment,Werribee Catchment,Werribee Catchment,Werribee Catchment,Werribee Catchment,Werribee Catchment,2022-10-14 17:10:02.611578+11:00,VIC
Werribee R at Ballan,3.53pm Fri,1.93,steady,minor,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Werribee R at Bacchus Marsh,4.11pm Fri,1.26,falling,below minor,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Parwan Ck at Parwan,11.45am Fri,0.70,falling,,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Lerderderg R at Sardine Ck,4.00pm Fri,1.57,steady,below minor,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Lerderderg R at U/S Goodman Ck,4.07pm Fri,1.22,steady,below minor,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Werribee R at Melton Res D/S,3.48pm Fri,2.68^,rising,minor,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Toolern Ck at Melton South,4.06pm Fri,0.79,steady,,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Werribee R at Werribee Cottrell St,4.00pm Fri,4.97,falling,moderate,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Maribyrnong Catchment,Maribyrnong Catchment,Maribyrnong Catchment,Maribyrnong Catchment,Maribyrnong Catchment,Maribyrnong Catchment,2022-10-14 17:10:02.611578+11:00,VIC
Deep Ck at Lancefield,3.04pm Fri,2.79,falling,,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Maribyrnong R at Keilor,4.00pm Fri,6.38,falling,major,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Maribyrnong R at Maribyrnong,2.49pm Fri,3.86,,major,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Stony Ck at Spotswood,4.05pm Fri,0.97,rising,,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Yarra Catchment,Yarra Catchment,Yarra Catchment,Yarra Catchment,Yarra Catchment,Yarra Catchment,2022-10-14 17:10:02.611578+11:00,VIC
Yarra R at Millgrove,4.15pm Fri,1.82,steady,below minor,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Little Yarra R at Yarra Junction,4.04pm Fri,1.44,steady,,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Woori Yallock Ck at Woori Yallock,1.08pm Fri,2.56,,,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Yarra R at Yarra Glen,4.11pm Fri,4.52,steady,minor,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Olinda Ck at Mt Evelyn,4.10pm Fri,1.36,falling,,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Olinda Ck at Lilydale,4.10pm Fri,6.22,steady,,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Brushy Ck at Mooroolbark,5.55am Fri,1.87,,,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Yarra R at Warrandyte,2.05pm Fri,2.25,rising,below minor,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Mullum Mullum Ck at Doncaster East,3.50pm Fri,0.86,rising,,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Arthurs Ck at Nutfield,2.06am Fri,4.93,,,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Diamond Ck at Eltham,4.10pm Fri,3.72,falling,below minor,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Yarra R at Fitzimons Lane,4.12pm Fri,4.41,falling,minor,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Plenty R at Greensborough,3.48pm Fri,3.36,falling,,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Plenty River at Lower Plenty,4.08pm Fri,4.14,falling,below minor,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Koonung Ck at Bulleen,3.57pm Fri,3.44,steady,,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Darebin Ck at Bundoora,3.40pm Fri,5.89,,,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Darebin Ck at Bell St Ivanhoe,3.58pm Fri,1.23,steady,,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Merri Ck at Craigeburn,1.05am Fri,2.20,,,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Merri Ck at Cooper St,3.49pm Fri,2.69,steady,,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Merlynston Ck at Fawkner Cemetry,2.55pm Fri,1.87,steady,,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Moonee Ponds Ck at Jacana,4.09pm Fri,1.46,falling,,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
Merri Ck at Bell St,3.59pm Fri,2.46,falling,below minor,Plot | Table,2022-10-14 17:10:02.611578+11:00,VIC
