Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Latrobe Catchment,Latrobe Catchment,Latrobe Catchment,Latrobe Catchment,Latrobe Catchment,Latrobe Catchment,2022-10-14 14:20:02.049576+11:00,VIC
Latrobe R at Noojee,2.13pm Fri,1.82,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Latrobe R at Willowgrove,1.00pm Fri,2.87,steady,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Moe R at Darnum,10.00am Fri,2.90,steady,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Moe R at Trafalgar East,1.00pm Fri,3.84,rising,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Narracan Ck at Thorpdale,11.50am Fri,0.72,falling,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Narracan Ck at Moe,1.58pm Fri,0.90,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Tanjil R at Tanjil Junction,1.00pm Fri,1.26,steady,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Tanjil R at Tanjil South,1.00pm Fri,1.63^,steady,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Latrobe R at Yallourn PS (L5),1.00pm Fri,36.77,rising,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Morwell R at Boolarra,1.00pm Fri,0.81^,steady,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Morwell R at Morwell Pumphouse,1.00pm Fri,2.64,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Latrobe R at Thoms Bridge,1.00pm Fri,2.80,rising,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Latrobe R at Rosedale,2.11pm Fri,2.56,rising,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Latrobe R at Rosedale (Anabranch),2.00pm Fri,2.19,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Latrobe R at Kilmany South,2.00pm Fri,3.90,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Traralgon Creek Catchment,Traralgon Creek Catchment,Traralgon Creek Catchment,Traralgon Creek Catchment,Traralgon Creek Catchment,Traralgon Creek Catchment,2022-10-14 14:20:02.049576+11:00,VIC
Traralgon Ck at Koornalla,1.35pm Fri,1.13,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Traralgon Ck at Traralgon South,2.00pm Fri,2.36,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Traralgon Ck at Traralgon,2.00pm Fri,1.67,steady,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Thomson Catchment,Thomson Catchment,Thomson Catchment,Thomson Catchment,Thomson Catchment,Thomson Catchment,2022-10-14 14:20:02.049576+11:00,VIC
Thomson R at The Narrows,1.39pm Fri,0.52,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Aberfeldy R at Beardmore,1.39pm Fri,1.02,rising,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Thomson R at Coopers Creek,1.58pm Fri,0.54,steady,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Thomson R at U/S Cowwarr Weir,2.00pm Fri,2.52,steady,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Thomson R at Heyfield,1.00pm Fri,1.04^,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Rainbow Ck at Heyfield,1.00pm Fri,0.39^,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Thomson R at Wandocka,2.10pm Fri,1.79,steady,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Thomson R at Bundulaguah,2.00pm Fri,4.01,falling,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Flooding Ck at Sale Wharf,1.00pm Fri,1.55,steady,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Macalister Catchment,Macalister Catchment,Macalister Catchment,Macalister Catchment,Macalister Catchment,Macalister Catchment,2022-10-14 14:20:02.049576+11:00,VIC
Macalister R at Glencairn,2.11pm Fri,1.56,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Macalister R at Licola,1.55pm Fri,2.45,steady,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Macalister R at D/S Stringybark Ck,1.52pm Fri,1.45,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Glenmaggie Ck at The Gorge,11.54am Fri,1.53,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Macalister R at Lake Glenmaggie HG,1.56pm Fri,75.87^,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Macalister R at D/S Lake Glenmaggie,2.09pm Fri,1.23,steady,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Avon Catchment,Avon Catchment,Avon Catchment,Avon Catchment,Avon Catchment,Avon Catchment,2022-10-14 14:20:02.049576+11:00,VIC
Avon R at The Channel,1.57pm Fri,1.82,steady,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Freestone Ck at Briagolong,12.40pm Fri,1.50,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Avon R at Stratford,2.13pm Fri,1.63,steady,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
South Gippsland,South Gippsland,South Gippsland,South Gippsland,South Gippsland,South Gippsland,2022-10-14 14:20:02.049576+11:00,VIC
Bellview Ck U/S Bellview Reservoir,2.00pm Fri,0.27,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Ruby Creek @ Arawata,2.00pm Fri,0.25,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Coalition Creek,2.00pm Fri,0.22,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Little Bass R @ Poowong,2.00pm Fri,0.48,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Tarwin R @ Meeniyan,2.00pm Fri,2.11,rising,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Powlett R D/S Foster Ck Junction,2.00pm Fri,2.73,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Powlett R Mouth of Powlett Rd,2.00pm Fri,1.06,rising,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Stony Creek @ Meeniyan,2.00pm Fri,1.40,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Tarra R at Tarra Weir Offtake,11.00am Fri,0.40,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Tarra R at Yarram,2.00pm Fri,1.20,rising,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Merriman Ck at Seaspray (Offtake),1.09pm Fri,0.26,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Merriman Ck at Stradbroke West,1.54pm Fri,2.05,rising,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Gippsland Lakes,Gippsland Lakes,Gippsland Lakes,Gippsland Lakes,Gippsland Lakes,Gippsland Lakes,2022-10-14 14:20:02.049576+11:00,VIC
Hollands Landing,2.04pm Fri,0.27,steady,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
McMillan Strait at Paynesville,2.02pm Fri,0.30,steady,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Nicholson R DS Pumphouse,1.00pm Fri,0.15^,rising,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Tambo R at Batterns Landing,12.22pm Fri,1.35,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Metung Marina,2.00pm Fri,0.25,steady,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Cunningham Arm at Bullock Island,2.00pm Fri,0.43,falling,below minor,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
Lakes Entrance Breakwater,2.09pm Fri,0.36^,steady,,Plot | Table,2022-10-14 14:20:02.049576+11:00,VIC
