Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Barwon Catchment,Barwon Catchment,Barwon Catchment,Barwon Catchment,Barwon Catchment,Barwon Catchment,2022-10-14 06:30:02.194119+11:00,VIC
Barwon R at Ricketts Marsh,6.00am Fri,6.04,falling,moderate,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Barwon R at Kildean Lane,5.00am Fri,5.13,rising,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Barwon R at Winchelsea,5.00am Fri,3.96,steady,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Barwon R at Inverleigh,5.00am Fri,1.51,steady,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Warrambine Ck at Warrambine,5.00am Fri,1.26,falling,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Barwon R at Pollocksford,6.13am Fri,2.75,rising,below minor,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Barwon R at Geelong,6.00am Fri,2.06,rising,below minor,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Cheetham Salt Works,6.13am Fri,0.53,steady,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Moorabool Catchment,Moorabool Catchment,Moorabool Catchment,Moorabool Catchment,Moorabool Catchment,Moorabool Catchment,2022-10-14 06:30:02.194119+11:00,VIC
Hovells Ck at Lara,6.02am Fri,7.01^,falling,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Moorabool R at Lal Lal,6.00am Fri,1.37,steady,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Moorabool R at Morrisons,5.00am Fri,4.31^,steady,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Moorabool R at Batesford,5.00am Fri,2.12^,rising,below minor,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Leigh Catchment,Leigh Catchment,Leigh Catchment,Leigh Catchment,Leigh Catchment,Leigh Catchment,2022-10-14 06:30:02.194119+11:00,VIC
Leigh R at Mt Mercer,6.05am Fri,3.80,falling,moderate,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Leigh R at Shelford (Town Bridge),6.00am Fri,7.62,rising,moderate,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Hopkins Basin,Hopkins Basin,Hopkins Basin,Hopkins Basin,Hopkins Basin,Hopkins Basin,2022-10-14 06:30:02.194119+11:00,VIC
Merri R at Woodford,5.00am Fri,3.24,rising,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Mt Emu Ck at Mena Park,5.00am Fri,3.10^,steady,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Mt Emu Ck at Guthries Bridge,6.00am Fri,3.47,steady,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Mt Emu Ck at Skipton,5.00am Fri,4.89,steady,moderate,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Hopkins R at Ararat,5.00am Fri,2.88,falling,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Hopkins R at Wickliffe,5.00am Fri,3.45^,falling,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Hopkins R at Framlingham,6.00am Fri,2.51,steady,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Otway Coast Basin,Otway Coast Basin,Otway Coast Basin,Otway Coast Basin,Otway Coast Basin,Otway Coast Basin,2022-10-14 06:30:02.194119+11:00,VIC
Curdies R at Peterborough,6.00am Fri,0.91,rising,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Curdies R at Curdie,6.00am Fri,5.57,falling,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Portland Coast Basin,Portland Coast Basin,Portland Coast Basin,Portland Coast Basin,Portland Coast Basin,Portland Coast Basin,2022-10-14 06:30:02.194119+11:00,VIC
Moyne R at Toolong,5.00am Fri,1.38,steady,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Moyne R at Willatook,6.00am Fri,1.90,steady,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Moyne R at Gipps St Bridge,6.00am Fri,0.67,steady,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Murray Brook at Lenehans Road,6.00am Fri,1.38,steady,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Darlot Ck at Homerton,5.00am Fri,1.19^,steady,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Glenelg Catchment,Glenelg Catchment,Glenelg Catchment,Glenelg Catchment,Glenelg Catchment,Glenelg Catchment,2022-10-14 06:30:02.194119+11:00,VIC
Glenelg R at Harrow,5.00am Fri,0.73,steady,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Glenelg R at Fulham Bridge,5.00am Fri,1.08,steady,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Glenelg R at Dergholm,5.00am Fri,1.62,steady,below minor,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Wando River at Wando Vale,5.00am Fri,0.60^,steady,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Glenelg R at Casterton,6.00am Fri,0.74,steady,below minor,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
Glenelg R at Sandford,6.00am Fri,1.29,steady,,Plot | Table,2022-10-14 06:30:02.194119+11:00,VIC
