Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Upper Murray Catchment,Upper Murray Catchment,Upper Murray Catchment,Upper Murray Catchment,Upper Murray Catchment,Upper Murray Catchment,2022-10-14 17:20:02.462501+11:00,VIC
Murray R at Biggara,5.00pm Fri,1.47,steady,below minor,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Murray R at Bringenbrong,5.00pm Fri,2.47,steady,below minor,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Corryong Ck at Towong,5.00pm Fri,2.01,steady,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Mannus Ck at Yarramundi,5.00pm Fri,1.87,falling,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Manus Ck at Tooma,5.00pm Fri,1.61,rising,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Tumbarumba Ck at Tumba2,5.00pm Fri,1.47,steady,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Maragle Ck at Maragle,5.00pm Fri,0.95,steady,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Tumbarumba Ck at Bakers,5.00pm Fri,3.63,rising,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Welumba Ck at The Square,5.00pm Fri,0.75,steady,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Tooma R at Pinegrove,5.00pm Fri,3.13,falling,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Cudgewa Ck at Berringama,5.00pm Fri,1.98,steady,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Cudgewa Ck at Cudgewa North,5.00pm Fri,1.61,falling,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Murray R at Jingellic,5.00pm Fri,2.99,steady,below minor,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Jingellic Ck at Jingellic,5.00pm Fri,2.29,steady,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Murray R at Heywoods,5.00pm Fri,3.91,steady,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Murray R at Albury,5.00pm Fri,4.20,steady,below minor,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Murray R at Howlong,5.00pm Fri,5.72,steady,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Murray R at Corowa,5.00pm Fri,5.98,steady,moderate,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Murray R at Yarrawonga,5.00pm Fri,5.76,steady,below minor,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Mitta Mitta Catchment,Mitta Mitta Catchment,Mitta Mitta Catchment,Mitta Mitta Catchment,Mitta Mitta Catchment,Mitta Mitta Catchment,2022-10-14 17:20:02.462501+11:00,VIC
Big R at Joker Creek,5.00pm Fri,2.23,steady,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Mitta Mitta R at Hinnomunjie,5.00pm Fri,2.09,falling,below minor,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Gibbo R at Gibbo Park,3.00pm Fri,1.25^,steady,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Lake Dartmouth HG,4.00pm Fri,486.66^,rising,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Mitta Mitta R at Colemans,5.00pm Fri,2.47,steady,below minor,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Snowy Ck at Granite Flat,5.00pm Fri,1.69,steady,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Mitta Mitta R at Tallandoon,5.00pm Fri,3.64,steady,below minor,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Tallangatta Ck at McCallums,5.00pm Fri,1.28,steady,below minor,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Kiewa Catchment,Kiewa Catchment,Kiewa Catchment,Kiewa Catchment,Kiewa Catchment,Kiewa Catchment,2022-10-14 17:20:02.462501+11:00,VIC
Kiewa R at Mongans Bridge,5.00pm Fri,2.68,steady,minor,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Kiewa R at Kiewa (Mainbranch),5.00pm Fri,3.39,steady,minor,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Kiewa R at Kiewa (Anabranch),4.00pm Fri,1.62^,rising,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Yackandandah Ck at Osbornes Flat,5.00pm Fri,1.88,steady,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Kiewa R at Bandiana,5.00pm Fri,3.12,steady,moderate,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Ovens Catchment,Ovens Catchment,Ovens Catchment,Ovens Catchment,Ovens Catchment,Ovens Catchment,2022-10-14 17:20:02.462501+11:00,VIC
Ovens R at Harrietville,5.00pm Fri,2.40,rising,,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
Ovens R at Bright,5.13pm Fri,2.89,steady,below minor,Plot | Table,2022-10-14 17:20:02.462501+11:00,VIC
