Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,2022-10-14 15:10:02.166515+11:00,NT
Armstrong R u/s Buntine Highway*,12.00pm Fri,0.02,steady,3.58 below bridge deck,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Townsend Ck u/s Buntine Highway*,12.00pm Fri,0.14,steady,2.61 below bridge deck,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Camfield R at Buntine Highway*,9.00am Fri,0.80,steady,4.00 below bridge deck,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Victoria R at Kalkarindji*,12.45pm Fri,-0.45,steady,9.75 below bridge deck,below minor,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Wickham R at Williams Crossing*,12.00pm Fri,0.36,steady,0.17 below crossing,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Victoria R at Dashwood Crossing*,12.00pm Fri,0.02,steady,0.48 below crossing,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,2022-10-14 15:10:02.166515+11:00,NT
Katherine R near Birdie Creek*,1.30pm Fri,1.03,steady,At Level of CTF,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Seventeen Mile Creek*,1.20pm Fri,0.69,steady,0.36 above CTF,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Katherine R at Nitmiluk Centre#,12.50pm Fri,-1.90,steady,0.10 below CTF,below minor,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Maud Creek*,12.50pm Fri,5.21,steady,4.79 below bridge deck,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Katherine R at Ironwood Station*,12.45pm Fri,1.29,steady,0.09 above CTF,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Katherine R at Katherine Bridge#,1.15pm Fri,0.22,steady,18.78 below bridge deck,below minor,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,2022-10-14 15:10:02.166515+11:00,NT
Dry R near Manbulloo*,12.00pm Fri,0.07,steady,0.13 below CTF,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
King R d/s Stuart Highway*,12.00pm Fri,0.67,steady,0.22 above CTF,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
King R d/s Victoria Highway*,12.00pm Fri,0.81,steady,0.50 above CTF,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Flora R at Stoney Creek*,12.50pm Fri,1.65,rising,0.80 above CTF,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Edith R u/s Stuart Highway*,12.40pm Fri,0.34,steady,0.16 above CTF,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Cullen R at Stuart Highway*,12.40pm Fri,0.39,steady,5.71 below bridge deck,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Fergusson R at Railway Bridge*,1.00pm Fri,1.12,steady,,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Fergusson R near Bondi Creek*,12.40pm Fri,2.60,steady,0.40 above crossing,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Daly R at Dorisvale Crossing*,12.00pm Fri,1.65,steady,0.35 above crossing,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Daly R at Theyona Station*,12.00pm Fri,1.28,steady,1.28 above CTF,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Douglas R at Douglas Crossing*,1.30pm Fri,0.64,steady,0.37 above CTF,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Daly R at Beeboom Crossing*,12.00pm Fri,0.80,steady,0.20 below crossing,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Daly R at Gourley*,12.00pm Fri,1.52,steady,,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Daly R at Mount Nancar*,12.45pm Fri,1.70,steady,,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Daly R at Daly R Police Station*,12.45pm Fri,1.27,steady,0.23 below crossing,below minor,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Finniss Catchment,Finniss Catchment,Finniss Catchment,Finniss Catchment,Finniss Catchment,Finniss Catchment,Finniss Catchment,2022-10-14 15:10:02.166515+11:00,NT
Rapid Creek*,1.20pm Fri,0.94,steady,0.13 above CTF,below minor,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
Elizabeth R at Stuart Highway*,1.10pm Fri,-0.12,steady,2.92 below approaches,,Plot | Table,2022-10-14 15:10:02.166515+11:00,NT
