Site,Site name,Lat,Lon,Rank
418027,Horton River At Horton Dam Site,-30.20690833,150.42795278,2
418026,Gwydir River Downstream Copeton Dam,-29.912275,150.90760556,2
418025,Halls Creek At Bingara,-29.93331667,150.57250833,2
418021,Laura Creek At Laura,-30.228725,151.18789444,2
418014,Gwydir River At Yarrowyck,-30.46740556,151.36369722,2
418012,Gwydir River At Pinegrove,-29.89378889,150.62836389,2
418008,Gwydir River At Bundarra,-30.17075556,151.06505833,2
418005,Copes Creek At Kimberley,-29.91602778,151.11487778,2
206014,Wollomombi River At Coninside,-30.475658,152.027034,2
206026,Sandy Creek At Newholme,-30.418577,151.65706,2
206032,Dumaresq Creek At Stephens Bridge,-30.51092,151.655706,2
206035,Gara River At Willow Glen,-30.211164,151.726735,2
206036,Gara River At Malpas Dam -Storage Gauge,-30.2894,151.7372,2
206037,Dumaresq Creek D/S Dumaresq Dam,-30.463365,151.615799,2
204030,Aberfoyle River At Aberfoyle,-30.2587,152.0094,2
206039,Gara River D/S Malpas Dam,-30.293301,151.740454,2
206044,Dumaresq Creek Dumaresq Dam - Storage,-30.43039688,151.59783283,2
416056,Macintyre At Little Valley,-29.84697,151.32941,2
416061,Paradise Creek At Paradise Station,-29.87429,151.46831,2
416062,Kings Creek At Newstead North,-29.82859,151.34861,2
416063,Macintyre River At Wyoming,-29.9281,151.4405,2
416064,Middle Creek At Stannifer,-29.8803,151.2149,2
206042,Puddledock Creek At Puddledock Dam,-30.40000556,151.73205,2
412189,Booberoi Creek At Offtake No.2,-33.0419,146.638,2
418089,Marshall Ponds @ Newell Highway,-29.37344086,149.93283376,2
418087,Mehi River At Chinook,-29.4752,149.977,2
418086,Carole Creek At Midkin Crossing (Ds Marshalls Ponds),-29.3228,149.7764,2
418085,Mehi River D/S Gundare Regulator #2,-29.5888,149.315,2
418079,Gingham Channel At Gingham Bridge,-29.2233,149.2685,2
418078,Gwydir River At Allambie Bridge,-29.3449,149.4307,2
418077,Gingham Channel At The Waterhole,-29.2433,149.3062,2
418076,Gingham Channel At Tillaloo Bridge,-29.27137023,149.4525766,2
418074,Gingham Channel At Teralba,-29.3995,149.6991,2
552004,Moomin Creek At Moomin Plains,-29.6352,148.9592,2
418068,Mehi River At U/S Ballin Boora Creek,-29.4607,149.1044,2
418067,Moomin Creek At Clarendon Bridge (Heathfield),-29.7301,149.3047,2
418066,Gwydir River At Millewa,-29.3627,149.3736,2
418065,Gwydir River At Tyreel Storage Gauge,-29.437,149.7793,2
418092,Slaughterhouse Creek At Biniguy,-29.57388,150.20259,2
418063,Gwydir River (South Arm) At D/S Tyreel Offtake Regulato,-29.4379,149.7783,2
418060,Moomin Creek At Glendello,-29.6942,149.4785,2
418059,Mehi River U/S Gundare Regulator.,-29.5893,149.3163,2
418058,Mehi River At Bronte,-29.4773,148.9023,2
418053,Gwydir River At Brageen Crossing,-29.3973,149.5465,2
418052,Carole Creek At Near Garah,-29.125,149.5519,2
418051,Gwydir River At Boolooroo Weir-Storage Gauge,-29.4145,149.8859,2
418049,Mallawa Creek At Regulator,-29.5903,149.3174,2
418048,Moomin Creek At Combadello Cutting,-29.56253889,149.6543,2
418047,Mehi River At Combadello Weir-Storage Gauge,-29.5651,149.6511,2
418044,Mehi River D/S Tareelaroi Regulator,-29.4532,150.0336,2
418043,Gwydir River At Tareelaroi Weir-Storage Gauge,-29.4472,150.0336,2
418042,Gwydir River At D/S Tareelar0I Weir,-29.4473,150.0295,2
418037,Mehi River At D/S Combadello Weir,-29.5569,149.6581,2
418036,Gwydir River D/S Boolooroo Weir,-29.4147,149.883,2
418061,Moomin Creek At Alma Bridge (Derra Road),-29.6891,149.1565,2
416001,Barwon River At Mungindi,-28.9762,148.9848,2
416050,Barwon River U/S Presbury Weir,-29.1215,148.8085,2
416052,Gil Gil Creek At Galloway,-29.1274,148.9878,2
421097,Marra Creek At Carinda Road,-31.369877,147.658518,2
421090,Macquarie River At D/S Marebone Weir,-31.385084,147.69342,2
421089,Macquarie River At Marebone Weir - Storage Gauge,-31.386039599,147.695779936,2
421088,Marebone Break At D/S Marebone Regulator,-31.3794,147.6932,2
421023,Bogan River At Gongolgon,-30.34731,146.897633,2
421022,Macquarie River At Oxley Station,-31.1175,147.5693,2
421017,Gunningbar Creek At D/S Weir,-31.678389,147.761034,2
421016,Crooked Creek At Profile,-31.656159,147.760431,2
421015,Duck Creek At Offtake,-31.656675,147.759708,2
421014,Macquarie River At Warren Town,-31.698446,147.838874,2
421012,Macquarie River At Carinda (Bells Bridge),-30.4347,147.5696,2
421011,Marthaguy Creek At Carinda,-30.457764,147.68401,2
420020,Castlereagh River At Gungalman,-30.310466666,147.998733333,2
419108,Namoi River At Yarraldool,-30.2606,148.591783333,2
416081,Barwon River At Eagle Farm,-28.87812,149.06391,2
417001,Moonie River At Gundablouie,-29.1671,148.6305,2
418055,Mehi River At Near Collarenebri,-29.513,148.7241,2
553003,Tycannah Creek At Horseshoe Lagoon,-29.6704,150.0438,2
418091,Thalaba Creek At Belarre,-29.66582386,148.68794287,2
419026,Namoi River At Goangra,-30.141716666,148.38765,2
419049,Pian Creek At Waminda,-29.92115556,148.38811111,2
419089,Pian Creek At Dempseys Bridge,-29.91035,148.743533333,2
419091,Namoi River At Upstream Walgett,-30.027811111,148.153705555,2
419021,Namoi River At Bugilbone (Riverview),-30.273516666,148.820816666,2
418017,Myall Creek At Molroy,-29.79711389,150.58413056,2
418015,Horton River At Rider (Killara),-29.83385833,150.35439722,2
418013,Gwydir River At Gravesend Road Bridge,-29.5819,150.3666,2
416016,Macintyre River At Inverell (Middle Creek),-29.792,151.1275,2
416012,Macintyre River At Holdfast (Yelarbon Crossing),-28.7997,150.7296,2
416011,Dumaresq River At Roseneath,-29.1155,151.4584,2
416010,Macintyre River At Wallangra,-29.2626,150.8995,2
416008,Beardy River At Haystack,-29.2179,151.3838,2
416007,Dumaresq River U/S Bonshaw Weir,-28.9861,151.274,2
416006,Severn River At Ashford,-29.2939,151.1212,2
416003,Tenterfield Creek At Clifton,-29.0312,151.7246,2
416002,Macintyre River At Boggabilla,-28.5916,150.3615,2
416020,Ottleys Creek At Coolatai,-29.2324,150.7592,2
416021,Frazers Creek At Westholme (Ashford),-29.35319,151.09448,2
416023,Deepwater River At Bolivia,-29.2913,151.9245,2
418011,Carole Creek At Downstream Regulator(Bells Crossing),-29.4069,149.8885,2
418004,Gwydir River At Yarraman Bridge,-29.4261,149.8471,2
418002,Mehi River At Moree,-29.470091,149.8435,2
418001,Gwydir River At Pallamallawa,-29.477,150.1351,2
416315,Pike Creek At Glenlyon Dam - Storage Gauge,-28.9651,151.4511,2
416082,Macintyre River At Lake Inverell,-29.790269,151.139365,2
416080,Gil Gil Creek @ Miltonville,-29.05741207,149.35817975,2
416072,Whalan Creek At Euraba Bridge,-28.80041344,149.64059989,2
416069,Frazers Creek At Glenorchy,-29.5115,151.1777,2
416068,Macintyre River At Tintot,-29.4216,150.9822,2
416067,Severn River At Ducca Marrin,-29.4056,151.212,2
416066,Macintyre River At Riverstone,-29.7987,151.2015,2
416065,Macintyre River At Boggabilla Weir - Storage Gauge,-28.5895,150.3622,2
416059,Kings Creek At Gred,-29.80481,151.42029,2
416058,Macintyre River At Yetman Bridge,-28.901481,150.781728,2
416057,Macintyre River At Elsmore Bridge,-29.81242,151.26382,2
416027,Gil Gil Creek At Weemelah,-29.0488,149.1599,2
416030,Severn River At Pindari Dam-Storage Gauge,-29.3854,151.243,2
416031,Macintyre River At Ridgelands,-29.05726,150.90381,2
416032,Mole River At Donaldson,-29.0154,151.5997,2
416037,Boomi River At Boomi Weir Offtake,-28.6265,149.6677,2
416039,Severn River At Strathbogie,-29.4562,151.4646,2
416022,Severn River At Fladbury,-29.5128,151.7038,2
416040,Dumaresq River At Glenarbon Weir,-28.692,150.8917,2
416046,Macintyre River At Boonanga Bridge,-28.5751,149.5628,2
416047,Macintyre River At Terrewah,-28.6078,149.8747,2
416048,Macintyre River At Kanowna,-28.6961,149.388,2
416054,Gil Gil Creek At Boolataroo,-29.0528,149.467,2
416055,Middle Creek At Ferndale,-29.82893,151.14355,2
416043,Macintyre River U/S Boomi Weir,-28.6237,149.6727,2
412188,Nerathong Creek At Nerathong,-33.101,147.0971,2
412183,Cumbung Swamp At The Woodcutters,-34.29003109,143.99368127,2
412124,Muggabah Creek At Cobb Highway,-33.7713,144.926,2
412122,Merrimajeel Creek At Cobb Highway,-33.7411,144.9208,2
412109,Lake Brewster Conduit Downstream Regulator,-33.3943,145.9849,2
412107,Lake Cargelligo At Storage Gauge,-33.30076944,146.37918611,2
412102,Lake Brewster Intake Downstream Lb Weir Pool Regulator,-33.4018,145.9795,2
41210170,Lachlan River Wetland - Robsar Lagoon,-33.141719,147.252422,2
41210169,Lachlan River Wetland - Wilga Lagoon,-33.291567,147.482043,2
412101,Lake Cargelligo Intake Upstream Lake Cargelligo Weir,-33.2016,146.4572,2
412078,Lachlan River At Whealbah,-33.6544,145.2488,2
412048,Lachlan River At Lake Brewster Weir,-33.395,145.9863,2
412047,Bensons Drop Weir Downstream Lake Brewster Outlet,-33.3824,145.9027,2
412046,Wallaroi Creek Upstream Worrongorra Weir,-33.1029549,146.84718226,2
412042,Willandra Creek At Willandra Homestead,-33.197765,145.123197,2
412039,Lachlan River At Hillston Weir,-33.4873,145.504,2
412129,Merrimajeel Creek At U/S Blockbank,-33.794896,144.856509,2
412038,Lachlan River U/S Willandra Weir,-33.348326,145.87524,2
412023,Island Creek At Fairholme,-33.2775,147.3814,2
412017,Bumbuggan Creek At Offtake,-33.2262,147.4595,2
412016,Wallamundry Creek At Offtake Island Creek,-33.2271,147.3253,2
412014,Goobang Creek At Condobolin,-33.0837,147.1627,2
549007,Willandra Creek At Road Bridge,-33.345664,145.879248,2
412011,Lachlan River At Lake Cargelligo Weir,-33.201,146.4532,2
412008,Lake Creek At Lake Cargelligo Outlet,-33.2431,146.4058,2
412006,Lachlan River At Condobolin Bridge,-33.091,147.1482,2
412005,Lachlan River At Booligal,-33.8695,144.8811,2
41200216,Outflow Inner Eastern At Lake Brewster,-33.46409217,145.9607861,2
410136,Murrumbidgee River At Downstream Hay Weir,-34.5247,144.7111,2
410128,Coleambally Canal At Offtake,-34.6306,146.2801,2
412024,Lachlan River At Mulgutherie,-33.2267,147.4584,2
412163,Merrowie Creek Downstream Of Offtake Weir,-33.365855,145.601107,2
412187,Willandra Creek At Yilga,-33.2222,145.5053,2
421176,Little River At Arthurville No. 2,-32.571624,148.724746,2
421149,Cudgegong River At Rocky Water Hole,-32.6204,149.6418,2
421148,Cudgegong River At Windamere Dam-Storage Gauge,-32.7259,149.7675,2
421127,Macquarie River At Baroona,-32.2114,148.3757,2
421083,Bogan River At Dandaloo,-32.275346,147.618871,2
421079,Cudgegong River At D/S Windamere Dam,-32.708827,149.754571,2
421078,Macquarie River At Burrendong Dam - Storage Gauge,-32.6673,149.1115,2
421076,Bogan River At Peak Hill No.2,-32.721119,148.129664,2
565009,Coolbaggie Creek At Rawsonville,-32.142774,148.456463,2
421050,Bell River At Molong,-33.0309,148.9509,2
421048,Little River At Obley No.2,-32.70573141,148.55217925,2
421042,Talbragar River At Elong Elong,-32.091575,149.0666,2
421040,Macquarie River At Downstream Burrendong Dam,-32.6332,149.0811,2
421039,Bogan River At Neurie Plains,-31.7749,147.1235,2
421031,Macquarie River At Gin Gin,-31.908266,148.091153,2
421027,Bell River At Gowan Green,-32.802161569,148.979080936,2
420901,Castlereagh River At Lucas Bridge Upstream Gilgandra,-31.811411,148.769606,2
41010981,Murrumbidgee River At Yanco Weir - Storage Gauge,-34.703,146.4176,2
421001,Macquarie River At Dubbo,-32.269383,148.599083,2
421004,Macquarie River At Warren Weir,-31.735,147.8668,2
421005,Gunningbar Creek At Below Regulator,-31.7399,147.8625,2
421008,Bell River At Wellington,-32.555627206,148.941377,2
421018,Bell River At Neurea,-32.678439,148.949181,2
421019,Cudgegong River At Yamble Bridge,-32.407854,149.334492,2
421026,Turon River At Sofala,-33.080268,149.690157,2
421003,Macquarie River At Wellington,-32.542658443,148.942357556,2
41010971,Tombullen Creek At Tombullen Weir - Storage Gauge,-34.6455,146.1365,2
41010970,Tombullen Creek At Downstream Tombullen Weir Outlet,-34.6461,146.1371,2
41010969,Inlet Channel At Upstream Tombullen Storage,-34.6493,146.1692,2
421178,Molong Creek At Downstream Borenore Creek,-33.15755556,148.95975,2
41010928,Murrumbidgee River At Hay Weir - Storage Gauge,-34.5252,144.7116,2
41010922,Murrumbidgee River At Gogeldrie Weir - Storage Gauge,-34.6165,146.2579,2
410082,Murrumbidgee River At Downstream Gogeldrie Weir,-34.6151,146.2562,2
410036,Murrumbidgee River At Downstream Yanco Weir,-34.6953,146.4007,2
410021,Murrumbidgee River At Darlington Point,-34.5664,146.0027,2
410007,Yanco Creek At Offtake,-34.7061,146.4094,2
41000283,Mirrool Creek At East Mirrool Regulator,-34.334717,146.251783,2
41000281,Murrumbidgee River At Carrathool Bridge,-34.44597,145.419212,2
212018,Capertee River At Glen Davis,-33.121,150.2806,2
568296,Tbrg Thurns Road,-34.145047,150.645806,2
420112,Wingecarribee Dam Wall Leve And Wq,-34.539617,150.484435,2
421185,Summer Hill Creek At Icely Road,-33.303052,149.152775,2
421186,Ploughmans Creek At Downstream Molong Road,-33.256828,149.076455,2
421196,Outflow Downstream Of Suma Park Dam,-33.2702117,149.1442736,2
421051,Blackmans Swamp Creek Near Orange,-33.263797,149.129233,2
421184,Cudgegong River At Upstream Rylstone,-32.78508803,150.02272768,2
421192,Macquarie River Downstream Long Point,-33.015681,149.268093,2
410175,North Caira Main Canal At The Offtake,-34.5029,144.3033,2
410173,Caira Creek At Offtake,-34.5047,144.3055,2
410130,Murrumbidgee River At Downstream Balranald Weir,-34.665,143.4917,2
410110,Drainage Canal 500 At Outfall,-34.8787,145.5744,2
41010966,Murrumbidgee River At Redbank Weir - Storage Gauge,-34.3779,143.7827,2
41010941,Murrumbidgee River At Maude Weir - Storage Gauge,-34.4763,144.3047,2
410060,Nimming Pollen Creek At Offtake,-34.5029,144.3044,2
410041,Murrumbidgee River At Downstream Redbank Weir,-34.3798,143.7817,2
410040,Murrumbidgee River At Downstream Maude Weir,-34.4776,144.3009,2
410015,Yanco Creek At Morundah,-34.9452,146.2675,2
410014,Colombo Creek At Morundah,-34.9373,146.296,2
41000263,Narwie Offtake At North Redbank Channel,-34.45,143.68361111,2
41000256,North Redbank Channel At Athen,-34.44911881,143.68614853,2
41000255,North Redbank Channel At Glendee,-34.37668239,143.77121033,2
41010287,Nimming Pollen Creek At Storage Gauge,-34.5011,144.3045,2
412180,Cumbung Swamp At Toopuntal Channel,-34.30437404,144.07499058,2
421191,Macquarie River At Yarracoona,-33.157565,149.490342,2
412181,Cumbung Swamp At Sw Floodplain Levee At Wetspot,-34.29186628,143.95300865,2
412179,Lake Marool Outflow Channel,-34.25692382,144.03646123,2
412177,Cumbung Swamp At Lake Bunumburt Inflow,-34.23281104,143.93757497,2
412154,Cumbung Swamp At End Of System,-34.2780669,143.99710716,2
412150,Cumbung Swamp At The Braids,-34.24643658,143.99896292,2
41000244,Woolshed Creek Downstream Of Regulator,-34.56270865,143.66977425,2
412045,Lachlan River At Corrong,-34.2176,144.4638,2
41000240,Waugorah Creek Upstream Regulator,-34.35497497,143.85807572,2
412152,Cumbung Swamp East Of North/South Levee,-34.30092564,143.99355761,2
41000213,Yanco Creek At Downstream Tarabah Weir,-34.88593374,146.27710923,2
211008,Jigadee Creek At Avondale,-33.072,151.4702,2
210455,Hunter River At Mckimms Corner,-32.71939262,151.59319833,2
210452,Hunter River At Raymond Terrace,-32.75321421,151.74413025,2
421194,Talbragar River At Gulambula Bridge,-32.180833,148.738888,2
210448,Hexham Bridge,-32.8333,151.6833,2
210432,Hunter River At Green Rocks,-32.72759989,151.69227638,2
210410,Paterson River At Hinton Bridge (Walka Intake),-32.7142,151.6481,2
210409,Paterson River At Dunmore Bridge,-32.6804,151.606,2
210154,Wollombi Brook At Laguna,-32.985307507,151.129286141,2
210153,Congewai Creek At Millfield,-32.88916667,151.24773333,2
210152,Wollombi Brook At Wollombi,-32.93396944,151.13366667,2
210143,Allyn River At Flying Fox Lane,-32.5165844,151.584259,2
41000236,Talpee Creek Downstream Pee Vee Creek Junction,-34.52843465,143.73051402,2
421900,Macquarie River At Wollombi (Geurie),-32.4056,148.6994,2
421903,Cudgegong River At Rylstone,-32.80194444,149.96305556,2
210001,Hunter River At Singleton,-32.5601496,151.1708609,2
210010,Williams River At Glen Martin (Mill Dam Falls),-32.5586,151.8043,2
210028,Wollombi Brook At Bulga,-32.651214823,151.020716738,2
210079,Paterson River At Gostwyck,-32.5445,151.592,2
210089,Black Creek At Rothbury,-32.7161901,151.326247496,2
210128,Hunter River At Mason Dieu,-32.5310159,151.0489823,2
210129,Hunter River Upstream Singleton,-32.5680731,151.1587932,2
210134,Hunter River At Long Point,-32.563805,151.1377442,2
210135,Wollombi Brook At D/S Brickmans Bridge,-32.840317186,151.064688439,2
210064,Hunter River At Greta,-32.6606168,151.4028427,2
210004,Wollombi Brook At Warkworth,-32.569009275,151.028148363,2
409013,Wakool River At Stoney Crossing,-35.0376,143.5702,2
409014,Edward River At Moulamein,-35.0899,144.0331,2
409035,Edward River At Liewah,-34.9888,143.6228,2
409036,Merran Creek At Upstream Of Wakool River,-35.1074,143.5826,2
409044,Little Merran Creek At Franklings Bridge,-35.5214,144.0517,2
409061,Wakool River At Coonamit Bridge,-35.1356,143.6823,2
409062,Wakool River At Gee Gee Bridge (No.2),-35.329,143.9322,2
409098,Waddy Creek At Downstream Of Regulator.,-35.3912,143.764,2
409107,Saint Helena Creek At Downstream Regulator,-35.3777,143.9101,2
409111,Barber Creek At Sandy Bridge Road,-35.506684,144.07607,2
212021,Macdonald River At Howes Valley,-32.861096,150.8105886,2
41000212,Yanco Creek At Tarabah Weir - Storage Gauge,-34.88593374,146.27710923,2
409086,Niemur River At Mallan School,-35.1351,143.8001,2
421197,Summer Hill Creek At Third Crossing Bridge,-33.211944,149.13777,2
21019001,Hrsts Warkworth Coal Dam1N,-32.599418,151.091092,2
21019010,Hrsts Bulga 1 Surge Dam,-32.68099,151.135587,2
21019013,Hrsts Bulga 2 Northern Dam,-32.651275,151.12936389,2
21019991,Hrsts Wambo Coal,-32.583448,151.009357,2
21019998,Hrsts Mt Thorley Coal Dam9S,-32.654529,151.1012,2
15547,New Macdonald Downs,-22.6134,135.0359,4
15551,Huckitta,-22.8951,135.4592,4
15546,Ringwood,-23.8287,134.9556,4
15545,Harts Range Police,-22.9783,134.9173,4
15530,Elkedra,-21.1661,135.446,4
15543,Aileron,-22.6459,133.3457,4
15542,Anningie,-21.8481,133.1228,4
15537,Kurundi,-20.5003,134.662,4
15536,Maryvale,-24.6685,134.0721,4
15535,Coniston,-22.0498,132.495,4
15531,Hermannsburg,-23.945,132.7749,4
15147,Walhallow,-17.7838,135.6635,4
15525,Barrow Creek,-21.5317,133.8901,4
15501,Yambah,-23.1274,133.836,4
15524,Idracowra,-24.9949,133.7876,4
15523,Glen Helen,-23.4062,132.2437,4
15519,Palmer Valley,-24.7495,133.2317,4
15552,Henbury,-24.5521,133.252,4
15515,Amburla,-23.3432,133.1721,4
15511,Curtin Springs,-25.3139,131.7571,4
15510,Mount Cavenagh,-25.9551,133.211,4
15508,Allambi,-24.2691,134.4028,4
15507,Pine Hill,-22.3854,133.0522,4
15503,Mount Riddock,-23.0364,134.6801,4
15502,Ali Curung,-21.0025,134.4029,4
15528,Yuendumu,-22.2565,131.8011,4
15518,Napperby,-22.5096,132.7525,4
15562,Orange Creek,-24.3612,133.4315,4
15554,Vaughan Springs,-22.2984,130.85,4
15607,Mount Denison,-22.131,132.0813,4
15608,Murray Downs,-21.0435,134.6753,4
15605,Lilla Creek,-25.5607,134.0713,4
15139,Warramunga,-19.9331,134.355,4
15603,Kulgera,-25.8428,133.3027,4
15601,The Derwent,-23.1728,132.1498,4
15600,New Crown,-25.6771,134.833,4
15596,Bushy Park,-22.9028,134.05,4
15595,Andado,-25.4108,135.2906,4
15593,Alcoota,-22.8211,134.4508,4
15588,Ambalindum,-23.3845,134.6841,4
15585,Ammaroo,-21.7507,135.2382,4
15577,Delmore Downs,-22.4515,134.8189,4
15575,Claraville,-23.3734,134.7499,4
15574,Erldunda,-25.2219,133.1955,4
15572,Stirling,-21.7325,133.7633,4
15569,Willowra,-21.2759,132.623,4
15567,Central Mount Wedge,-22.7415,132.1554,4
15564,Owen Springs,-23.8754,133.4704,4
15561,Mount Liebig,-23.2674,131.2733,4
15557,Tempe Downs,-24.3996,132.4525,4
15553,Hamilton Downs,-23.5092,133.2677,4
14978,Middle Point Satellite Earth Station,-12.5937,131.3055,4
15131,Elliott,-17.5552,133.5439,4
14971,Katherine Police Station,-14.4721,132.2849,4
14961,Manbulloo,-14.5543,132.2241,4
14959,Florina,-14.4524,131.686,4
14956,Bonalbo,-13.9491,131.319,4
14951,Margaret Downs,-15.4219,132.2722,4
14940,Dorisvale,-14.4995,131.3468,4
523775,Scott Creek,-14.8646,131.8443,4
14925,Tipperary,-13.7352,131.0437,4
14921,Willeroo,-15.287,131.5817,4
15610,Indiana,-23.3292,135.44,4
14917,Jindare,-14.0155,131.6105,4
14913,Elizabeth Downs,-13.7439,130.4933,4
14910,Katherine Research Farm,-14.4747,132.3051,4
14974,Mathison,-15.1542,131.6982,4
14975,Danger Point Road,-11.3564,132.3524,4
14976,Wilton River,-14.1389,134.4602,4
15123,Brunchilly,-18.8691,134.4986,4
15114,Phillip Creek,-19.2738,134.1235,4
15103,Ucharonidge,-17.6744,134.251,4
15086,Newcastle Waters,-17.3785,133.4103,4
15085,Brunette Downs,-18.637,135.945,4
15082,Renner Springs,-18.3177,133.7947,4
15081,Anthony Lagoon,-17.9777,135.5322,4
15067,Banka Banka,-18.792,134.0297,4
15041,Eva Downs,-18.0018,134.8618,4
15027,Rockhampton Downs,-18.9488,135.1935,4
15015,Helen Springs,-18.4337,133.8775,4
15006,Sturt Plain,-17.0657,133.4119,4
15002,Wiso Bore,-19.4157,133.5541,4
15000,Rocky,-19.3624,135.3009,4
14987,Delamere Weapons Range Control,-15.7674,131.82,4
14980,Keep River Np,-15.7956,129.1032,4
14979,Katherinebray Rd,-14.4904,132.1732,4
15611,Newhaven,-22.7231,131.169,4
16036,Woomera,-31.4831,137.4805,4
15616,Ross River,-23.5943,134.4887,4
17007,Oodnadatta,-27.6286,135.5879,4
17004,Anna Creek,-28.8921,136.1688,4
16107,Evelyn Downs,-28.2035,134.4852,4
16104,Great Victoria Desert,-29.029,133.2874,4
16103,Great Victoria Desert,-28.6407,132.1918,4
16102,Great Victoria Desert,-28.5253,131.5729,4
16101,Great Victoria Desert,-29.3468,131.8512,4
16100,Lambina,-26.908,134.0547,4
16099,Pipalyatjara,-26.1618,129.1656,4
16094,Copper Hills Station,-27.9555,134.3157,4
16093,Arckaringa Station,-27.9375,134.739,4
16084,Glendambo,-30.9693,135.7508,4
16083,Hamilton Station,-26.7134,135.0782,4
16067,Mount Ive,-32.4398,136.0671,4
16062,Wirraminna Homestead,-31.1994,135.2293,4
16056,Yudnapinna,-32.1232,137.1505,4
16048,The Twins Station,-29.9964,135.3911,4
17010,Gammon Ranges,-30.5328,139.3029,4
17012,Beltana Station,-30.8246,138.3822,4
17016,Clifton Hills,-27.0181,138.8949,4
17097,Blinman,-31.0887,138.7414,4
14907,Litchfield,-13.4279,130.4939,4
17089,Kalamurina,-27.7205,138.2548,4
17076,Marree,-29.2781,138.3823,4
17067,Mungeranie,-28.0183,138.6637,4
17058,Marree,-29.0174,138.4608,4
17056,Gammon Ranges,-30.4132,139.4198,4
17055,Marree,-30.0213,138.0424,4
17054,Blinman,-31.1278,138.9618,4
17052,Wertaloona,-30.6383,139.3445,4
17045,Pandie Pandie,-26.1282,139.3894,4
16046,Thurlga,-32.4395,135.773,4
17039,Marree,-29.5897,139.0508,4
17038,Marree,-29.7331,138.2329,4
17037,Muloorina Station,-29.239,137.9058,4
17036,Mungeranie,-28.3525,138.6534,4
17032,Blinman,-30.9904,138.5787,4
17031,Marree,-29.6451,138.0639,4
17030,Macumba,-27.2533,135.6492,4
17028,Innamincka Station,-27.724,140.7633,4
17026,Moomba,-28.3725,139.9727,4
17024,Marree,-30.066,138.2739,4
17022,Moomba,-28.1696,139.6105,4
17020,Mungeranie,-27.7025,138.3358,4
17019,Cordillo Downs,-26.7061,140.6261,4
17017,Commodore,-31.2531,138.3892,4
17041,Blinman,-30.9372,138.8919,4
15612,Papunya,-23.2044,131.9156,4
16043,Woomera,-31.6338,137.6218,4
16035,Roxby Downs,-30.4027,136.392,4
15661,Mount Skinner,-22.2109,134.1182,4
15660,Uluru Rangers,-25.3602,131.0196,4
15658,Tilmouth Well,-22.8094,132.5995,4
15657,Epenarra,-20.4445,135.2627,4
15656,Todd River Downs,-24.2578,135.2707,4
15654,Mereenie,-23.9954,131.553,4
15653,Gemtree Park,-22.9688,134.2415,4
15652,Watarrka,-24.2918,131.549,4
15650,Narwietooma,-23.2309,132.626,4
15645,Deep Well,-24.2992,134.1439,4
15644,Lyndavale,-25.5745,132.3357,4
15642,Wallace Rock Hole,-24.1267,133.0848,4
15641,The Granites,-20.5433,130.3173,4
15640,Mulga Park,-25.9053,131.6712,4
15639,Mount Ebenezer,-25.1784,132.6764,4
15638,Glen Helen Lodge,-23.6853,132.6722,4
15637,Erldunda Roadhouse,-25.1975,133.1995,4
15633,Palm Valley,-24.0637,132.7448,4
15631,Bond Springs Homestead,-23.5406,133.9211,4
15628,Alice Springs Golf Club,-23.7164,133.8819,4
15626,Woodgreen,-22.3959,134.2333,4
15624,Victory Downs,-25.9891,132.9748,4
15619,Todd River,-23.8398,134.5089,4
15664,Walungurru Airport,-23.2656,129.3844,4
15667,Ormiston Gorge,-23.6339,132.73,4
15668,Ormiston Knoll,-23.6521,132.7323,4
16034,Hiltaba,-32.1572,135.0722,4
16033,Woomera,-31.6611,137.0382,4
16028,Millers Creek,-30.0047,136.0445,4
16027,Coober Pedy,-29.8409,134.9035,4
16025,Woomera,-31.7293,136.4448,4
16022,Kondoolka,-31.9955,134.8827,4
16021,Kokatha,-31.2609,135.2374,4
16016,Kingoonya,-30.8453,135.3101,4
16009,Coondambo,-31.0623,135.8659,4
16008,Amata Airstrip,-26.1035,131.2064,4
16005,Port Augusta,-32.3983,137.2269,4
16003,Bulgunnia,-30.1658,134.8928,4
16000,Woomera,-31.0229,137.0494,4
15680,Alice Springs Telegraph Station,-23.6719,133.8872,4
15679,Alice Springs Desert Park,-23.7047,133.8383,4
15678,Docker River Airstrip,-24.8587,129.1193,4
15677,East Dam,-23.9468,133.0904,4
15673,Trephina Gorge,-23.5312,134.3743,4
15672,Dead Bullock Soak,-20.5337,129.9363,4
15671,Jindaleemt Everard,-23.5231,133.6792,4
15670,Old Andado,-25.3792,135.4286,4
15669,Neutral Junction,-21.5142,133.9933,4
14148,Camp Creek,-13.142,130.9314,4
14147,Pioneer Creek,-12.723,130.8891,4
14145,Lambell'S Lagoon,-12.5777,131.2535,4
14143,Awillaway Fly Creek,-12.8,131.049,4
14140,Ds03,-12.5622,131.2668,4
14139,Ds04,-12.557,131.2837,4
14137,Ds08,-12.5787,131.3095,4
14136,Ds10,-12.584,131.2655,4
14131,Ds11,-12.5854,131.2895,4
14128,Ds12,-12.5917,131.3227,4
14126,Ds14,-12.5983,131.2529,4
14125,Ds15,-12.5976,131.2767,4
14119,Ds16,-12.5982,131.3048,4
14117,Ds17,-12.6026,131.3213,4
14114,Ds18,-12.6086,131.2352,4
14111,Ds20,-12.605,131.2988,4
14107,Ds19,-12.6094,131.2651,4
14101,Ds21,-12.6187,131.2505,4
