Site,Site name,Lat,Lon,Rank
6059,Yaringa Station,-25.9436,114.3222,1
6066,Winning,-23.1567,114.5403,1
6068,Wahroonga,-25.4906,114.3981,1
6069,Mount Narryer,-26.5903,115.9267,1
6072,Emu Creek Station,-23.0314,115.0414,1
6084,Warroora,-23.4836,113.7926,1
6099,Murchison,-26.8956,115.9567,1
6053,Winderie,-25.3021,115.1164,1
7208,Mount Augustus Airstrip,-24.3075,116.9094,1
7055,Mount Gould,-25.8058,117.3905,1
7059,Mount Vernon,-24.2297,118.2408,1
7149,Meekatharra,-26.5942,118.4883,1
7152,Kumarina,-24.75,119.6056,1
7153,Prairie Downs,-23.5531,119.1478,1
7154,Wynyangoo,-27.9369,118.1889,1
7156,Tardie Station,-27.9578,116.3383,1
7159,Yarraquin,-27.5481,118.2182,1
7160,Paroo,-26.2628,119.7639,1
7161,Errabiddy,-25.4628,117.1364,1
7162,Mount Seabrook,-25.5986,117.7325,1
7139,Paynes Find,-29.2708,117.6836,1
7165,Mingah Springs,-24.9483,118.7147,1
7177,Mininer,-23.6042,117.6892,1
7179,Tangadee,-24.4114,118.9408,1
7180,Marymia,-25.0386,120.0064,1
7181,Weelarrana,-22.9789,120.01,1
7185,Paraburdoo Aero,-23.1726,117.7493,1
7190,Maranalgo,-29.3892,117.8297,1
7193,Glen Station,-27.0497,117.65,1
7195,Byro,-26.0794,116.1539,1
7197,Challa,-28.2813,118.3106,1
7176,Newman Aero,-23.4213,119.8023,1
7058,Mount Phillip,-24.4,116.3078,1
7135,Murrum Station,-28.2747,117.3919,1
7130,Milly Milly,-26.0747,116.6942,1
7064,Murgoo,-27.3636,116.4261,1
7068,Ninghan Station,-29.425,117.2906,1
7072,Pullagaroo,-29.1886,117.9222,1
7079,Sylvania,-23.5867,120.0517,1
7080,Three Rivers,-25.1256,119.1514,1
7081,Thundelarra,-28.8928,117.1333,1
7082,Tuckanarra,-27.1192,118.0842,1
7083,Turee Creek,-23.6239,118.6561,1
7089,Wooleen,-27.0878,116.1606,1
7132,Mount Clere,-25.0964,117.5922,1
7091,Yalgoo,-28.3386,116.6825,1
7096,Yuin,-27.9808,116.0347,1
7100,Mount Padbury,-25.6933,118.0803,1
7101,Munarra,-26.2822,118.6933,1
7103,Neds Creek,-25.48,119.6492,1
7104,Pingandy,-23.9958,117.5225,1
7105,Woodlands,-24.8083,118.1105,1
7119,Ashburton Downs,-23.3856,117.0322,1
7124,Dalgety Downs,-25.2806,116.2083,1
7129,Melangata,-27.8036,116.8857,1
7094,Yinnetharra,-24.651,116.165,1
9112,Bindoon,-31.3928,116.0875,1
9113,Roleystone,-32.1133,116.0819,1
9127,Mosman Park,-32.0203,115.7692,1
9984,Vasse Hwy Cb3,-33.7033,115.4002,1
9987,Paynedale Alert,-33.6416,115.7033,1
9988,Happy Valley,-33.6808,115.6242,1
9989,Thomson Brook,-33.6458,115.9553,1
9990,Boyanup North,-33.4777,115.7391,1
9991,Donnybrook East,-33.5711,115.8383,1
9992,Capel North,-33.5435,115.5509,1
9994,Collie East,-33.3608,116.1717,1
9997,Ravenscliffe Alert,-33.7647,115.8431,1
9983,Styles Tower,-33.9123,115.8999,1
9998,North Walpole,-34.9469,116.7222,1
10000,Amery Acres,-31.1683,117.0736,1
10004,Beacon,-30.4492,117.865,1
10006,Belka,-31.7269,118.1103,1
10007,Bencubbin,-30.8081,117.8603,1
10009,Bolgart,-31.2744,116.5092,1
10011,Bonnie Rock,-30.4722,118.3819,1
10016,Bruce Rock,-31.8775,118.15,1
10019,Burracoppin,-31.3958,118.4808,1
10021,North Beacon,-30.2008,117.9389,1
9999,Albany Airport,-34.9411,117.8158,1
10026,Goodlands,-30.0606,117.1417,1
9982,Henty Brook,-33.3889,115.8507,1
9978,Jindong,-33.7563,115.2096,1
9851,Manypeaks,-34.9008,118.2019,1
9852,Cheyne Beach,-34.8883,118.3958,1
9865,Warra Jarra,-34.3997,118.8867,1
9868,Munglinup,-33.7078,120.8653,1
9870,Cape Le Grand Nat Park,-33.9161,122.2083,1
9871,Windy Harbour,-34.8373,116.026,1
9877,Ludlow,-33.6033,115.4983,1
9912,Ferguson Valley,-33.445,115.8508,1
9922,West Lort River,-33.6492,121.1972,1
9980,Karri Valley Resort,-34.4211,115.8519,1
9923,Worsley Downs,-33.3156,115.9861,1
9954,Merivale Farm,-33.8097,122.0844,1
9961,Hopetoun North,-33.9306,120.1283,1
9964,Rocky Gully,-34.5714,117.0106,1
9965,Bunbury,-33.3567,115.6447,1
9967,Narrikup West,-34.7772,117.6508,1
9968,Shannon,-34.5683,116.3367,1
9971,Acton Park,-33.7845,115.4072,1
9976,Pinjarra South,-32.6453,115.8644,1
9977,Mandurah,-32.5219,115.7119,1
9930,Tamaru,-34.8802,118.0509,1
9848,Windrush,-34.7711,118.1172,1
10031,Yorkrakine Tbrg,-31.3742,117.5861,1
10037,Cuttening,-31.7264,117.7644,1
10126,Trayning,-31.1153,117.7942,1
10129,Mount Noddy,-31.5866,116.8862,1
10132,Mount Hardey,-31.9209,116.8151,1
10134,Wattening,-31.3119,116.515,1
10135,Wialki,-30.4869,118.1258,1
10136,Wialki South,-30.5892,118.1489,1
10140,Wyalkatchem,-31.1806,117.3797,1
10141,Xantippe,-30.2897,117.0108,1
10143,Ygnattering,-31.415,117.2664,1
10125,Toodyay,-31.5517,116.4703,1
10145,Yorkrakine,-31.3756,117.5853,1
10151,Hines Hill,-31.5317,118.0986,1
10155,Cadoux,-30.7686,117.1361,1
10156,Calingiri,-31.0906,116.4522,1
10158,Beria,-30.4072,118.2797,1
10192,Jourerdine,-30.5539,118.2828,1
10195,Karara,-29.2392,116.7122,1
10230,Waeel,-31.6155,117.0618,1
10245,Berring,-31.3042,116.9019,1
10257,Spring Valley,-31.5094,117.7681,1
10149,Codg Codgen,-31.3361,117.8164,1
10032,Cowcowing,-30.9964,117.3953,1
10124,Nangeenan,-31.5178,118.1694,1
10112,Nungarin,-31.1842,118.1006,1
10040,Doodlakine,-31.6089,117.8775,1
10041,Doongin Peak,-31.6192,117.4372,1
10042,Dowerin,-31.1936,117.0311,1
10043,Caljie,-31.7661,116.9167,1
10044,Bungulla,-31.6231,117.5431,1
10045,Ejanding,-31.0114,117.1336,1
10058,Goomalling,-31.2994,116.8269,1
10061,Happy Valley,-31.1417,116.9558,1
10064,Bolgart Bin,-31.2747,116.5075,1
10121,Tammin,-31.6431,117.4872,1
10070,Kalannie,-30.3686,117.1133,1
10076,Konnongorring,-31.0597,116.7319,1
10077,Koorda,-30.825,117.4825,1
10082,Kununoppin,-31.1125,117.9186,1
10089,Long Forest,-31.3489,116.65,1
10091,Meckering,-31.6322,117.0081,1
10092,Merredin,-31.4756,118.2789,1
10102,Mukinbudin,-30.9153,118.2105,1
10104,Nanyanine,-31.4025,117.7239,1
10111,Northam,-31.6508,116.6586,1
10073,Kellerberrin,-31.6183,117.7217,1
9842,Jarrahwood,-33.7964,115.6658,1
9831,King River,-34.9173,117.8862,1
9815,The Duke,-33.8819,122.5661,1
9271,Bungendore,-32.1886,116.0564,1
9274,Minston Park,-31.2614,116.126,1
9275,Muchea,-31.5869,115.9694,1
9276,Nambung Station,-30.5744,115.2231,1
9277,Lake Chittering,-31.4319,116.0856,1
9278,Yoongarillup Tbrg,-33.7394,115.47,1
9279,Canterbury,-31.0008,116.2314,1
9500,Albany,-35.0289,117.8808,1
9504,Boyup Brook,-33.8325,116.3894,1
9270,Mooliabeenee Tbrg,-31.3297,116.0813,1
9505,Balingup,-33.7864,115.9817,1
9510,Bridgetown Comparison,-33.9575,116.1375,1
9513,Brunswick Junction,-33.2136,115.85,1
9515,Busselton Shire,-33.6611,115.3456,1
9518,Cape Leeuwin,-34.3728,115.1358,1
9519,Cape Naturaliste,-33.5372,115.0189,1
9527,Dardanup East,-33.3969,115.7833,1
9531,Denmark,-34.9617,117.3567,1
9532,Denmark Agric. School,-34.9528,117.3733,1
9534,Donnybrook,-33.5719,115.8247,1
9507,Bannister,-32.6836,116.5194,1
9538,Dwellingup,-32.7103,116.0594,1
9269,Bindoon Army Gate,-31.3397,116.26,1
9264,Tamala Park (Mindarie),-31.7078,115.7244,1
9131,Jurien Bay,-30.3081,115.0311,1
9147,Mooliabeenee,-31.3292,116.0811,1
9169,Cervantes,-30.5006,115.0664,1
9172,Jandakot Aero,-32.1011,115.8794,1
9178,Gingin Aero,-31.4628,115.8642,1
9182,Maida Vale,-31.9672,116.0231,1
9193,Rottnest Island,-32.0069,115.5022,1
9199,Leeman,-29.9486,114.9781,1
9202,Mount Helena,-31.8344,116.2197,1
9268,Julimar Forest,-31.4566,116.3701,1
9215,Swanbourne,-31.956,115.7619,1
9240,Bickley,-32.0072,116.1369,1
9243,Woodridge Estate,-31.335,115.5722,1
9248,Moondah Brook,-31.332,115.9513,1
9252,Noble Falls,-31.7683,116.2475,1
9253,Hopelands,-32.3914,115.8489,1
9256,Garden Island Hsf,-32.2433,115.6839,1
9258,Anketell,-32.2156,115.8758,1
9260,Mount Solus,-32.4697,116.2143,1
9263,Whiteman Park,-31.8372,115.9502,1
9225,Perth Metro,-31.9192,115.8728,1
9542,Esperance Aero,-33.6825,121.8275,1
9547,Forest Grove,-34.0744,115.0808,1
9552,Greenbushes,-33.8564,116.055,1
9633,Tamar,-34.8643,118.1121,1
9635,Frankland,-34.3633,117.0836,1
9636,Cowaramup,-33.8358,115.0747,1
9642,Wokalup,-33.1328,115.8794,1
9654,Bremer Bay,-34.3989,119.378,1
9661,Rocky Gully Town,-34.5097,117.0117,1
9678,Redmond,-34.8788,117.6726,1
9692,Bidellia,-34.2267,115.7597,1
9739,Telina Downs,-33.6789,122.3311,1
9631,Esperance Downs Research Stn,-33.6031,121.7828,1
9744,Paynedale,-33.6469,115.7031,1
9752,Denbarker,-34.7451,117.3403,1
9754,Mettler,-34.5961,118.5519,1
9769,Culford,-32.5708,116.4354,1
9772,Erinair,-33.7608,121.2156,1
9776,Aston Downs Alert,-33.7931,115.3189,1
9789,Esperance,-33.83,121.8925,1
9803,Chapman Hill,-33.7831,115.3447,1
9804,Adina,-33.8811,122.2167,1
9813,Mount Howick,-33.7294,122.7552,1
9745,Gordon River,-34.2492,117.2444,1
9628,Collie,-33.3603,116.1473,1
9626,Pleasant Valley,-33.7106,121.5619,1
9621,Woodburn,-34.6997,117.9556,1
9557,Hopetoun,-33.9327,120.0944,1
9561,Kendenup,-34.4858,117.6289,1
9573,Manjimup,-34.2508,116.145,1
9574,Margaret River,-33.9583,115.0636,1
9575,Marradong,-32.8556,116.45,1
9581,Mount Barker,-34.625,117.6361,1
9585,Nannup,-33.9797,115.7656,1
9587,Newbicup,-33.9967,116.4253,1
9590,Northcliffe,-34.6336,116.1236,1
9592,Pemberton,-34.4478,116.0433,1
9594,Peppermint Grove,-34.435,119.3628,1
9599,Barrett Meadows,-34.98,117.6322,1
9600,Rosa Brook,-33.9628,115.1828,1
9603,Busselton Aero,-33.6818,115.4026,1
9607,White Gums,-34.5472,117.9363,1
9611,Walpole,-34.9761,116.7328,1
9613,Warner Glen,-34.1436,115.2261,1
9614,Waroona,-32.8564,115.8925,1
9616,Westbourne,-34.0911,116.6628,1
9617,Bridgetown,-33.9486,116.1311,1
9619,Wilgarrup,-34.1519,116.2042,1
6023,Gnaraloo,-23.8222,113.5256,1
10260,Bimbijy,-29.6981,118.0397,1
6021,Eudamullah,-24.4508,115.6072,1
6017,Dairy Creek,-25.2786,115.8633,1
586122,Maribyrnong River @ Keilor,-37.7293,144.8338,1
2069,Kachana,-16.4433,127.7836,1
586124,Lang Lang River @ Lang Lang (Head Road),-38.2433,145.6292,1
586146,Wallan,-37.4167,145.0,1
586148,Darebin Creek @ Epping,-37.65,145.0333,1
586149,Plenty River @ Mernda,-37.6028,145.1038,1
586151,Diamond Creek @ Hurstbridge,-37.6333,145.2,1
586153,Yarra River @ Burnley,-37.8333,145.0,1
586159,Eley Rd East Drain @ Eley Road Retarding Basin,-37.85,145.1333,1
586114,Eumemmerring Creek @ Lyndhurst,-38.0344,145.2197,1
586162,Gardiners Creek @ Kinkora Rd Retarding Basin,-37.8167,145.15,1
586167,Merlynston Creek @ Fawkner Cemetery,-37.7,144.9667,1
586171,Plenty River At Lower Plenty,-37.731,145.105,1
586172,Darebin Ck @ Bundoora,-37.7,145.05,1
586175,Yarra River @ Banksia Street,-37.7617,145.0767,1
586178,Deep Creek @ Darraweit Guim,-37.4167,144.9,1
586179,Dandenong Creek @ Heathmont (Wantirna Rd),-37.8414,145.2272,1
586181,Elsternwick Main Drain @ Elsternwick,-37.895,145.0017,1
586182,Gtv9 Tower,-37.83,145.3522,1
586183,Mt St Leonard Mw,-37.5686,145.5239,1
586166,St Kilda Marina,-37.8742,144.975,1
586184,Monbulk,-37.8564,145.4128,1
586112,Arthurs Seat State Park,-38.3586,144.9444,1
586097,Gumscrub Creek @ Officer (Princes Hwy),-38.0656,145.4214,1
586037,Doncaster (Zerbes Reserve),-37.7667,145.1833,1
586039,Yarra River @ Chandler Highway,-37.7883,145.025,1
586044,Yarra River @ Yarra Grange,-37.6683,145.4767,1
586047,Arthurs Creek,-37.5833,145.2033,1
586052,Gardiners Creek @ Gardiner,-37.8552,145.0557,1
586053,Christmas Hills,-37.6833,145.3,1
586062,Watsons Creek @ Kangaroo Ground South,-37.7,145.2667,1
586071,Bunyip River @ Iona,-38.1333,145.6833,1
586075,Donna Buang,-37.7067,145.6817,1
586098,Skye Road Retarding Basin @ Frankston North,-38.1358,145.1481,1
586080,Merri Creek @ St George Road,-37.78,144.9883,1
586084,Dandenong Creek @ Rowville (Police Rd R.B.),-37.9389,145.2181,1
586085,Blind Creek @ Knox (Retarding Basin),-37.8676,145.2418,1
586086,Dandenong Ck @ Liverpool Rd Retarding Basin,-37.8469,145.3133,1
586088,Mile Creek @ Springvale West,-37.9401,145.1512,1
586090,Cardinia Creek @ Officer (Drop Structure),-38.0931,145.3822,1
586091,Pakenham Upper (Sheltons Road),-38.0003,145.4817,1
586093,Cardinia Ck @ Cardinia,-38.1206,145.4006,1
586095,Bungalook Creek @ Montrose (Fussel Rd R.B),-37.8269,145.3297,1
586096,Hallam Contour Drain @ Hampton Park,-38.0217,145.2536,1
586081,Bunyip River @ Tonimbuk,-38.025,145.7583,1
586036,Hampton (Bowling Club),-37.9391,145.0133,1
586186,Warburton,-37.7764,145.7236,1
586190,Clayton South Drain @ Clayton Retarding Basin,-37.9364,145.1122,1
587001,Kororoit Creek @ Deer Park,-37.7667,144.7667,1
587004,Sunshine North,-37.7667,144.8167,1
587006,Jacksons Ck @ Rosslyne Res (Hg),-37.4833,144.5667,1
587014,Bulla,-37.6333,144.8,1
587015,Maribyrnong River @ Maribyrnong,-37.7667,144.9,1
587016,Lancefield (Ashworths Hill Winery),-37.2667,144.7,1
587019,Toolern Vale,-37.5775,144.5717,1
587022,Lerderderg River @ U/S Goodman Creek,-37.6325,144.4253,1
587035,Lara (Flinders Ave),-38.0185,144.403,1
587000,Kororoit Creek @ Rockbank,-37.7167,144.6833,1
587036,Mount Hope,-37.4939,144.1953,1
587038,Wooloomanata,-37.935,144.3692,1
587040,Granite Road,-37.8689,144.3025,1
587041,Fiskville,-37.6808,144.2189,1
587042,Parwan Ck @ Parwan,-37.725,144.4142,1
587043,Toolern Ck At Melton South,-37.7294,144.5778,1
587044,Mount Bullengarook,-37.5131,144.4939,1
587047,Altona,-37.8722,144.7886,1
587049,Skeleton Creek @ Hoppers Crossing,-37.8531,144.7114,1
587051,St Albans,-37.731,144.7849,1
587037,Blue Mountain,-37.4333,144.2856,1
586187,South Road Rb,-37.9806,145.0847,1
586375,Cranbourne (Mw),-38.1303,145.2658,1
586258,Monbulk Ck @ D/S Mcnicol Rd,-37.9231,145.335,1
586192,Gardiners Creek @ Ashwood,-37.8689,145.0983,1
586193,Kew Reservoir,-37.8122,145.0522,1
586196,Burnt Bridge Tennis Club,-37.7978,145.2525,1
586197,Mount View Reservoir,-37.8919,145.1725,1
586198,Bunyip River @ Koo Wee Rup,-38.1986,145.4751,1
586199,Berwick,-38.0117,145.3586,1
586200,Moonee Ponds Creek @ Jacana Retarding Basin,-37.7164,144.9019,1
586202,Olinda Creek @ Mount Evelyn,-37.7975,145.3747,1
586205,Kinglake Mw,-37.5244,145.3172,1
586259,Surrey Hills Repeater,-37.8265,145.1074,1
586207,Dandedong Creek @ Keysborough (Greens Road),-38.0136,145.1892,1
586212,Plenty River @ Greensborough,-37.6878,145.1011,1
586214,Darebin Creek @ Ivanhoe (Bell St),-37.7503,145.0322,1
586217,Oakleigh South Rg,-37.9242,145.0806,1
586219,Upper Lang Lang Rg,-38.3661,145.8175,1
586220,Brushy Creek @ Mooroolbark,-37.7836,145.305,1
586221,Olinda Creek @ Lilydale Lake,-37.7619,145.3517,1
586222,Beenak,-37.8906,145.6,1
586223,Sandringham Rg,-37.9636,145.0342,1
586257,Eumemmering Ck @ D/S Hallam Belgrave Rd,-37.9739,145.3089,1
586211,Merri Creek @ Craigeburn,-37.5753,144.9639,1
587053,Footscray (Bowling Club),-37.7944,144.895,1
586030,Merri Ck @ Cooper Street Somerton,-37.6483,144.9733,1
586021,Poley Range,-37.6333,145.7667,1
582000,Broken R D/S Back Ck Junction,-36.8454,146.0107,1
582001,Holland Ck At Kelfeera,-36.6119,146.0586,1
582002,Fifteen Mile Ck At Greta South,-36.6197,146.244,1
582009,Cudgewa Ck @ Berringama,-36.2116,147.6783,1
582012,Kiewa River @ Mongans Bridge,-36.5953,147.1006,1
582014,Ovens River At Rocky Point,-36.5353,146.6672,1
582015,Murray River @ Biggara,-36.32,148.0517,1
582016,Gibbo River @ Gibbo Park,-36.7578,147.7081,1
582018,Snowy Creek At Granite Flat,-36.5706,147.4119,1
581038,Bung Bong,-37.1092,143.5519,1
582020,Yackandandah Ck @ Osbornes Flat,-36.3067,146.9033,1
582023,Broken River At Broken Weir,-36.6181,145.9822,1
582030,Ryans Ck At Loombah Reservoir Hg,-36.7228,146.2181,1
582032,Tatong (Fld),-36.6883,146.1003,1
582035,Mount Wombat,-36.8508,145.6719,1
582037,Booroola,-36.9417,145.2915,1
583000,Rose River At  Matong North,-36.8273,146.5834,1
583003,Buckland River At Harris Lane,-36.7228,146.8803,1
583004,Big River At Joker Creek,-36.9344,147.4711,1
583005,Mitta Mitta River @ Hinnomunjie,-36.9475,147.6044,1
582022,Tallangatta Ck @ Mccallums,-36.2083,147.33,1
583006,Broken River At D/S Bridge Crk,-36.9775,146.1058,1
581035,Mt Brenanah Fire Tower,-36.5309,143.6935,1
581031,Goorambat Neale St,-36.4073,145.9194,1
579026,Mcneils Bridge,-36.8282,141.934,1
579027,Fire Dam 159,-36.763,141.967,1
579030,St Arnaud (Howitt St),-36.6216,143.2622,1
580010,Campaspe River @ Rochester Syphon (202c),-36.3333,144.6992,1
580017,Broken Creek At Katamatite,-36.0986,145.685,1
580022,Katamatite East,-36.0312,145.7601,1
581001,Goulburn River @ Murchison,-36.6167,145.2167,1
581005,Loddon River @ Laanecoorie Res Hg,-36.8333,143.9,1
581006,Broken River At Benalla,-36.555,145.9783,1
581032,Dookie Water Storage,-36.2999,145.5958,1
581008,Campaspe River @ Campaspe Weir Hg,-36.4381,144.6575,1
581010,Pranjip Ck @ Moorilim,-36.6167,145.3,1
581011,Castle Ck @ Arcadia,-36.5917,145.3417,1
581012,Bet Bet Ck @ Bet Bet,-36.9239,143.7453,1
581015,Broken River @ Orrvale,-36.4333,145.445,1
581017,Mount Pleasant Ck @ Runnymede,-36.5464,144.6369,1
581018,Axe Creek @ Strathfieldsaye,-36.8128,144.3906,1
581019,Broken River @ Gowangardie Weir,-36.435,145.6967,1
581023,Boosey Creek At Tungamah,-36.1205,145.8262,1
581029,Bet Bet Creek At Lillicur,-37.1878,143.5228,1
581009,Goulburn River At Goulburn Weir Ds,-36.7127,145.1734,1
586024,Watts River @ Maroondah Reservoir (Hg),-37.65,145.5667,1
583007,Buffalo River At Lake Buffalo D/S,-36.7167,146.6667,1
583017,Morass Creek @ Uplands,-36.8661,147.7036,1
585025,Avon River At Stratford,-37.9686,147.0766,1
585029,Tanjil River @ Tanjil South,-38.0958,146.2406,1
585032,Macalister River @ Stringybark Creek,-37.7708,146.6669,1
585033,Wonnangatta River @ Crooked River,-37.4075,147.0875,1
585034,Freestone Creek At Briagolong,-37.8131,147.0933,1
585036,Latrobe River @ Noojee,-37.9081,146.0211,1
585037,Blanket Hill,-37.8399,146.6877,1
585043,Tarago River @ Drouin West,-38.0881,145.83,1
585044,Tarago Reservoir,-38.0192,145.9389,1
585022,Thomson River @ U/S Cowwar Weir,-37.9764,146.6239,1
5051,Exmouth Town,-21.9303,114.126,1
585047,Merriman Ck @ Stradbroke West,-38.2678,146.8647,1
585079,Narracan Ck At Thorpdale,-38.2681,146.1833,1
585141,Traralgon South Township,-38.2947,146.5422,1
585186,Mount Tassie,-38.3982,146.5612,1
585237,Macalister River @ Lake Glenmaggie Hg,-37.9046,146.8,1
585247,Moe River At Darnum,-38.2078,146.0006,1
586010,Doncaster (Eastern Golf Club),-37.7833,145.1167,1
586012,Coburg (Merri Ck),-37.745,144.98,1
586013,Mount Gregory,-37.7,146.1333,1
585045,Bunyip River @ Longwarry Nth,-38.0781,145.7531,1
583016,Victoria River @ Victoria Falls,-37.0881,147.4578,1
585021,Glenmaggie Ck @ The Gorge,-37.9158,146.6553,1
585014,Traralgon Ck At Traralgon South,-38.2533,146.5433,1
583148,Ovens River At Bright,-36.7275,146.9514,1
1010,Theda,-14.7885,126.4963,1
583150,Buffalo River @ Lake Buffalo Hg,-36.7167,146.6667,1
583151,Goulburn River @ Dohertys,-37.35,146.1333,1
584005,Dargo River @ Lower Dargo Road,-37.4964,147.2678,1
584006,Tambo River @ Swifts Creek,-37.2667,147.725,1
584007,Genoa River At The Gorge,-37.4181,149.5197,1
584009,Tambo River @ Bindi,-37.1581,147.7748,1
584017,Tambo River @ U/S Smiths Creek,-36.9567,147.925,1
585017,Morwell River At Boolarra,-38.4081,146.3031,1
584020,Buchan River At Buchan,-37.4975,148.1719,1
1013,Wyndham,-15.4869,128.1236,1
584033,Club Terrace Rg,-37.553,148.9376,1
584034,Buldah Rg,-37.2653,149.1457,1
584035,Brookville Rg,-37.3224,147.6209,1
584036,Mount Cann Fire Tower,-37.6469,148.9792,1
584037,Mount Waldron Fire Tower,-37.4419,149.0729,1
585000,Thomson-Yarra Divide,-37.7568,146.16,1
585003,Macalister River @ Glencairn,-37.5167,146.5667,1
585004,Macalister River @ Licola,-37.6294,146.6234,1
584024,Mount Elizabeth,-37.4755,147.9131,1
587054,Kororoit Creek @ Brooklyn,-37.8211,144.8242,1
587055,Deep Creek @ Konagaderra,-37.5306,144.8542,1
587066,Mount Blackwood,-37.5572,144.3603,1
3079,Shelamar,-18.9897,121.7208,1
3080,Curtin Aero,-17.5768,123.8297,1
3086,Willare Bridge,-17.7278,123.6547,1
3088,Larrawa,-18.8375,126.5247,1
3090,Debesa,-17.7981,124.0772,1
3093,Fitzroy Crossing Aero,-18.1814,125.5619,1
3094,Windjana Gorge,-17.4211,124.9246,1
3098,Mount House Airstrip,-17.0535,125.712,1
3099,Leopold Downs Tbrg,-17.7535,125.3807,1
3075,Derby Main Roads,-17.3136,123.6497,1
3100,Liveringa Station,-17.9503,124.2653,1
4006,Bonney Downs,-22.1828,119.935,1
4008,Carlindie,-20.6392,119.2431,1
4012,De Grey,-20.1756,119.1908,1
4016,Indee,-20.7867,118.5972,1
4019,Mandora,-19.7419,120.8433,1
4024,Mundabullangana,-20.5192,118.0603,1
4028,Pardoo Station,-20.1078,119.5811,1
4032,Port Hedland Airport,-20.3725,118.6317,1
4033,Pyramid Station,-21.0561,117.4436,1
3101,Dampier Downs Airstrip,-18.5096,123.4676,1
4035,Roebourne,-20.7767,117.1456,1
3068,Dampier Downs,-18.5077,123.4561,1
3059,Nita Downs,-19.0861,121.6764,1
3018,Myroodah,-18.1225,124.2692,1
3019,Napier Downs,-17.3305,124.8166,1
3020,Nerrima,-18.4922,124.3992,1
3022,Quanbun Downs,-18.3817,125.2267,1
3023,Roebuck Plains,-17.9315,122.4722,1
3024,Udialla,-17.9464,123.7383,1
3026,Yeeda,-17.6153,123.6483,1
3027,Fossil Downs,-18.1386,125.7764,1
3028,Anna Plains,-19.2536,121.4861,1
3063,Charnley River,-16.7164,125.46,1
3030,Bidyadanga,-18.6844,121.7803,1
3033,Blina,-17.7472,124.5283,1
3040,Camballin,-17.9903,124.1922,1
3041,Kilto Station,-17.6924,122.7127,1
3043,Christmas Creek Homestead,-18.8772,125.9207,1
3044,Brooking Springs,-18.1103,125.6431,1
3051,Mount Barnett,-16.7372,125.9086,1
3052,Mount Hart Station,-16.8214,124.9151,1
3056,Thangoo,-18.1792,122.3583,1
3057,Cygnet Bay,-16.4513,123.0087,1
3032,Derby Aero,-17.3706,123.6611,1
3017,Mount House Station,-17.0516,125.7051,1
4038,Wallareenya,-20.7483,118.8172,1
4042,Whim Creek,-20.8414,117.8353,1
5036,Glen Florrie Station,-22.9367,115.9825,1
5045,Giralia,-22.685,114.3673,1
5052,Karratha Station,-20.8831,116.6725,1
5061,Dampier Salt,-20.7278,116.7483,1
5069,Pannawonica,-21.6392,116.3308,1
5073,Hooley,-21.8836,118.2217,1
5078,Urala,-21.7666,114.8211,1
5084,Thevenard Island,-21.4609,115.0188,1
5085,Rocklea,-22.8853,117.4464,1
5034,Mount Stuart,-22.4558,116.0508,1
5090,Mount Minnie,-21.9711,115.4324,1
5095,Cheela Plains,-22.9367,116.9731,1
5098,Karijini North,-22.2999,118.4498,1
6000,Bidgemia,-25.0417,115.3092,1
6001,Billabalong,-27.4231,115.8347,1
6003,Boolathana,-24.6525,113.6936,1
6005,Brickhouse,-24.8208,113.7853,1
6009,Cardabia,-23.1044,113.8038,1
6010,Carey Downs,-25.6114,115.4625,1
6011,Carnarvon Airport,-24.8878,113.67,1
5094,Barrow Island Airport,-20.874,115.4066,1
4041,Warrawagine,-20.8508,120.6961,1
5032,Yarraloola Homestead,-21.5703,115.8786,1
5029,Yalleen,-21.6767,116.3928,1
4046,Yarrie,-20.6739,120.2044,1
4068,Wallal Downs,-19.7789,120.6417,1
4083,Karratha Aero,-20.7097,116.7742,1
4086,Sherlock,-20.8956,117.6447,1
4090,Roebourne Aero,-20.7594,117.1583,1
4103,Nifty Copper Mine,-21.6525,121.5592,1
4106,Marble Bar,-21.1756,119.7497,1
5001,Coolawanyah,-21.8047,117.8056,1
5004,Exmouth Gulf,-22.3761,114.1105,1
5030,Yanrey,-22.5064,114.7944,1
5005,Hamersley,-22.2794,117.6775,1
5007,Learmonth Airport,-22.2406,114.0967,1
5008,Mardie,-21.1906,115.9797,1
5009,Marillana,-22.6331,119.4081,1
5012,Millstream,-21.5906,117.0656,1
5013,Minderoo,-21.9969,115.0463,1
5014,Mount Florance,-21.7869,117.8647,1
5017,Onslow Airport,-21.6689,115.1092,1
5022,Red Hill,-21.975,116.0653,1
5028,Wyloo,-22.6906,116.2328,1
5006,Kooline,-22.9119,116.2903,1
3010,Kimberley Downs,-17.3927,124.3574,1
3009,Jubilee Downs,-18.3547,125.3033,1
3008,Ellendale,-17.9281,124.8108,1
588026,Wallaby Creek Mw,-37.4167,145.25,1
588029,Wild Duck Creek Upstream Of Lake Eppalock,-36.9477,144.6647,1
588031,Stoney Creek Upstream Talbot Reservoir.,-37.2574,143.6317,1
588033,Malmsbury Headwall,-37.1956,144.3758,1
588034,Trentham Reservoir,-37.4075,144.356,1
588035,Coliban River Springhill Road,-37.3199,144.3646,1
588126,Sunday Creek @ Tallarook,-37.1,145.0667,1
588127,Delatite River @ Tonga Bridge,-37.1517,146.125,1
