Date,Mean,Qual,Cutoff,Site
2022-01-01 00:00:00,2.499,15,2022-01-01,409215
2022-01-01 01:00:00,2.495,15,2022-01-01,409215
2022-01-01 02:00:00,2.494,15,2022-01-01,409215
2022-01-01 03:00:00,2.496,15,2022-01-01,409215
2022-01-01 04:00:00,2.49,15,2022-01-01,409215
2022-01-01 05:00:00,2.49,15,2022-01-01,409215
2022-01-01 06:00:00,2.487,15,2022-01-01,409215
2022-01-01 07:00:00,2.484,15,2022-01-01,409215
2022-01-01 08:00:00,2.482,15,2022-01-01,409215
2022-01-01 09:00:00,2.481,15,2022-01-01,409215
2022-01-01 10:00:00,2.479,15,2022-01-01,409215
2022-01-01 11:00:00,2.477,15,2022-01-01,409215
2022-01-01 12:00:00,2.477,15,2022-01-01,409215
2022-01-01 13:00:00,2.478,15,2022-01-01,409215
2022-01-01 14:00:00,2.479,15,2022-01-01,409215
2022-01-01 15:00:00,2.478,15,2022-01-01,409215
2022-01-01 16:00:00,2.475,15,2022-01-01,409215
2022-01-01 17:00:00,2.473,15,2022-01-01,409215
2022-01-01 18:00:00,2.471,15,2022-01-01,409215
2022-01-01 19:00:00,2.468,15,2022-01-01,409215
2022-01-01 20:00:00,2.465,15,2022-01-01,409215
2022-01-01 21:00:00,2.459,15,2022-01-01,409215
2022-01-01 22:00:00,2.461,15,2022-01-01,409215
2022-01-01 23:00:00,2.459,15,2022-01-01,409215
2022-02-01 00:00:00,2.461,15,2022-02-01,409215
2022-02-01 01:00:00,2.456,15,2022-02-01,409215
2022-02-01 02:00:00,2.454,15,2022-02-01,409215
2022-02-01 03:00:00,2.451,15,2022-02-01,409215
2022-02-01 04:00:00,2.448,15,2022-02-01,409215
2022-02-01 05:00:00,2.45,15,2022-02-01,409215
2022-02-01 06:00:00,2.445,15,2022-02-01,409215
2022-02-01 07:00:00,2.444,15,2022-02-01,409215
2022-02-01 08:00:00,2.444,15,2022-02-01,409215
2022-02-01 09:00:00,2.441,15,2022-02-01,409215
2022-02-01 10:00:00,2.437,15,2022-02-01,409215
2022-02-01 11:00:00,2.433,15,2022-02-01,409215
2022-02-01 12:00:00,2.435,15,2022-02-01,409215
2022-02-01 13:00:00,2.436,15,2022-02-01,409215
2022-02-01 14:00:00,2.438,15,2022-02-01,409215
2022-02-01 15:00:00,2.437,15,2022-02-01,409215
2022-02-01 16:00:00,2.436,15,2022-02-01,409215
2022-02-01 17:00:00,2.435,15,2022-02-01,409215
2022-02-01 18:00:00,2.436,15,2022-02-01,409215
2022-02-01 19:00:00,2.429,15,2022-02-01,409215
2022-02-01 20:00:00,2.426,15,2022-02-01,409215
2022-02-01 21:00:00,2.426,15,2022-02-01,409215
2022-02-01 22:00:00,2.422,15,2022-02-01,409215
2022-02-01 23:00:00,2.418,15,2022-02-01,409215
2022-03-01 00:00:00,2.409,15,2022-03-01,409215
2022-03-01 01:00:00,2.415,15,2022-03-01,409215
2022-03-01 02:00:00,2.413,15,2022-03-01,409215
2022-03-01 03:00:00,2.411,15,2022-03-01,409215
2022-03-01 04:00:00,2.409,15,2022-03-01,409215
2022-03-01 05:00:00,2.406,15,2022-03-01,409215
2022-03-01 06:00:00,2.406,15,2022-03-01,409215
2022-03-01 07:00:00,2.404,15,2022-03-01,409215
2022-03-01 08:00:00,2.403,15,2022-03-01,409215
2022-03-01 09:00:00,2.402,15,2022-03-01,409215
2022-03-01 10:00:00,2.402,15,2022-03-01,409215
2022-03-01 11:00:00,2.399,15,2022-03-01,409215
2022-03-01 12:00:00,2.4,15,2022-03-01,409215
2022-03-01 13:00:00,2.399,15,2022-03-01,409215
2022-03-01 14:00:00,2.399,15,2022-03-01,409215
2022-03-01 15:00:00,2.397,15,2022-03-01,409215
2022-03-01 16:00:00,2.398,15,2022-03-01,409215
2022-03-01 17:00:00,2.397,15,2022-03-01,409215
2022-03-01 18:00:00,2.397,15,2022-03-01,409215
2022-03-01 19:00:00,2.394,15,2022-03-01,409215
2022-03-01 20:00:00,2.389,15,2022-03-01,409215
2022-03-01 21:00:00,2.387,15,2022-03-01,409215
2022-03-01 22:00:00,2.383,15,2022-03-01,409215
2022-03-01 23:00:00,2.382,15,2022-03-01,409215
2022-04-01 00:00:00,2.377,15,2022-04-01,409215
2022-04-01 01:00:00,2.376,15,2022-04-01,409215
2022-04-01 02:00:00,2.375,15,2022-04-01,409215
2022-04-01 03:00:00,2.374,15,2022-04-01,409215
2022-04-01 04:00:00,2.372,15,2022-04-01,409215
2022-04-01 05:00:00,2.373,15,2022-04-01,409215
2022-04-01 06:00:00,2.373,15,2022-04-01,409215
2022-04-01 07:00:00,2.371,15,2022-04-01,409215
2022-04-01 08:00:00,2.37,15,2022-04-01,409215
2022-04-01 09:00:00,2.364,15,2022-04-01,409215
2022-04-01 10:00:00,2.367,15,2022-04-01,409215
