Date,Mean,Qual,Cutoff,Site
2022-01-01 00:00:00,1.664,15,2022-01-01,405270
2022-01-01 01:00:00,1.667,15,2022-01-01,405270
2022-01-01 02:00:00,1.668,15,2022-01-01,405270
2022-01-01 03:00:00,1.669,15,2022-01-01,405270
2022-01-01 04:00:00,1.671,15,2022-01-01,405270
2022-01-01 05:00:00,1.672,15,2022-01-01,405270
2022-01-01 06:00:00,1.674,15,2022-01-01,405270
2022-01-01 07:00:00,1.676,15,2022-01-01,405270
2022-01-01 08:00:00,1.677,15,2022-01-01,405270
2022-01-01 09:00:00,1.677,15,2022-01-01,405270
2022-01-01 10:00:00,1.678,15,2022-01-01,405270
2022-01-01 11:00:00,1.681,15,2022-01-01,405270
2022-01-01 12:00:00,1.681,15,2022-01-01,405270
2022-01-01 13:00:00,1.682,15,2022-01-01,405270
2022-01-01 14:00:00,1.683,15,2022-01-01,405270
2022-01-01 15:00:00,1.686,15,2022-01-01,405270
2022-01-01 16:00:00,1.688,15,2022-01-01,405270
2022-01-01 17:00:00,1.689,15,2022-01-01,405270
2022-01-01 18:00:00,1.69,15,2022-01-01,405270
2022-01-01 19:00:00,1.69,15,2022-01-01,405270
2022-01-01 20:00:00,1.691,15,2022-01-01,405270
2022-01-01 21:00:00,1.693,15,2022-01-01,405270
2022-01-01 22:00:00,1.693,15,2022-01-01,405270
2022-01-01 23:00:00,1.694,15,2022-01-01,405270
2022-02-01 00:00:00,1.695,15,2022-02-01,405270
2022-02-01 01:00:00,1.696,15,2022-02-01,405270
2022-02-01 02:00:00,1.697,15,2022-02-01,405270
2022-02-01 03:00:00,1.698,15,2022-02-01,405270
2022-02-01 04:00:00,1.699,15,2022-02-01,405270
2022-02-01 05:00:00,1.7,15,2022-02-01,405270
2022-02-01 06:00:00,1.702,15,2022-02-01,405270
2022-02-01 07:00:00,1.703,15,2022-02-01,405270
2022-02-01 08:00:00,1.704,15,2022-02-01,405270
2022-02-01 09:00:00,1.705,15,2022-02-01,405270
2022-02-01 10:00:00,1.706,15,2022-02-01,405270
2022-02-01 11:00:00,1.707,15,2022-02-01,405270
2022-02-01 12:00:00,1.708,15,2022-02-01,405270
2022-02-01 13:00:00,1.708,15,2022-02-01,405270
2022-02-01 14:00:00,1.71,15,2022-02-01,405270
2022-02-01 15:00:00,1.709,15,2022-02-01,405270
2022-02-01 16:00:00,1.71,15,2022-02-01,405270
2022-02-01 17:00:00,1.711,15,2022-02-01,405270
2022-02-01 18:00:00,1.71,15,2022-02-01,405270
2022-02-01 19:00:00,1.713,15,2022-02-01,405270
2022-02-01 20:00:00,1.713,15,2022-02-01,405270
2022-02-01 21:00:00,1.713,15,2022-02-01,405270
2022-02-01 22:00:00,1.714,15,2022-02-01,405270
2022-02-01 23:00:00,1.715,15,2022-02-01,405270
2022-03-01 00:00:00,1.715,15,2022-03-01,405270
2022-03-01 01:00:00,1.717,15,2022-03-01,405270
2022-03-01 02:00:00,1.717,15,2022-03-01,405270
2022-03-01 03:00:00,1.718,15,2022-03-01,405270
2022-03-01 04:00:00,1.719,15,2022-03-01,405270
2022-03-01 05:00:00,1.72,15,2022-03-01,405270
2022-03-01 06:00:00,1.721,15,2022-03-01,405270
2022-03-01 07:00:00,1.721,15,2022-03-01,405270
2022-03-01 08:00:00,1.721,15,2022-03-01,405270
2022-03-01 09:00:00,1.721,15,2022-03-01,405270
2022-03-01 10:00:00,1.722,15,2022-03-01,405270
2022-03-01 11:00:00,1.722,15,2022-03-01,405270
2022-03-01 12:00:00,1.723,15,2022-03-01,405270
2022-03-01 13:00:00,1.722,15,2022-03-01,405270
2022-03-01 14:00:00,1.722,15,2022-03-01,405270
2022-03-01 15:00:00,1.724,15,2022-03-01,405270
2022-03-01 16:00:00,1.722,15,2022-03-01,405270
2022-03-01 17:00:00,1.723,15,2022-03-01,405270
2022-03-01 18:00:00,1.723,15,2022-03-01,405270
2022-03-01 19:00:00,1.725,15,2022-03-01,405270
2022-03-01 20:00:00,1.724,15,2022-03-01,405270
2022-03-01 21:00:00,1.726,15,2022-03-01,405270
2022-03-01 22:00:00,1.727,15,2022-03-01,405270
2022-03-01 23:00:00,1.726,15,2022-03-01,405270
2022-04-01 00:00:00,1.728,15,2022-04-01,405270
2022-04-01 01:00:00,1.727,15,2022-04-01,405270
2022-04-01 02:00:00,1.728,15,2022-04-01,405270
2022-04-01 03:00:00,1.727,15,2022-04-01,405270
2022-04-01 04:00:00,1.729,15,2022-04-01,405270
2022-04-01 05:00:00,1.729,15,2022-04-01,405270
