Date,Mean,Qual,Cutoff,Site
2022-01-01 00:00:00,8.229,2,2022-01-01,403242
2022-01-01 01:00:00,8.227,2,2022-01-01,403242
2022-01-01 02:00:00,8.221,2,2022-01-01,403242
2022-01-01 03:00:00,8.221,2,2022-01-01,403242
2022-01-01 04:00:00,8.221,2,2022-01-01,403242
2022-01-01 05:00:00,8.218,2,2022-01-01,403242
2022-01-01 06:00:00,8.213,2,2022-01-01,403242
2022-01-01 07:00:00,8.209,2,2022-01-01,403242
2022-01-01 08:00:00,8.209,2,2022-01-01,403242
2022-01-01 09:00:00,8.209,2,2022-01-01,403242
2022-01-01 10:00:00,8.209,2,2022-01-01,403242
2022-01-01 11:00:00,8.21,2,2022-01-01,403242
2022-01-01 12:00:00,8.211,2,2022-01-01,403242
2022-01-01 13:00:00,8.213,2,2022-01-01,403242
2022-01-01 14:00:00,8.211,2,2022-01-01,403242
2022-01-01 15:00:00,8.213,2,2022-01-01,403242
2022-01-01 16:00:00,8.216,2,2022-01-01,403242
2022-01-01 17:00:00,8.211,2,2022-01-01,403242
2022-01-01 18:00:00,8.212,2,2022-01-01,403242
2022-01-01 19:00:00,8.213,2,2022-01-01,403242
2022-01-01 20:00:00,8.211,2,2022-01-01,403242
2022-01-01 21:00:00,8.21,2,2022-01-01,403242
2022-01-01 22:00:00,8.213,2,2022-01-01,403242
2022-01-01 23:00:00,8.215,2,2022-01-01,403242
2022-02-01 00:00:00,8.22,2,2022-02-01,403242
2022-02-01 01:00:00,8.217,2,2022-02-01,403242
2022-02-01 02:00:00,8.213,2,2022-02-01,403242
2022-02-01 03:00:00,8.212,2,2022-02-01,403242
2022-02-01 04:00:00,8.214,2,2022-02-01,403242
2022-02-01 05:00:00,8.208,2,2022-02-01,403242
2022-02-01 06:00:00,8.203,2,2022-02-01,403242
2022-02-01 07:00:00,8.201,2,2022-02-01,403242
2022-02-01 08:00:00,8.201,2,2022-02-01,403242
2022-02-01 09:00:00,8.201,2,2022-02-01,403242
2022-02-01 10:00:00,8.2,2,2022-02-01,403242
2022-02-01 11:00:00,8.2,2,2022-02-01,403242
2022-02-01 12:00:00,8.201,2,2022-02-01,403242
2022-02-01 13:00:00,8.202,2,2022-02-01,403242
2022-02-01 14:00:00,8.205,2,2022-02-01,403242
2022-02-01 15:00:00,8.208,2,2022-02-01,403242
2022-02-01 16:00:00,8.205,2,2022-02-01,403242
2022-02-01 17:00:00,8.205,2,2022-02-01,403242
2022-02-01 18:00:00,8.205,2,2022-02-01,403242
2022-02-01 19:00:00,8.203,2,2022-02-01,403242
2022-02-01 20:00:00,8.2,2,2022-02-01,403242
2022-02-01 21:00:00,8.202,2,2022-02-01,403242
2022-02-01 22:00:00,8.208,2,2022-02-01,403242
2022-02-01 23:00:00,8.206,2,2022-02-01,403242
2022-03-01 00:00:00,8.205,2,2022-03-01,403242
2022-03-01 01:00:00,8.209,2,2022-03-01,403242
2022-03-01 02:00:00,8.21,2,2022-03-01,403242
2022-03-01 03:00:00,8.205,2,2022-03-01,403242
2022-03-01 04:00:00,8.201,2,2022-03-01,403242
2022-03-01 05:00:00,8.204,2,2022-03-01,403242
2022-03-01 06:00:00,8.2,2,2022-03-01,403242
2022-03-01 07:00:00,8.194,2,2022-03-01,403242
2022-03-01 08:00:00,8.192,2,2022-03-01,403242
2022-03-01 09:00:00,8.189,2,2022-03-01,403242
2022-03-01 10:00:00,8.186,2,2022-03-01,403242
2022-03-01 11:00:00,8.188,2,2022-03-01,403242
