Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Warrego,Warrego,Warrego,Warrego,Warrego,Warrego,Warrego,2022-10-14 09:40:01.992251+11:00,QLD
Warrego R at Barngo Crossing #,8.23am Fri,0.05,steady,,,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Warrego R at Bogarella Crossing #,8.21am Fri,0.05,steady,,,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Warrego R at Caroline Crossing #,6.25am Fri,0.00,steady,,,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Warrego R at Augathella *,8.00am Fri,0.92,steady,5.08 below Approaches,below minor,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Nive R at Old Tambo Rd #,8.27am Fri,0.05,steady,,,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Nive R at Biddenham #,6.43am Fri,0.65,steady,,below minor,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Warrego R at The 27 Mile Garden #,5.46am Fri,0.51,steady,3.39 below Approaches,below minor,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Middle Ck at Wellwater Rd #,8.18am Fri,0.05,steady,,,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Bradleys Gully at Raceview #,6.56am Fri,0.35,steady,,below minor,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Lower Bradleys Gully #,7.10am Fri,0.00,steady,,below minor,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Warrego R at Charleville #,6.27am Fri,1.22,steady,4.88 below Bridge,below minor,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Langlo River at Warilda #,6.04am Fri,0.65,steady,2.75 below Bridge,below minor,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Langlo R at Bonella #,8.20am Fri,0.10,steady,,,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Ward R at Oakwood #,2.56am Fri,0.00,steady,,,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Ward R at Ward R Xing #,6.00am Fri,0.00,steady,,,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Ward R at Binnowee *,8.00am Fri,1.19,steady,5.01 below Approaches,below minor,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Ward R at Binnowee #,6.40am Fri,1.18,steady,5.02 below Approaches,below minor,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Angellala Ck at Bonfield #,6.07am Fri,0.00,steady,,,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Angellala Ck at Alice Downs #,7.44am Fri,0.00,steady,,,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Angellala Ck at Wallal #,6.42am Fri,0.00,steady,,,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Warrego R at Bakers Bend #,8.30am Fri,1.16,steady,,below minor,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Warrego R at Wyandra *,8.00am Fri,2.96,steady,4.64 below Bridge,below minor,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Warrego R at Wallen *,8.00am Fri,2.52,steady,,below minor,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Warrego R at Cunnamulla Weir *,8.00am Fri,5.96,steady,0.45 above Weir,below minor,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Warrego R at Barringun No.2,8.00am Fri,2.56,steady,,,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Paroo,Paroo,Paroo,Paroo,Paroo,Paroo,Paroo,2022-10-14 09:40:01.992251+11:00,QLD
Quilberry Ck at Cooladdi #,8.36am Fri,0.00,steady,,,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Paroo R at Humeburn #,8.29am Fri,2.45,steady,2.05 below Bridge,minor,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Paroo R at Eulo,6.15am Fri,3.64,falling slowly,0.64 above Approaches,moderate,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Yowah Ck at Alroy Crossing *,8.14am Fri,0.10,rising,,,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Paroo R at Caiwarro *,8.00am Fri,3.04,steady,,moderate,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Paroo R at Hungerford,6.00am Fri,1.41,rising slowly,0.41 above Crossing,minor,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Bulloo,Bulloo,Bulloo,Bulloo,Bulloo,Bulloo,Bulloo,2022-10-14 09:40:01.992251+11:00,QLD
Blackwater Ck at Patricia Park *,5.53am Fri,0.60,steady,,,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Bulloo R at Milroy *,7.46am Fri,1.88,falling,,below minor,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Bulloo R at Quilpie *,8.00am Fri,4.22,steady,0.38 below Bridge,moderate,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Winbin Ck *,5.45am Fri,0.01,steady,1.55 below Bridge,,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Bulloo R at South Comongin *,6.14am Fri,3.64,steady,1.79 above Bridge,,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Bulloo R at Soonah Crossing *,5.48am Fri,4.68,falling,3.71 above Causeway,,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Bulloo R at Autumnvale *,8.00am Fri,6.37,steady,,moderate,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Yappi Ck *,6.33am Fri,2.60,steady,,,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
Bulloo R at Thargomindah,1.35pm Thu,4.98,rising,0.88 above Bridge,moderate,Plot | Table,2022-10-14 09:40:01.992251+11:00,QLD
