Site Id,Site Name,Latitude,Longitude,Easting,Northing,Zone,Gauge Zero (Ahd),Site Start Date,Site Cease Date,Drainage Area (Sq.Km),
"416001","BARWON RIVER AT MUNGINDI","-28.9762","148.9848","693388.6","6793024.7","55","152.96","1889/12/01","","44070"
"416050","BARWON RIVER U/S PRESBURY WEIR","-29.1215","148.8085","675955.7","6777196.8","55","147.82","1985/08/28","","24070"
"416052","GIL GIL CREEK AT GALLOWAY","-29.1274","148.9878","693395.6","6776267.8","55","154.022","1987/05/27","","999999"
"416081","BARWON RIVER AT EAGLE FARM","-28.87812","149.06391","701284.182","6803755.128","55","155.776","2019/12/05","","0"
"417001","MOONIE RIVER AT GUNDABLOUIE","-29.1671","148.6305","658562.7","6772401.8","55","149.42","1944/08/24","","15810"
"418055","MEHI RIVER AT NEAR COLLARENEBRI","-29.513","148.7241","667099.6","6733933.9","55","139.065","1980/06/11","","999999"
"418058","MEHI RIVER AT BRONTE","-29.4773","148.9023","684441.6","6737627.9","55","146.175","1978/11/21","","999999"
"418068","MEHI RIVER AT U/S BALLIN BOORA CREEK","-29.4607","149.1044","704074.5","6739127.9","55","153.966","1988/06/02","","999999"
"418070","MOOMIN CREEK AT MOOMIN PLAINS","-29.6352","148.9592","689669.6","6720028.9","55","153.141","1994/03/21","","999999"
"418091","THALABA CREEK AT BELARRE","-29.66582386","148.68794287","663353","6717052","55","6.929","2011/07/01","","0"
"419021","NAMOI RIVER AT BUGILBONE (RIVERVIEW)","-30.273516666","148.820816666","675144.578","6649502.889","55","149.26","1951/04/09","","32800"
"419026","NAMOI RIVER AT GOANGRA","-30.141716666","148.38765","633651.587","6664698.343","55","131.2","1954/08/05","","35500"
"419049","PIAN CREEK AT WAMINDA","-29.92115556","148.38811111","633992.4","6689141.5","55","134.29","1972/03/28","","2440"
"419064","PIAN CREEK AT ROSSMORE","-30.09100556","149.06836944","699328.9","6669326.1","55","163.665","1978/01/05","","771"
"419089","PIAN CREEK AT DEMPSEYS BRIDGE","-29.91035","148.743533333","668323.853","6689871.221","55","144.465","1996/11/05","","1860"
"419091","NAMOI RIVER AT UPSTREAM WALGETT","-30.027811111","148.153705555","611264.7","6677559.3","55","123.865","1996/11/10","","41600"
"419094","NAMOI RIVER AT DOWNSTREAM DUNCANS JUNCTION","-30.305516666","149.097466666","701695.551","6645496.702","55","165.296","2000/01/10","","222"
"419095","NAMOI RIVER AT BULLAWA","-30.301566666","149.1063","702553.292","6645918.826","55","165.836","2000/01/10","","30500"
"419105","BARADINE CREEK AT GWABEGAR","-30.607816666","148.956716666","687576","6612242","55","206.65","2011/05/17","","0"
"419108","NAMOI RIVER AT YARRALDOOL","-30.2606","148.591783333","653127.9","6651265.1","55","141.688","2011/07/25","","0"
"419111","PIAN CREEK AT OLD BURREN NO2","-29.94111111","148.88772222","682190.5","6686241.7","55","149.581","2012/08/07","","0"
"420020","CASTLEREAGH RIVER AT GUNGALMAN","-30.310466666","147.998733333","596026.674","6646389.212","55","124.47","2001/05/30","","0"
"421004","MACQUARIE RIVER AT WARREN WEIR","-31.735","147.8668","582106.5","6488608.6","55","192.46","1898/01/01","","26570"
"421005","GUNNINGBAR CREEK AT BELOW REGULATOR","-31.7399","147.8625","581694.5","6488069.6","55","191.063","1899/12/01","","99999999"
"421011","MARTHAGUY CREEK AT CARINDA","-30.457764","147.68401","565667.066","6630290.231","55","125.95","1926/04/16","","6475"
"421012","MACQUARIE RIVER AT CARINDA (BELLS BRIDGE)","-30.4347","147.5696","554694.8","6632902.4","55","125.95","1926/04/15","","30100"
"421014","MACQUARIE RIVER AT WARREN TOWN","-31.698446","147.838874","579503.41","6492684.25","55","0","1933/01/01","","26570"
"421015","DUCK CREEK AT OFFTAKE","-31.656675","147.759708","572025.536","6497367.658","55","189.329","1936/03/01","","99999999"
"421016","CROOKED CREEK AT PROFILE","-31.656159","147.760431","572094.481","6497424.375","55","189.329","1936/03/01","","99999999"
"421017","GUNNINGBAR CREEK AT D/S WEIR","-31.678389","147.761034","572129.5","6494977.6","55","188.294","1936/03/01","","99999999"
"421022","MACQUARIE RIVER AT OXLEY STATION","-31.1175","147.5693","554284.6","6557232.5","55","157.65","1941/01/01","","3565"
"421023","BOGAN RIVER AT GONGOLGON","-30.34731","146.897633","490179","6642731.5","55","122.526","1945/11/02","","27970"
"421088","MAREBONE BREAK AT D/S MAREBONE REGULATOR","-31.3794","147.6932","565916.6","6528139.6","55","173.58","1975/08/13","","99999999"
"421089","MACQUARIE RIVER AT MAREBONE WEIR - STORAGE GAUGE","-31.386039599","147.695779936","566155.03","6527404.71","55","172.496","1975/09/25","","99999999"
"421090","MACQUARIE RIVER AT D/S MAREBONE WEIR","-31.385084","147.69342","565943.6","6527512.6","55","171.754","1976/09/17","","0"
"421097","MARRA CREEK AT CARINDA ROAD","-31.369877","147.658518","562619.6","6529213.6","55","172.3","1975/10/06","","99999999"
"421107","MARRA CREEK AT BILLYBINGBONE BRIDGE","-30.40323955","147.17104643","516430","6636507","55","122.25","1980/08/26","","99999999"
"421111","BUCKIINGUY CREEK AT BREAK","-31.0851","147.5471","552182.7","6560836.5","55","156.697","1980/01/01","","99999999"
"421116","MACQUARIE RIVER AT GIBSON WAY","-30.897356","147.505626","548322.047","6581664.033","55","145.756","1980/09/07","","0"
