Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,2022-10-13 12:21:51.058422+11:00,NSW
Macintyre R at Wallangra,10.00am Thu,1.33,steady,,,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
Severn R at Pindari Dam W/L,10.00am Thu,516.09,steady,0.09 above Spillway,,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
Severn R at Ashford,10.00am Thu,1.29,steady,,below minor,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
Macintyre River at Ridgelands,11.00am Thu,2.11,steady,,,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
Macintyre R at Holdfast,10.00am Thu,1.77,steady,,,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
Quart Pot Ck U/S Storm King Dam #,6.37am Thu,1.69,steady,1.02 below Bridge,below minor,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
Mountain Station Ck at Mt Stat Ck #,8.19am Thu,0.40,steady,1.20 below Road,below minor,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
Quart Pot Ck at Storm King Dam HW #,5.59am Thu,0.09,steady,0.09 above Spillway,below minor,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
Quart Pot Ck at Dalcouth Road #,10.24am Thu,1.05,steady,0.25 below Causeway,below minor,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
Quart Pot Ck at Granite Street #,9.41am Thu,0.43,steady,0.18 below Road,below minor,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
Quart Pot Ck at Stanthorpe #,9.34am Thu,0.38,steady,,below minor,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
Quart Pot Ck at Stanthorpe *,10.00am Thu,0.41,steady,,below minor,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
4 Mile Ck at Glen Niven Dam TM*,10.00am Thu,879.46,steady,0.11 above Spillway,,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
Broadwater Creek #,10.07am Thu,0.88,steady,,below minor,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
Broadwater Creek *,10.00am Thu,0.87,steady,,below minor,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
Severn R at Ballandean *,10.00am Thu,1.04,steady,0.86 below Approaches,below minor,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
Severn R at Ballandean #,11.04am Thu,1.04,steady,0.86 below Approaches,below minor,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
Accommodation Ck at Ballandean *,10.00am Thu,0.57,steady,1.13 below Crossing,below minor,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
Accommodation Ck at Ballandean #,8.24am Thu,0.60,steady,1.10 below Bridge,below minor,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
Dumaresq R at Farnbro *,10.00am Thu,1.29,steady,,below minor,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
Pike Ck at Glenlyon Dam TW *,10.00am Thu,0.90,steady,,below minor,Plot | Table,2022-10-13 12:21:51.058422+11:00,NSW
