Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,2022-10-13 16:07:30.866648+11:00,NSW
Macintyre R at Wallangra,2.00pm Thu,1.32,steady,,,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Severn R at Pindari Dam W/L,2.00pm Thu,516.09,steady,0.09 above Spillway,,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Severn R at Ashford,2.00pm Thu,1.28,steady,,below minor,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Macintyre R at Holdfast,2.00pm Thu,1.70,steady,,,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Quart Pot Ck U/S Storm King Dam #,12.37pm Thu,1.69,steady,1.02 below Bridge,below minor,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Mountain Station Ck at Mt Stat Ck #,2.19pm Thu,0.35,steady,1.25 below Road,below minor,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Quart Pot Ck at Storm King Dam HW #,11.59am Thu,0.09,steady,0.09 above Spillway,below minor,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Quart Pot Ck at Dalcouth Road #,1.24pm Thu,1.05,steady,0.25 below Causeway,below minor,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Quart Pot Ck at Granite Street #,12.41pm Thu,0.43,steady,0.18 below Road,below minor,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Quart Pot Ck at Stanthorpe #,12.34pm Thu,0.38,steady,,below minor,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Quart Pot Ck at Stanthorpe *,2.00pm Thu,0.41,steady,,below minor,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
4 Mile Ck at Glen Niven Dam TM*,1.00pm Thu,879.46,steady,0.11 above Spillway,,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Broadwater Creek #,1.07pm Thu,0.88,steady,,below minor,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Broadwater Creek *,2.00pm Thu,0.85,steady,,below minor,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Severn R at Ballandean *,2.00pm Thu,1.03,steady,0.87 below Approaches,below minor,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Severn R at Ballandean #,2.04pm Thu,1.04,steady,0.86 below Approaches,below minor,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Accommodation Ck at Ballandean *,2.00pm Thu,0.56,steady,1.14 below Crossing,below minor,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Accommodation Ck at Ballandean #,2.24pm Thu,0.60,steady,1.10 below Bridge,below minor,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Dumaresq R at Farnbro *,2.00pm Thu,1.28,steady,,below minor,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Pike Ck at Glenlyon Dam TW *,2.15pm Thu,0.90,steady,,below minor,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Mole R at Donaldson,1.30pm Thu,0.90,steady,,,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Dumaresq R at Roseneath,2.00pm Thu,1.21,steady,,below minor,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
Dumaresq R at Bonshaw,2.00pm Thu,3.31,steady,,,Plot | Table,2022-10-13 16:07:30.866648+11:00,NSW
