Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Tweed River,Tweed River,Tweed River,Tweed River,Tweed River,Tweed River,2022-10-14 04:10:01.858067+11:00,NSW
Tyalgum Bridge,3.25am Fri,0.83,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Clarrie Hall Dam (mAHD),3.41am Fri,61.52^,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Clarrie Hall Dam D/S,3.12am Fri,0.54,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Tweed R at Palmers Road,3.41am Fri,0.68,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Tweed R at Uki,3.00am Fri,1.22,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Oxley R at Eungella,10.01pm Thu,0.57,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Tweed R at Bray Park Weir (mAHD),1.45am Fri,1.13^,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Tweed R at Murwillumbah Br (mAHD),3.42am Fri,0.05^,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Tweed R at Murwillumbah (mAHD),3.42am Fri,0.05^,steady,below minor,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Rous R at Chillingham,3.07am Fri,0.99,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Rous R at Boat Harbour,3.44am Fri,0.30,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Rous R at Boat Harbour (Nobbys Ck),3.00am Fri,0.85,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Rouse R at Kynnumboon,3.42am Fri,0.21^,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Tweed R at Tumbulgum,3.44am Fri,0.00^,steady,below minor,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Tweed R at Chindera (mAHD),3.42am Fri,-0.07^,steady,below minor,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Tweed R at Barneys Point,3.15am Fri,0.86,falling,below minor,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Tweed R at Dry Dock (mAHD),3.41am Fri,-0.10^,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Tweed Coastal Creeks,Tweed Coastal Creeks,Tweed Coastal Creeks,Tweed Coastal Creeks,Tweed Coastal Creeks,Tweed Coastal Creeks,2022-10-14 04:10:01.858067+11:00,NSW
Cudgen Ck at Kingscliff,3.16am Fri,-0.17,falling,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Cudgen Lake at Bogangar,3.15am Fri,0.40,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Burringbar Ck at Tweed Valley Way,3.00am Fri,0.68,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Crabbes Ck at Crabbes Creek,1.46am Fri,0.91,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Crabbes Ck at Wooyung Road,2.33am Fri,1.26,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Brunswick River,Brunswick River,Brunswick River,Brunswick River,Brunswick River,Brunswick River,2022-10-14 04:10:01.858067+11:00,NSW
Yelgun Ck at Yelgun,2.32am Fri,2.21,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Yelgun Ck at Helen St Bridge,3.30am Fri,0.23,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Marshalls Ck at The Pocket,3.41am Fri,0.89,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Lacks Ck at Middle Pocket,1.57am Fri,2.23,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Marshalls Ck at Billinudgel,3.25am Fri,0.33,steady,below minor,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Marshalls Ck at Ocean Shores,2.16am Fri,0.12,falling,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Brunswick R at Sherrys Br,3.28am Fri,0.69,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Mullumbimby Ck at Mullumbimby Creek,1.20am Fri,0.31,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Mullumbimby Ck at Azalea St Bridge,3.26am Fri,0.04,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Brunswick R at Mullumbimby,3.43am Fri,-0.21^,steady,below minor,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Brunswick R at Brunswick Heads,3.16am Fri,-0.22,falling,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Byron Bay (Tallow Ck Br),2.57am Fri,1.38,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Byron Bay (Belongil Ck Br),3.28am Fri,0.49,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Wilsons River,Wilsons River,Wilsons River,Wilsons River,Wilsons River,Wilsons River,2022-10-14 04:10:01.858067+11:00,NSW
Back Ck at Bentley,1.53am Fri,0.80,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Leycester Ck at Rock Valley,1.55am Fri,1.17,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Goolmangar Ck at Nimbin,3.42am Fri,1.90,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Goolmangar Ck at Goolmangar,3.37am Fri,1.02,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Terania Ck at The Channon,3.44am Fri,0.19,falling,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Leycester Ck at Tuncester (mAHD),3.36am Fri,0.27^,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Coopers Ck at Repentance,2.42am Fri,0.53,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Coopers Ck at Corndale,3.15am Fri,0.64,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Wilsons R at Nashua,12.51am Fri,0.59,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Wilsons R at Eltham,1.58am Fri,1.31,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Wilsons R at Woodlawn (mAHD),3.43am Fri,0.27^,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Browns Ck Pump Station,3.10am Fri,5.02,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Lismore (Dawson Street),12.07am Fri,1.90,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Wilsons R at Lismore (mAHD),3.44am Fri,0.31^,steady,below minor,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Wilsons R at East Gundurimba,3.15am Fri,1.15,rising,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Wilsons R at Tuckurimba,3.41am Fri,0.96,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Richmond River to Coraki,Richmond River to Coraki,Richmond River to Coraki,Richmond River to Coraki,Richmond River to Coraki,Richmond River to Coraki,2022-10-14 04:10:01.858067+11:00,NSW
Richmond R at Wiangaree,3.00am Fri,0.22,steady,below minor,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Richmond R at Kyogle,3.00am Fri,0.56,steady,below minor,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Eden Ck at Doubtful,3.00am Fri,1.07,steady,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Richmond R at Casino**,3.00am Fri,1.03,steady,below minor,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
Shannon Brook at Yorklea,3.00am Fri,1.44,rising,,Plot | Table,2022-10-14 04:10:01.858067+11:00,NSW
