Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,2022-10-14 05:40:02.343606+11:00,NSW
Macintyre R at Wallangra,3.00am Fri,1.27,steady,,,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Frazers Ck at Glenorchy,12.15am Fri,1.21,steady,,,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Severn R at Pindari Dam W/L,3.00am Fri,516.06,steady,0.06 above Spillway,,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Severn R at Ashford,3.00am Fri,1.30,steady,,below minor,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Macintyre River at Ridgelands,4.00am Fri,1.83,steady,,,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Macintyre R at Holdfast,3.00am Fri,1.51,steady,,,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Quart Pot Ck U/S Storm King Dam #,3.37am Fri,1.69,steady,1.02 below Bridge,below minor,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Mountain Station Ck at Mt Stat Ck #,2.19am Fri,0.35,steady,1.25 below Road,below minor,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Quart Pot Ck at Storm King Dam HW #,2.59am Fri,0.09,steady,0.09 above Spillway,below minor,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Quart Pot Ck at Dalcouth Road #,1.24am Fri,1.00,steady,0.30 below Causeway,below minor,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Quart Pot Ck at Granite Street #,3.41am Fri,0.43,steady,0.18 below Road,below minor,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Quart Pot Ck at Stanthorpe #,3.34am Fri,0.38,steady,,below minor,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Quart Pot Ck at Stanthorpe *,3.00am Fri,0.40,steady,,below minor,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
4 Mile Ck at Glen Niven Dam TM*,3.00am Fri,879.46,steady,0.11 above Spillway,,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Broadwater Creek #,4.07am Fri,0.83,steady,,below minor,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Broadwater Creek *,3.00am Fri,0.80,steady,,below minor,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Severn R at Ballandean *,3.00am Fri,0.99,steady,0.91 below Approaches,below minor,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Severn R at Ballandean #,2.04am Fri,0.99,steady,0.91 below Approaches,below minor,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Accommodation Ck at Ballandean *,3.00am Fri,0.56,steady,1.14 below Crossing,below minor,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Accommodation Ck at Ballandean #,2.24am Fri,0.60,steady,1.10 below Bridge,below minor,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Dumaresq R at Farnbro *,3.00am Fri,1.26,steady,,below minor,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
Pike Ck at Glenlyon Dam TW *,3.15am Fri,0.86,steady,,below minor,Plot | Table,2022-10-14 05:40:02.343606+11:00,NSW
