Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Tweed River,Tweed River,Tweed River,Tweed River,Tweed River,Tweed River,2022-10-14 13:20:01.585971+11:00,NSW
Tyalgum Bridge,12.25pm Fri,0.83,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Clarrie Hall Dam (mAHD),1.10pm Fri,61.51^,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Clarrie Hall Dam D/S,1.12pm Fri,0.53,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Tweed R at Palmers Road,12.42pm Fri,0.72,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Tweed R at Uki,1.00pm Fri,1.22,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Oxley R at Eungella,1.01pm Fri,0.56,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Tweed R at Bray Park Weir (mAHD),11.17am Fri,1.13^,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Tweed R at Murwillumbah Br (mAHD),1.14pm Fri,0.70^,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Tweed R at Murwillumbah (mAHD),1.11pm Fri,0.68^,steady,below minor,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Rous R at Chillingham,9.46am Fri,0.98,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Rous R at Boat Harbour,1.13pm Fri,0.53,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Rous R at Boat Harbour (Nobbys Ck),1.00pm Fri,0.85,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Rouse R at Kynnumboon,1.14pm Fri,0.57^,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Tweed R at Tumbulgum,1.06pm Fri,0.63^,steady,below minor,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Tweed R at Chindera (mAHD),1.13pm Fri,0.52^,rising,below minor,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Tweed R at Barneys Point,12.45pm Fri,1.45,rising,below minor,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Tweed R at Dry Dock (mAHD),1.14pm Fri,0.53^,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Tweed Coastal Creeks,Tweed Coastal Creeks,Tweed Coastal Creeks,Tweed Coastal Creeks,Tweed Coastal Creeks,Tweed Coastal Creeks,2022-10-14 13:20:01.585971+11:00,NSW
Cudgen Ck at Kingscliff,12.46pm Fri,0.68,falling,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Cudgen Lake at Bogangar,12.45pm Fri,0.40,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Burringbar Ck at Tweed Valley Way,1.00pm Fri,0.68,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Crabbes Ck at Crabbes Creek,10.46am Fri,0.91,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Crabbes Ck at Wooyung Road,10.18am Fri,1.25,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Brunswick River,Brunswick River,Brunswick River,Brunswick River,Brunswick River,Brunswick River,2022-10-14 13:20:01.585971+11:00,NSW
Yelgun Ck at Yelgun,11.32am Fri,2.21,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Yelgun Ck at Helen St Bridge,1.09pm Fri,0.41,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Marshalls Ck at The Pocket,1.09pm Fri,0.89,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Lacks Ck at Middle Pocket,10.57am Fri,2.23,steady,,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
Marshalls Ck at Billinudgel,11.59am Fri,0.27,steady,below minor,Plot | Table,2022-10-14 13:20:01.585971+11:00,NSW
