Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Lake Macquarie,Lake Macquarie,Lake Macquarie,Lake Macquarie,Lake Macquarie,Lake Macquarie,2022-10-13 19:50:02.485447+11:00,NSW
Slatey Creek,7.15pm Thu,18.32,steady,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Winding Ck at Fifth St Br,7.15pm Thu,14.73,steady,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Cockle Ck at Barnsley Vale,7.25pm Thu,0.53,steady,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Cockle Ck at Cockle Ck Railway Stn,7.15pm Thu,0.09,steady,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Lake Macquarie at Marmong Point,7.15pm Thu,0.08,steady,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Lake Macquarie at Belmont,7.15pm Thu,0.07,steady,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Stoney Creek U/S Toronto,7.15pm Thu,0.10,steady,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Stoney Creek at Toronto,7.29pm Thu,0.04,steady,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Dora Ck at Cooranbong,7.00pm Thu,1.21,steady,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Stockton Ck at Morrisset,7.15pm Thu,0.14,steady,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Dora Ck at Kalang Rd,7.15pm Thu,0.13,steady,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Lake Macquarie at Swansea Channel,7.15pm Thu,-0.21,steady,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Wyong - Tuggerah Lake,Wyong - Tuggerah Lake,Wyong - Tuggerah Lake,Wyong - Tuggerah Lake,Wyong - Tuggerah Lake,Wyong - Tuggerah Lake,2022-10-13 19:50:02.485447+11:00,NSW
Wyong R at Yarramalong,7.15pm Thu,1.66,steady,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Wyong R at Gears,4.09am Thu,1.24,,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Wyong R at Gracemere,7.15pm Thu,1.44,steady,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Jilliby Ck at Jilliby,7.30pm Thu,0.62,steady,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Wyong R U/S Wyong Weir,7.15pm Thu,1.61,steady,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Wyong R U/S Wyong Br,7.15pm Thu,0.48,steady,below minor,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Tumbi Umbi Ck,7.15pm Thu,0.52,steady,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Wallarah Ck at Bridge,7.15pm Thu,0.41,steady,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
Ourimbah Ck U/S Weir,6.30pm Thu,1.15,steady,,Plot | Table,2022-10-13 19:50:02.485447+11:00,NSW
