Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Queanbeyan River,Queanbeyan River,Queanbeyan River,Queanbeyan River,Queanbeyan River,Queanbeyan River,2022-10-14 10:20:02.529827+11:00,NSW
Queanbeyan R at Tinderry,9.56am Fri,1.71,rising,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Queanbeyan R U/S Googong Dam,8.00am Fri,1.16,rising,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Burra Ck at Burra,7.00am Fri,1.73,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Queanbeyan R at Googong Dam,10.10am Fri,663.16^,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Queanbeyan R at Wickerslack,10.11am Fri,1.10,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Queanbeyan R at ACT Border,7.19am Fri,1.94,falling,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Molonglo River,Molonglo River,Molonglo River,Molonglo River,Molonglo River,Molonglo River,2022-10-14 10:20:02.529827+11:00,NSW
Molonglo R at Carwoola,9.51am Fri,0.99,rising,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Molonglo R at Burbong,7.50am Fri,0.81,rising,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Molonglo R at Oaks Estate,7.00am Fri,1.58,steady,below minor,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Woolshed Creek U/S Fairbairne,9.48am Fri,0.57,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Molonglo R at Dairy Flat,5.46am Fri,555.98^,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Jerrabomberra Ck at Hindmarsh,10.00am Fri,2.74,rising,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Sullivan Ck at Southwell,7.56am Fri,0.43,falling,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Sullivan Ck at Barry Drive,1.00am Fri,0.96,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Lake Burley Griffin at Dam,7.41am Fri,555.91^,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Molonglo R at Coppins Crossing,7.54am Fri,1.84,rising,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Molonglo R below Yarralumla Creek,10.09am Fri,2.19,falling,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Molonglo R at Sturt Island,7.03am Fri,1.68,rising,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Cooma Creek,Cooma Creek,Cooma Creek,Cooma Creek,Cooma Creek,Cooma Creek,2022-10-14 10:20:02.529827+11:00,NSW
Cooma Ck at Koolaroo,10.00am Fri,0.92,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Cooma Back Ck at SMEC,9.01am Fri,0.26,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Murrumbidgee River to Burrinjuck,Murrumbidgee River to Burrinjuck,Murrumbidgee River to Burrinjuck,Murrumbidgee River to Burrinjuck,Murrumbidgee River to Burrinjuck,Murrumbidgee River to Burrinjuck,2022-10-14 10:20:02.529827+11:00,NSW
Numeralla R at Numeralla,10.00am Fri,0.83,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Alum Ck at Jones Plain Road,8.15am Fri,0.74,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Murrumbidgee R at Mittagang Cross.,10.00am Fri,1.22,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Murrumbidgee R at Billilingra,10.00am Fri,1.83,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Bredbo R at Bredbo Station,10.00am Fri,0.92,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Micaligo Ck at Michelago,10.00am Fri,0.70,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Gudgenby R at Tennent,7.00am Fri,2.13,rising,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Murrumbidgee R at Lobbs Hole,7.00am Fri,3.49,steady,below minor,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Tuggeranong Ck at Weir,7.01am Fri,0.22^,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Tuggeranong Ck u/s of Sewer,7.48am Fri,0.88,falling,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Cotter R at Cotter Dam,7.00am Fri,551.14^,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Cotter R at Cotter Kiosk,6.45am Fri,1.08,rising,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Murrumbidgee R at Mt Macdonald,1.30am Fri,2.38,falling,below minor,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Ginninderra Ck U/S Barton Hwy,7.53am Fri,0.95,rising,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Ginninderra Ck U/S Charn. Rd,7.53am Fri,0.84,falling,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Murrumbidgee R at Halls,7.00am Fri,3.49,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Yass R U/S Macks Reef Rd,10.00am Fri,1.19,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Yass R at Gundaroo,10.00am Fri,0.56,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Yass R at Yass,10.00am Fri,0.82,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Yass R u/s Burrinjuck Dam,10.00am Fri,2.02,rising,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
Goodradigbee R at Wee Jasper,10.00am Fri,1.83,steady,,Plot | Table,2022-10-14 10:20:02.529827+11:00,NSW
