Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Condamine-Culgoa Rivers,Condamine-Culgoa Rivers,Condamine-Culgoa Rivers,Condamine-Culgoa Rivers,Condamine-Culgoa Rivers,Condamine-Culgoa Rivers,2022-10-14 00:50:02.239805+11:00,NSW
Maranoa R at Old Cashmere,11.00pm Thu,2.27,steady,below minor,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Balonne R at Surat,11.00pm Thu,3.70,steady,below minor,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Balonne R at St George,11.00pm Thu,2.30,steady,below minor,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Balonne R at Jack Taylor Weir,11.00pm Thu,-0.00,steady,,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Culgoa R at Whyenbah,11.00pm Thu,2.76,steady,below minor,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Culgoa R at Woolerbilla,11.00pm Thu,4.00,steady,below minor,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Narran R at Dirranbandi,11.00pm Thu,2.75,steady,below minor,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Narran R at New Angledool No 2 **,12.00am Fri,2.27,steady,below minor,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Ballandool R at Ballandool,11.00pm Thu,2.35,steady,below minor,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Bokhara R at Hebel,11.00pm Thu,0.98,steady,below minor,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Bokhara R at Goodooga,12.15am Fri,2.31,steady,below minor,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Bokhara R at Goodwins,12.00am Fri,2.49,steady,minor,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Birrie R at Goodooga,12.00am Fri,2.04,steady,below minor,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Culgoa R at Brenda,12.30am Fri,3.96,steady,below minor,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Culgoa R at Weilmoringle,12.00am Fri,5.72,steady,minor,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Culgoa R at Mundiwa,12.00am Fri,5.42,steady,,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Culgoa R at Kenebree,12.45am Fri,5.82,steady,moderate,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Warrego River,Warrego River,Warrego River,Warrego River,Warrego River,Warrego River,2022-10-14 00:50:02.239805+11:00,NSW
Warrego R at Wyandra,11.00pm Thu,3.08,steady,below minor,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Warrego R at Cunnamulla,11.00pm Thu,5.93,steady,below minor,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Warrego R at Barringun No 2**,12.00am Fri,2.70,steady,below minor,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Warrego R at Fords Br,12.30am Fri,1.44,steady,,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Warrego R at Fords Br Bywash,4.15pm Thu,2.40,steady,moderate,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
Cuttaburra Channel at Turra,12.00am Fri,2.01,steady,,Plot | Table,2022-10-14 00:50:02.239805+11:00,NSW
