Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,2022-10-14 14:40:01.656125+11:00,NSW
Macintyre R at Wallangra,12.00pm Fri,1.25,steady,,,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Severn R at Pindari Dam W/L,12.00pm Fri,516.05,steady,0.05 above Spillway,,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Severn R at Ashford,12.00pm Fri,1.25,steady,,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Macintyre River at Ridgelands,1.00pm Fri,1.75,steady,,,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Macintyre R at Holdfast,12.00pm Fri,1.38,steady,,,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Quart Pot Ck U/S Storm King Dam #,12.37pm Fri,1.69,steady,1.02 below Bridge,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Mountain Station Ck at Mt Stat Ck #,11.19am Fri,0.35,steady,1.25 below Road,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Quart Pot Ck at Storm King Dam HW #,11.59am Fri,0.09,steady,0.09 above Spillway,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Quart Pot Ck at Dalcouth Road #,10.24am Fri,1.00,steady,0.30 below Causeway,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Quart Pot Ck at Granite Street #,12.41pm Fri,0.38,steady,0.23 below Road,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Quart Pot Ck at Stanthorpe #,12.33pm Fri,0.33,steady,,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Quart Pot Ck at Stanthorpe *,12.00pm Fri,0.39,steady,,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
4 Mile Ck at Glen Niven Dam TM*,12.00pm Fri,879.46,steady,0.11 above Spillway,,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Broadwater Creek #,1.07pm Fri,0.78,steady,,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Broadwater Creek *,12.00pm Fri,0.77,steady,,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Severn R at Ballandean *,12.00pm Fri,0.97,steady,0.93 below Approaches,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Severn R at Ballandean #,11.04am Fri,0.99,steady,0.91 below Approaches,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Accommodation Ck at Ballandean *,12.00pm Fri,0.55,steady,1.15 below Crossing,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Accommodation Ck at Ballandean #,11.24am Fri,0.60,steady,1.10 below Bridge,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Dumaresq R at Farnbro *,12.00pm Fri,1.25,steady,,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Pike Ck at Glenlyon Dam TW *,12.15pm Fri,0.85,steady,,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Mole R at Donaldson,12.45pm Fri,0.86,steady,,,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Dumaresq R at Roseneath,12.00pm Fri,1.15,steady,,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Beardy R at Haystack,1.00pm Fri,1.02,steady,,,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Dumaresq R at Bonshaw,12.00pm Fri,3.27,steady,,,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Dumaresq R at Texas *,12.00pm Fri,1.90,steady,5.60 below Road,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Oaky Ck at Texas *,12.00pm Fri,0.41,steady,,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Brush Ck at Beebo *,12.00pm Fri,1.54,steady,,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Dumaresq R at Glenarbon Weir D/S*,12.00pm Fri,0.88,steady,,,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Macintyre Bk at Barongarook *,12.00pm Fri,1.10,steady,,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Macintyre Bk at Barongarook #,10.59am Fri,1.11,steady,,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Chain of Ponds Ck at Artunga #,12.38pm Fri,1.32,falling,,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Bracker Ck at Terraine *,12.00pm Fri,0.08,steady,,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Bracker Ck at Terraine #,11.58am Fri,0.05,steady,,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Macintyre Bk at Coolmunda Dam HW *,12.00pm Fri,0.01,steady,0.01 above Full Supply,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Macintyre Bk at Coolmunda Dam TW *,12.00pm Fri,0.41,steady,,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
Macintyre Bk at Coolmunda Dam TW #,12.53pm Fri,-0.30,falling,0.80 below Causeway,below minor,Plot | Table,2022-10-14 14:40:01.656125+11:00,NSW
