Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,2022-10-13 17:10:02.417989+11:00,NSW
Macintyre R at Wallangra,3.00pm Thu,1.32,steady,,,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Severn R at Pindari Dam W/L,3.00pm Thu,516.09,steady,0.09 above Spillway,,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Severn R at Ashford,3.00pm Thu,1.27,steady,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Macintyre R at Holdfast,3.00pm Thu,1.68,steady,,,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Quart Pot Ck U/S Storm King Dam #,3.37pm Thu,1.69,steady,1.02 below Bridge,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Mountain Station Ck at Mt Stat Ck #,2.19pm Thu,0.35,steady,1.25 below Road,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Quart Pot Ck at Storm King Dam HW #,2.59pm Thu,0.09,steady,0.09 above Spillway,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Quart Pot Ck at Dalcouth Road #,1.24pm Thu,1.05,steady,0.25 below Causeway,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Quart Pot Ck at Granite Street #,12.41pm Thu,0.43,steady,0.18 below Road,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Quart Pot Ck at Stanthorpe #,3.34pm Thu,0.38,steady,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Quart Pot Ck at Stanthorpe *,3.00pm Thu,0.41,steady,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
4 Mile Ck at Glen Niven Dam TM*,2.00pm Thu,879.46,steady,0.11 above Spillway,,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Broadwater Creek #,1.07pm Thu,0.88,steady,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Broadwater Creek *,3.00pm Thu,0.85,steady,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Severn R at Ballandean *,3.00pm Thu,1.02,steady,0.88 below Approaches,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Severn R at Ballandean #,2.04pm Thu,1.04,steady,0.86 below Approaches,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Accommodation Ck at Ballandean *,3.00pm Thu,0.56,steady,1.14 below Crossing,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Accommodation Ck at Ballandean #,2.24pm Thu,0.60,steady,1.10 below Bridge,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Dumaresq R at Farnbro *,3.00pm Thu,1.28,steady,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Pike Ck at Glenlyon Dam TW *,3.30pm Thu,0.89,steady,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Mole R at Donaldson,2.30pm Thu,0.90,steady,,,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Dumaresq R at Roseneath,3.00pm Thu,1.20,steady,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Dumaresq R at Bonshaw,3.00pm Thu,3.31,steady,,,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Dumaresq R at Texas *,3.00pm Thu,1.90,steady,5.60 below Road,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Oaky Ck at Texas *,3.00pm Thu,0.42,steady,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Brush Ck at Beebo *,3.00pm Thu,1.55,steady,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Dumaresq R at Glenarbon Weir D/S*,3.00pm Thu,0.98,steady,,,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Macintyre Bk at Barongarook *,3.00pm Thu,1.15,steady,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Macintyre Bk at Barongarook #,2.08pm Thu,1.15,falling,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Chain of Ponds Ck at Artunga #,1.22pm Thu,1.37,steady,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Bracker Ck at Terraine *,3.00pm Thu,0.10,steady,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Bracker Ck at Terraine #,2.58pm Thu,0.10,steady,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Macintyre Bk at Coolmunda Dam HW *,3.00pm Thu,0.01,steady,0.01 above Full Supply,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Macintyre Bk at Coolmunda Dam TW *,3.00pm Thu,0.62,steady,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Macintyre Bk at Coolmunda Dam TW #,3.12pm Thu,-0.10,steady,0.60 below Causeway,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Canning Ck at Woodspring #,1.45pm Thu,1.71,falling,5.29 below Bridge,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Macintyre Bk at Inglewood Br #,2.17pm Thu,2.05,steady,8.35 below Bridge,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Macintyre Bk at Inglewood Weir *,3.00pm Thu,2.44,steady,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Macintyre R at Whetstone Weir *,3.00pm Thu,0.37,steady,0.37 above Weir,,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Macintyre Bk at Ben Dor Weir *,3.00pm Thu,0.34,steady,,,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Macintyre Bk at Booba Sands *,3.00pm Thu,2.17,steady,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Dumaresq R at Bengalla *,3.38pm Thu,2.28,rising,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Macintyre R at New Kildonan *,3.39pm Thu,4.10,falling,,minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Macintyre R at Boggabilla,3.00pm Thu,5.40,falling,,minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Macintyre R at Goondiwindi *,3.00pm Thu,5.66,steady,6.54 below Bridge,minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Macintyre R at Goondiwindi Weir *,3.00pm Thu,5.41,steady,3.91 above Weir,minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Callandoon Ck at Carana Weir *,3.00pm Thu,5.04,falling,3.04 above Weir,moderate,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Callandoon Ck at Oonavale*,3.00pm Thu,6.38,steady,,,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Boomi R at Boomi Offtake,3.00pm Thu,2.32,steady,,,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Macintyre R at Boomi Weir,3.00pm Thu,2.37,steady,,,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Macintyre R at Kanowna,3.00pm Thu,5.38,steady,,,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Barwon R at Mungindi,3.00pm Thu,6.73,steady,,moderate,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Weir,Weir,Weir,Weir,Weir,Weir,Weir,2022-10-13 17:10:02.417989+11:00,NSW
Weir R at O'Connor *,3.00pm Thu,1.50,steady,,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
Weir R at Retreat Br *,3.00pm Thu,1.50,steady,11.00 below Bridge,below minor,Plot | Table,2022-10-13 17:10:02.417989+11:00,NSW
