Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Albany Coast,Albany Coast,Albany Coast,Albany Coast,Albany Coast,Albany Coast,2022-10-13 12:51:35.872160+11:00,WA
Goodga River at Black Cat Flat,9.00am Thu,0.18,steady,,Plot | Table,2022-10-13 12:51:35.872160+11:00,WA
Kalgan River at Stevens Farm,9.00am Thu,0.33,steady,,Plot | Table,2022-10-13 12:51:35.872160+11:00,WA
King River at Billa Boya Reserve,9.00am Thu,0.34,steady,,Plot | Table,2022-10-13 12:51:35.872160+11:00,WA
Pallinup River at Bull Crossing,9.00am Thu,0.27,steady,,Plot | Table,2022-10-13 12:51:35.872160+11:00,WA
Esperance Coast,Esperance Coast,Esperance Coast,Esperance Coast,Esperance Coast,Esperance Coast,2022-10-13 12:51:35.872160+11:00,WA
Young River at Cascades,9.00am Thu,0.05,steady,,Plot | Table,2022-10-13 12:51:35.872160+11:00,WA
Young River at Neds Corner,9.00am Thu,0.43,steady,,Plot | Table,2022-10-13 12:51:35.872160+11:00,WA
Lort River at Fairfield,9.00am Thu,0.16,steady,,Plot | Table,2022-10-13 12:51:35.872160+11:00,WA
Bandy Creek at Fisheries Road,9.00am Thu,0.14,steady,,Plot | Table,2022-10-13 12:51:35.872160+11:00,WA
