Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Busselton Coastal,Busselton Coastal,Busselton Coastal,Busselton Coastal,Busselton Coastal,Busselton Coastal,2022-10-14 12:10:01.985719+11:00,WA
Walsall Bk at Chapman Hill Rd CB2,9.06am Fri,0.08,steady,below minor,Plot | Table,2022-10-14 12:10:01.985719+11:00,WA
Vasse River at Doyle Rd CB1,8.32am Fri,0.18,steady,below minor,Plot | Table,2022-10-14 12:10:01.985719+11:00,WA
Sabina Main Drain at Vasse Hwy CB3,8.57am Fri,0.03,steady,,Plot | Table,2022-10-14 12:10:01.985719+11:00,WA
Vasse Diversion at Wonnerup East Rd,8.00am Fri,0.12,steady,below minor,Plot | Table,2022-10-14 12:10:01.985719+11:00,WA
Vasse Diversion at D/S Hill Rd,9.00am Fri,0.10,steady,below minor,Plot | Table,2022-10-14 12:10:01.985719+11:00,WA
Carbunup River at Lennox Vineyard,8.00am Fri,0.80,steady,,Plot | Table,2022-10-14 12:10:01.985719+11:00,WA
Wilyabrup Brook at Woodlands,8.00am Fri,0.55,steady,,Plot | Table,2022-10-14 12:10:01.985719+11:00,WA
Margaret River at Willmots Farm,8.00am Fri,0.42,steady,,Plot | Table,2022-10-14 12:10:01.985719+11:00,WA
Margaret River Nth at Whicher Range,7.55am Fri,0.16,steady,,Plot | Table,2022-10-14 12:10:01.985719+11:00,WA
Blackwood,Blackwood,Blackwood,Blackwood,Blackwood,Blackwood,2022-10-14 12:10:01.985719+11:00,WA
North Arthur River at Lake Toolibin,8.00am Fri,0.02,steady,below minor,Plot | Table,2022-10-14 12:10:01.985719+11:00,WA
Arthur River at Mount Brown,8.00am Fri,0.12,steady,,Plot | Table,2022-10-14 12:10:01.985719+11:00,WA
Beaufort River at Manywaters,8.00am Fri,0.12,steady,below minor,Plot | Table,2022-10-14 12:10:01.985719+11:00,WA
Blackwood River at Boyup Flax Mill,8.00am Fri,0.65,steady,below minor,Plot | Table,2022-10-14 12:10:01.985719+11:00,WA
Blackwood River at Winnejup,8.00am Fri,0.63,steady,below minor,Plot | Table,2022-10-14 12:10:01.985719+11:00,WA
