Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Minilya,Minilya,Minilya,Minilya,Minilya,Minilya,2022-10-13 20:50:02.086427+11:00,WA
Minilya River at Minilya Bridge,4.55pm Thu,-0.07,steady,below minor,Plot | Table,2022-10-13 20:50:02.086427+11:00,WA
Gascoyne,Gascoyne,Gascoyne,Gascoyne,Gascoyne,Gascoyne,2022-10-13 20:50:02.086427+11:00,WA
Gascoyne River at Yinnetharra Xing,5.00pm Thu,0.74,steady,below minor,Plot | Table,2022-10-13 20:50:02.086427+11:00,WA
Gascoyne River at Pells Island,5.00pm Thu,0.30,steady,below minor,Plot | Table,2022-10-13 20:50:02.086427+11:00,WA
Lyons River at Lyons River Xing,5.00pm Thu,-0.01,steady,below minor,Plot | Table,2022-10-13 20:50:02.086427+11:00,WA
Gascoyne River at Jimba,5.00pm Thu,0.39,steady,below minor,Plot | Table,2022-10-13 20:50:02.086427+11:00,WA
Gascoyne River at Fishy Pool,5.00pm Thu,-0.07,steady,below minor,Plot | Table,2022-10-13 20:50:02.086427+11:00,WA
Gascoyne River at Nine Mile Br,5.00pm Thu,-0.99,steady,below minor,Plot | Table,2022-10-13 20:50:02.086427+11:00,WA
Murchison,Murchison,Murchison,Murchison,Murchison,Murchison,2022-10-13 20:50:02.086427+11:00,WA
Murchison River at Emu Springs,5.00pm Thu,0.08,steady,below minor,Plot | Table,2022-10-13 20:50:02.086427+11:00,WA
