Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Minilya,Minilya,Minilya,Minilya,Minilya,Minilya,2022-10-14 11:30:02.249392+11:00,WA
Minilya River at Minilya Bridge,7.55am Fri,-0.07,steady,below minor,Plot | Table,2022-10-14 11:30:02.249392+11:00,WA
Gascoyne,Gascoyne,Gascoyne,Gascoyne,Gascoyne,Gascoyne,2022-10-14 11:30:02.249392+11:00,WA
Gascoyne River at Yinnetharra Xing,8.00am Fri,0.62,steady,below minor,Plot | Table,2022-10-14 11:30:02.249392+11:00,WA
Gascoyne River at Pells Island,8.00am Fri,0.27,steady,below minor,Plot | Table,2022-10-14 11:30:02.249392+11:00,WA
Lyons River at Lyons River Xing,8.00am Fri,-0.01,steady,below minor,Plot | Table,2022-10-14 11:30:02.249392+11:00,WA
Gascoyne River at Jimba,8.00am Fri,0.35,steady,below minor,Plot | Table,2022-10-14 11:30:02.249392+11:00,WA
Gascoyne River at Fishy Pool,8.00am Fri,-0.07,steady,below minor,Plot | Table,2022-10-14 11:30:02.249392+11:00,WA
Gascoyne River at Nine Mile Br,8.00am Fri,-1.00,steady,below minor,Plot | Table,2022-10-14 11:30:02.249392+11:00,WA
Murchison,Murchison,Murchison,Murchison,Murchison,Murchison,2022-10-14 11:30:02.249392+11:00,WA
Murchison River at Emu Springs,8.00am Fri,0.07,steady,below minor,Plot | Table,2022-10-14 11:30:02.249392+11:00,WA
