Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Plane,Plane,Plane,Plane,Plane,Plane,Plane,2022-10-13 18:00:01.906781+11:00,QLD
Carmila Ck at Carmila *,4.00pm Thu,0.97,steady,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Plane Ck at Sucrogen Weir #,1.41pm Thu,0.00,steady,9.80 below Bridge,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Sandy Ck at Eton #,9.01am Thu,6.85,,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Dalrymple Bay Tide *,4.01pm Thu,3.44,steady,3.70 below HAT,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Nth Sandy Ck at Kinchant Dam *,4.00pm Thu,-1.37,steady,1.37 below Full Supply,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Sandy Ck at Antoneys Crossing #,2.20pm Thu,0.00,steady,2.10 below Road,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Sandy Ck at Homebush *,4.00pm Thu,0.50,steady,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Bakers Ck at Walkerston #,3.19pm Thu,1.00,steady,,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Bakers Ck at Bakers Creek #,4.32pm Thu,3.33,falling,,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Drainage Channel at Schmidtke Rd#,4.24pm Thu,0.00,steady,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Drainage Channel at Gateway Dv #,3.45pm Thu,0.00,falling,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Pioneer,Pioneer,Pioneer,Pioneer,Pioneer,Pioneer,Pioneer,2022-10-13 18:00:01.906781+11:00,QLD
Teemburra Ck at Teemburra Dam TW *,3.00pm Thu,1.11,steady,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Blacks Ck at Whitefords *,4.00pm Thu,0.64,steady,,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Blacks Ck at Whitefords #,3.15pm Thu,0.63,falling,,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Pioneer R at Sarichs #,11.44am Thu,1.45,steady,,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Pioneer R at Sarichs *,4.00pm Thu,1.45,steady,,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Finch Hatton Ck at Gorge Road *,4.00pm Thu,1.32,steady,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Cattle Ck at Finch Hatton #,2.44pm Thu,0.97,falling,9.03 below Bridge,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Cattle Ck at Finch Hatton *,4.00pm Thu,1.01,steady,8.99 below Bridge,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Cattle Ck at Mattie O'Neill Br #,3.11pm Thu,0.00,steady,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Cattle Ck at Frank Neilsen Br #,3.24pm Thu,0.95,steady,16.95 below Bridge,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Cattle Ck at Frank Neilsen Br *,4.00pm Thu,0.93,steady,16.97 below Bridge,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Pioneer R at Mirani Weir HW *,4.00pm Thu,45.40,steady,0.20 above Weir,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Pioneer R at Mirani Weir TW *,4.00pm Thu,1.37,steady,,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Pioneer R at Mirani Weir TW #,4.10pm Thu,1.33,falling,,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Pioneer R at Mirani Township #,2.53pm Thu,0.25,steady,,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Pioneer R at Marian Weir *,4.00pm Thu,0.05,steady,0.05 above Weir,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Pioneer R at Dumbleton Rocks *,4.00pm Thu,14.08,steady,0.08 above Full Supply,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Pioneer R at Dumbleton Rocks #,3.15pm Thu,14.10,steady,0.10 above Full Supply,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Pioneer R at Dumbleton Weir Tw *,4.00pm Thu,4.84,steady,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Pioneer R at Hospital Br #,4.39pm Thu,3.10,rising,3.54 below Old Bridge,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Pioneer R at Mackay #,4.38pm Thu,2.95,falling,6.65 below Bridge,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Outer Harbour Tide #,4.36pm Thu,2.81,falling,3.77 below HAT,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
