Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Stanley/Upper Brisbane,Stanley/Upper Brisbane,Stanley/Upper Brisbane,Stanley/Upper Brisbane,Stanley/Upper Brisbane,Stanley/Upper Brisbane,Stanley/Upper Brisbane,2022-10-14 02:10:02.497125+11:00,QLD
Stanley R at Peachester *,12.00am Fri,0.46,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Stanley R at Woodford-1 #,11.29pm Thu,1.88,steady,4.22 below Bridge,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Stanley R at Woodford-2 #,10.29pm Thu,1.86,steady,4.24 below Bridge,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Stanley R at Woodford *,12.00am Fri,1.87,steady,4.23 below Bridge,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Kilcoy Ck d/s Mt Kilcoy Weir *,12.00am Fri,0.80,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Stanley R at Somerset Dam HW #,11.19pm Thu,97.10,steady,0.10 above Full Supply,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Stanley R at Somerset Dam HW *,8.19pm Thu,97.10^,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Cooyar Ck at Cooyar-Kooralgin Rd *,10.20pm Thu,0.52,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Yarraman Ck at Emmert St *,10.35am Thu,0.15,rising,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Cooyar Ck at Cooyar Ck *,12.00am Fri,1.05,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Cooyar Ck at Cooyar Ck #,8.46pm Thu,1.04,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Brisbane R at Linville #,10.28pm Thu,0.53,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Brisbane R at Linville *,12.00am Fri,0.51,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Brisbane R at Devon Hills #,9.46pm Thu,1.38,falling,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Emu Ck at Boat Mountain #,11.46pm Thu,0.72,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Emu Ck at Boat Mountain *,12.00am Fri,0.73,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Maronghi Ck at Glendale *,12.00am Fri,1.17,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Brisbane R at Gregor Ck-1 #,12.31am Fri,1.46,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Brisbane R at Gregor Ck-2 #,11.13pm Thu,1.46,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Brisbane R at Gregor Ck *,12.00am Fri,1.47,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Cressbrook Ck at Cressbrook Dam #,11.29pm Thu,280.12,rising,0.12 above Spillway,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Cressbrook Ck at Rosentreters Br #,11.44pm Thu,1.36,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Cressbrook Ck at Rosentreters Br *,12.00am Fri,1.35,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Reedy Ck at Mt Byron *,12.00am Fri,0.31,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Esk Ck at Falls Rd *,12.00am Fri,1.63,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Brisbane R at Wivenhoe Dam HW #,10.34pm Thu,65.86,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Brisbane R at Wivenhoe Dam HW *,10.34pm Thu,65.86^,rising,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Brisbane R at Wivenhoe Dam TW #,12.28am Fri,27.34,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Brisbane R at Wivenhoe Dam TW *,10.00pm Thu,27.34^,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Lower Brisbane,Lower Brisbane,Lower Brisbane,Lower Brisbane,Lower Brisbane,Lower Brisbane,Lower Brisbane,2022-10-14 02:10:02.497125+11:00,QLD
Murphys Ck at Spring Bluff *,12.00am Fri,1.18,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Murphys Ck at Spring Bluff #,10.39pm Thu,1.17,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Lockyer Ck at Upper Lockyer #,11.16pm Thu,0.00,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Lockyer Ck at Helidon #,9.45pm Thu,0.66,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Lockyer Ck at Helidon *,12.00am Fri,0.64,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Flagstone Ck at Lilydale *,12.00am Fri,1.29,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Flagstone Ck at Lilydale #,12.25am Fri,1.30,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Sandy Ck at Sandy Creek Road #,10.16pm Thu,0.80,steady,1.10 below Crossing,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Ma Ma Ck at Harms #,11.43pm Thu,1.49,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Ma Ma Ck at Harms *,12.00am Fri,1.52,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Tenthill Ck at Tenthill #,12.30am Fri,1.00,rising,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Tenthill Ck at Tenthill *,12.00am Fri,0.94,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Lockyer Ck at Gatton #,10.51pm Thu,0.42,falling,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Lockyer Ck at Gatton *,10.21pm Thu,0.43^,rising,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Sandy Ck at Moon Rd #,11.59pm Thu,0.15,falling,0.71 below Crossing,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Sandy Ck at Whiteway Rd Overflow #,12.18am Fri,0.00,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Sandy Ck at Whiteway Rd #,12.21am Fri,0.10,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Laidley Ck at Thornton (School Rd)#,11.45pm Thu,-0.13,steady,5.33 below Bridge,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Laidley Ck at Mulgowie #,11.36pm Thu,2.21,steady,6.84 below Bridge,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Laidley Ck at Mulgowie *,12.00am Fri,2.21,steady,6.84 below Bridge,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Laidley Anab at Mulgowie Rd #,12.21am Fri,0.05,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Laidley Anab at McGarrigal Rd #,10.38pm Thu,0.00,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Laidley Ck at Narda Lagoon #,11.27pm Thu,0.70,steady,1.05 below Bridge,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Laidley Ck at Showground Weir #,10.15pm Thu,4.48,steady,0.33 above Weir,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Laidley Ck at Showground Weir *,10.15pm Thu,4.48^,steady,0.33 above Weir,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Bill Gunn Dam #,11.02pm Thu,110.00,steady,At Level of Spillway,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Bill Gunn Dam *,8.02pm Thu,110.00^,steady,At Level of Spillway,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Laidley Ck at Warrego Hwy #,9.57pm Thu,0.84,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Laidley Ck at Warrego Hwy *,12.00am Fri,0.85,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Lake Clarendon Dam #,10.07pm Thu,95.94,steady,0.06 below Full Supply,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Lake Clarendon Dam *,10.07pm Thu,95.94^,steady,0.06 below Full Supply,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Lockyer Ck at Glenore Grove #,12.23am Fri,2.28,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Lockyer Ck at Rifle Range Rd #,11.23pm Thu,1.00,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Lockyer Ck at Rifle Range Rd *,12.00am Fri,0.99,falling,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Buaraba Ck at Atkinson Dam #,7.09pm Thu,65.71,steady,0.01 below Spillway,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Buaraba Ck at Atkinson Dam *,10.00pm Thu,65.71^,steady,0.01 below Spillway,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Lockyer Ck at Clarendon *,12.00am Fri,0.86,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Brisbane R at Lowood Pump Stn #,12.35am Fri,0.78,rising,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Brisbane R at Lowood #,12.30am Fri,0.34,rising,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Brisbane R at Savages Crossing #,12.15am Fri,1.59,rising,1.31 below Bridge,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Brisbane R at Savages Crossing *,12.00am Fri,1.62,rising,1.28 below Bridge,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Black Snake Ck at Marburg #,12.03am Fri,0.46,steady,7.04 below Spillway,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Cabbage Tree Ck at L Manchester #,12.11am Fri,50.88,steady,0.02 below Spillway,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Cabbage Tree Ck at L Manchester *,9.11pm Thu,50.88^,steady,0.02 below Spillway,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Brisbane R at Kholo Br #,12.16am Fri,-0.06,steady,4.88 below Bridge,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Brisbane R at Mt Crosby #,11.29pm Thu,6.90,steady,5.45 below Bridge,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Brisbane R at Mt Crosby *,8.29pm Thu,6.90^,steady,5.45 below Bridge,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Bremer R at Adams Br #,11.26pm Thu,0.82,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Bremer R at Adams Br *,12.00am Fri,0.84,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Bremer R at Lower Mt Walker #,12.31am Fri,0.70,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Bremer R at Spressers Br #,12.26am Fri,0.60,steady,4.20 below Bridge,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Lower Brisbane,Lower Brisbane,Lower Brisbane,Lower Brisbane,Lower Brisbane,Lower Brisbane,Lower Brisbane,2022-10-14 02:10:02.497125+11:00,QLD
Western Ck at Grandchester #,9.56pm Thu,0.20,,4.40 below Bridge,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Western Ck at Kuss Rd #,10.12pm Thu,0.48,steady,7.12 below Bridge,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Western Ck at Kuss Rd *,12.00am Fri,0.45,steady,7.15 below Bridge,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Western Ck at Rosewood WWTP #,12.23am Fri,0.60,steady,6.65 below Approaches,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Bremer R at Rosewood #,10.30pm Thu,0.77,steady,4.43 below Bridge,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Bremer R at Rosewood #,11.47pm Thu,0.74,steady,4.46 below Bridge,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Bremer R at Seven Mile Br #,10.12pm Thu,30.05,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Bremer R at Five Mile Br #,11.09pm Thu,0.18,steady,4.02 below Bridge,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Bremer R at Walloon *,12.00am Fri,1.64,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Bremer R at Walloon #,12.22am Fri,1.64,falling,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Bremer R at Three Mile Br #,10.05pm Thu,10.48,falling,8.62 below Bridge,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Reynolds Ck at Moogerah Dam HW #,10.18pm Thu,-0.03,steady,0.03 below Full Supply,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Reynolds Ck at Moogerah Dam TW *,6.00pm Thu,0.72,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Warrill Ck at Toohills Crossing #,12.23am Fri,0.58,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Warrill Ck at Toohills Crossing *,9.23pm Thu,0.58,steady,,,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Warrill Ck at Kalbar Weir HW #,9.15pm Thu,74.83,steady,0.06 above Weir,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Warrill Ck at Kalbar Weir HW *,9.15pm Thu,74.83,steady,0.06 above Weir,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Warrill Ck at Kalbar Weir TW *,6.00pm Thu,70.65^,steady,,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Warrill Ck at Harrisville-1 #,11.27pm Thu,0.40,steady,5.10 below Bridge,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
Warrill Ck at Harrisville-2 #,10.46pm Thu,0.46,steady,5.04 below Bridge,below minor,Plot | Table,2022-10-14 02:10:02.497125+11:00,QLD
