Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Warrego,Warrego,Warrego,Warrego,Warrego,Warrego,Warrego,2022-10-13 20:20:01.670574+11:00,QLD
Warrego R at Barngo Crossing #,5.23pm Thu,0.05,steady,,,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Warrego R at Bogarella Crossing #,5.21pm Thu,0.05,steady,,,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Warrego R at Caroline Crossing #,6.25pm Thu,0.00,falling,,,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Warrego R at Augathella *,6.00pm Thu,0.92,steady,5.08 below Approaches,below minor,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Nive R at Old Tambo Rd #,5.27pm Thu,0.05,steady,,,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Nive R at Biddenham #,6.43pm Thu,0.65,steady,,below minor,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Warrego R at The 27 Mile Garden #,5.46pm Thu,0.51,steady,3.39 below Approaches,below minor,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Middle Ck at Wellwater Rd #,5.48pm Thu,2.35,falling,,,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Bradleys Gully at Raceview #,6.56pm Thu,0.35,steady,,below minor,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Lower Bradleys Gully #,4.11pm Thu,-0.05,falling,,below minor,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Warrego R at Charleville #,6.27pm Thu,1.22,steady,4.88 below Bridge,below minor,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Langlo River at Warilda #,6.04pm Thu,0.65,steady,2.75 below Bridge,below minor,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Langlo R at Bonella #,5.20pm Thu,0.10,steady,,,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Ward R at Oakwood #,5.56pm Thu,0.00,steady,,,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Ward R at Ward R Xing #,6.00pm Thu,0.00,steady,,,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Ward R at Binnowee *,6.00pm Thu,1.25,steady,4.95 below Approaches,below minor,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Ward R at Binnowee #,6.40pm Thu,1.23,steady,4.97 below Approaches,below minor,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Angellala Ck at Bonfield #,6.07pm Thu,0.00,steady,,,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Angellala Ck at Alice Downs #,4.44pm Thu,0.00,steady,,,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Angellala Ck at Wallal #,6.42pm Thu,0.00,steady,,,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Warrego R at Bakers Bend #,5.30pm Thu,1.36,steady,,below minor,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Warrego R at Wyandra *,6.00pm Thu,3.15,steady,4.45 below Bridge,below minor,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
Warrego R at Wallen *,6.00pm Thu,2.42,steady,,below minor,Plot | Table,2022-10-13 20:20:01.670574+11:00,QLD
