Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Cape Rivers (East),Cape Rivers (East),Cape Rivers (East),Cape Rivers (East),Cape Rivers (East),Cape Rivers (East),Cape Rivers (East),2022-10-14 04:40:01.623108+11:00,QLD
East Normanby R at Mulligan Hwy *,3.00am Fri,1.30,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Normanby R at Battle Camp *,3.00am Fri,2.22,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Laura R at Coalseam Ck *,3.00am Fri,1.38,steady,2.12 below Bridge,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Normanby R at Kalpowar Xing *,3.00am Fri,1.47,steady,0.43 below Causeway,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Hann R at Sandy Creek *,3.00am Fri,0.34,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Stewart R at Telegraph Rd *,3.00am Fri,0.98,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Pascoe R at Fall Ck *,3.00am Fri,1.34,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Pascoe R at Garraway Creek *,3.00am Fri,1.72,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Nicholson/Gregory,Nicholson/Gregory,Nicholson/Gregory,Nicholson/Gregory,Nicholson/Gregory,Nicholson/Gregory,Nicholson/Gregory,2022-10-14 04:40:01.623108+11:00,QLD
Mornington Island Tide *,3.11am Fri,2.59,steady,1.28 below HAT,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Gregory R at Riversleigh *,3.00am Fri,1.55,steady,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Gregory R at Gregory Downs *,3.00am Fri,0.73,steady,8.57 below Bridge,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Burketown Tide *,3.07am Fri,2.95,steady,1.54 below HAT,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Leichhardt,Leichhardt,Leichhardt,Leichhardt,Leichhardt,Leichhardt,Leichhardt,2022-10-14 04:40:01.623108+11:00,QLD
Leichhardt R at Doughboy Ck *,3.00am Fri,0.33,steady,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Leichhardt R at Julius Dam *,3.00am Fri,-1.38,steady,1.38 below Spillway,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Leichhardt R at Miranda Creek *,3.00am Fri,0.93,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Gunpowder Ck at Gunpowder *,3.00am Fri,0.15,steady,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Leichhardt R at Floraville *,3.00am Fri,0.52,steady,0.98 below Causeway,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Flinders,Flinders,Flinders,Flinders,Flinders,Flinders,Flinders,2022-10-14 04:40:01.623108+11:00,QLD
Flinders R at Whites Mountain *,3.00am Fri,0.00,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Flinders R at Glendower Crossing *,3.20am Fri,0.73,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Flinders R at Glenmoan Station *,3.00am Fri,-0.02,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Porcupine Ck at Mt Emu Plains *,3.00am Fri,1.42,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Flinders R at Marathon *,2.00am Fri,0.00,steady,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Flinders R at Richmond *,3.00am Fri,0.67,steady,5.71 below Bridge,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Flinders R at Punchbowl *,3.00am Fri,0.97,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Flinders R at Etta Plains *,3.00am Fri,-0.01,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Julia Ck at Julia Ck *,3.00am Fri,0.10,steady,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Williams R at Landsborough Hwy *,3.00am Fri,0.20,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Gilliat R at Wills Dev Rd *,3.00am Fri,2.09,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Cloncurry R at Cloncurry *,3.00am Fri,0.04,steady,10.46 below Bridge,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Corella R at Corella Dam HW *,12.00am Fri,293.84,steady,4.06 below Spillway,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Dugald R at Rail Crossing *,3.00am Fri,0.02,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Cloncurry R at Canobie Auto *,3.00am Fri,0.26,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Flinders R-Cloncurry R Junction *,3.00am Fri,0.29,rising,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Saxby R at Punchbowl Rd *,3.00am Fri,0.63,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Flinders R at Walkers Bend *,3.00am Fri,0.66,steady,4.74 below Bridge,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Norman,Norman,Norman,Norman,Norman,Norman,Norman,2022-10-14 04:40:01.623108+11:00,QLD
Spear Ck at Iffley *,3.00am Fri,0.00,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Norman R d/s Yappar R Junction *,3.00am Fri,0.00,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Norman R at Broadwater *,12.00am Fri,2.18,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Norman R at Glenore Weir *,3.00am Fri,6.70,steady,2.87 below Bridge,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Norman R at Normanton *,3.00am Fri,0.99,rising,1.84 below Approaches,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Walkers Ck at Miranda Downs *,3.00am Fri,0.00,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Walker Ck at Burke Devel Rd *,3.00am Fri,-0.01,steady,6.41 below Bridge,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Karumba Tide *,3.03am Fri,2.41,steady,2.47 below HAT,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Gilbert,Gilbert,Gilbert,Gilbert,Gilbert,Gilbert,Gilbert,2022-10-14 04:40:01.623108+11:00,QLD
Gilbert R at Rockfields *,3.00am Fri,2.63,steady,3.37 below Bridge,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Copperfield R at Spanner Waterhole*,3.00am Fri,1.78,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Copperfield R at Kidston Dam HW *,2.00am Fri,584.75,steady,1.25 below Spillway,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Copperfield R at Kidston Dam TW *,2.00am Fri,2.15,falling,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Einasleigh R at Einasleigh *,3.00am Fri,1.26,steady,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Elizabeth Ck at Mt Surprise *,3.00am Fri,1.45,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Etheridge R at Roseglen *,3.00am Fri,1.19,steady,,below minor,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Einasleigh R at Minnies Dip *,3.00am Fri,1.61,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Gilbert R at Burke Dev Rd *,3.00am Fri,0.99,steady,3.51 below Bridge,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Cape Rivers (West),Cape Rivers (West),Cape Rivers (West),Cape Rivers (West),Cape Rivers (West),Cape Rivers (West),Cape Rivers (West),2022-10-14 04:40:01.623108+11:00,QLD
Staaten R at Dorunda *,3.00am Fri,0.44,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Bushy Ck at Mt Molloy Rd *,1.57am Fri,-1.80,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
McLeod R at Mulligan Highway *,3.00am Fri,0.79,steady,3.71 below Approaches,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Mitchell R at Cooktown Crossing *,3.00am Fri,0.76,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Mitchell R at OK Bridge *,3.00am Fri,2.26,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Walsh R at Nullinga *,3.00am Fri,0.88,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Walsh R at Flatrock *,3.00am Fri,1.72,steady,,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Walsh R at Rookwood *,3.00am Fri,1.68,steady,1.72 below Causeway,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
Walsh R at Trimbles Crossing *,3.00am Fri,0.72,steady,0.48 below Causeway,,Plot | Table,2022-10-14 04:40:01.623108+11:00,QLD
