Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Warrego,Warrego,Warrego,Warrego,Warrego,Warrego,Warrego,2022-10-13 18:00:01.906781+11:00,QLD
Warrego R at Barngo Crossing #,2.23pm Thu,0.05,steady,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Warrego R at Bogarella Crossing #,2.21pm Thu,0.05,steady,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Warrego R at Caroline Crossing #,3.25pm Thu,0.20,rising,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Warrego R at Augathella *,4.00pm Thu,0.92,steady,5.08 below Approaches,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Nive R at Old Tambo Rd #,2.27pm Thu,0.05,steady,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Nive R at Biddenham #,3.43pm Thu,0.65,steady,,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Warrego R at The 27 Mile Garden #,2.54pm Thu,0.51,falling,3.39 below Approaches,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Middle Ck at Wellwater Rd #,3.41pm Thu,1.15,rising,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Bradleys Gully at Raceview #,4.20pm Thu,0.35,falling,,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Lower Bradleys Gully #,4.11pm Thu,-0.05,falling,,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Warrego R at Charleville #,3.27pm Thu,1.22,steady,4.88 below Bridge,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Langlo River at Warilda #,3.04pm Thu,0.65,steady,2.75 below Bridge,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Langlo R at Bonella #,2.20pm Thu,0.10,steady,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Ward R at Oakwood #,11.56am Thu,0.00,steady,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Ward R at Ward R Xing #,3.00pm Thu,0.00,steady,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Ward R at Binnowee *,4.00pm Thu,1.26,steady,4.94 below Approaches,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Ward R at Binnowee #,4.07pm Thu,1.23,falling,4.97 below Approaches,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Angellala Ck at Bonfield #,3.07pm Thu,0.00,steady,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Angellala Ck at Alice Downs #,1.44pm Thu,0.00,steady,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Angellala Ck at Wallal #,3.42pm Thu,0.00,steady,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Warrego R at Bakers Bend #,3.41pm Thu,1.36,falling,,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Warrego R at Wyandra *,4.00pm Thu,3.17,steady,4.43 below Bridge,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Warrego R at Wallen *,4.00pm Thu,2.40,rising,,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Warrego R at Cunnamulla Weir *,4.00pm Thu,5.92,steady,0.41 above Weir,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Warrego R at Barringun No.2,4.00pm Thu,2.82,steady,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Paroo,Paroo,Paroo,Paroo,Paroo,Paroo,Paroo,2022-10-13 18:00:01.906781+11:00,QLD
Quilberry Ck at Cooladdi #,2.36pm Thu,0.00,steady,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Paroo R at Humeburn #,4.26pm Thu,3.75,rising,0.75 below Bridge,moderate,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Paroo R at Farnham Plains,6.15am Thu,3.45,falling slowly,0.75 above Bridge,minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Paroo R at Eulo,6.30am Thu,3.69,falling slowly,0.69 above Approaches,moderate,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Yowah Ck at Alroy Crossing *,2.14pm Thu,0.09,steady,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Paroo R at Caiwarro *,4.00pm Thu,2.99,steady,,moderate,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Paroo R at Hungerford,6.00am Thu,1.31,rising slowly,0.31 above Crossing,minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Bulloo,Bulloo,Bulloo,Bulloo,Bulloo,Bulloo,Bulloo,2022-10-13 18:00:01.906781+11:00,QLD
Blackwater Ck at Patricia Park *,2.12pm Thu,0.83,falling,,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Bulloo R at Milroy *,3.54pm Thu,2.56,falling,,below minor,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Bulloo R at Quilpie *,4.00pm Thu,4.14,steady,0.46 below Bridge,moderate,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Winbin Ck *,2.45pm Thu,0.01,steady,1.55 below Bridge,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Bulloo R at South Comongin *,3.14pm Thu,3.66,falling,1.81 above Bridge,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
Bulloo R at Soonah Crossing *,2.48pm Thu,4.76,falling,3.79 above Causeway,,Plot | Table,2022-10-13 18:00:01.906781+11:00,QLD
