Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Albany Coast,Albany Coast,Albany Coast,Albany Coast,Albany Coast,Albany Coast,2022-10-17 09:28:27.703927+11:00,WA
Goodga River at Black Cat Flat,6.00am Mon,0.37,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Kalgan River at Stevens Farm,6.00am Mon,0.33,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
King River at Billa Boya Reserve,6.00am Mon,0.33,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Pallinup River at Bull Crossing,6.00am Mon,0.26,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Esperance Coast,Esperance Coast,Esperance Coast,Esperance Coast,Esperance Coast,Esperance Coast,2022-10-17 09:28:27.703927+11:00,WA
Young River at Cascades,6.00am Mon,0.05,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Young River at Neds Corner,6.00am Mon,0.46,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Lort River at Fairfield,6.00am Mon,0.16,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
Bandy Creek at Fisheries Road,6.00am Mon,0.13,steady,,Plot | Table,2022-10-17 09:28:27.703927+11:00,WA
