Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Minilya,Minilya,Minilya,Minilya,Minilya,Minilya,2022-10-14 14:50:02.191034+11:00,WA
Minilya River at Minilya Bridge,10.55am Fri,-0.07,steady,below minor,Plot | Table,2022-10-14 14:50:02.191034+11:00,WA
Gascoyne,Gascoyne,Gascoyne,Gascoyne,Gascoyne,Gascoyne,2022-10-14 14:50:02.191034+11:00,WA
Gascoyne River at Yinnetharra Xing,10.00am Fri,0.61,steady,below minor,Plot | Table,2022-10-14 14:50:02.191034+11:00,WA
Gascoyne River at Pells Island,11.00am Fri,0.27,steady,below minor,Plot | Table,2022-10-14 14:50:02.191034+11:00,WA
Lyons River at Lyons River Xing,11.00am Fri,-0.01,steady,below minor,Plot | Table,2022-10-14 14:50:02.191034+11:00,WA
Gascoyne River at Jimba,11.00am Fri,0.35,steady,below minor,Plot | Table,2022-10-14 14:50:02.191034+11:00,WA
Gascoyne River at Fishy Pool,11.00am Fri,-0.05,rising,below minor,Plot | Table,2022-10-14 14:50:02.191034+11:00,WA
Gascoyne River at Nine Mile Br,11.00am Fri,-1.00,steady,below minor,Plot | Table,2022-10-14 14:50:02.191034+11:00,WA
Murchison,Murchison,Murchison,Murchison,Murchison,Murchison,2022-10-14 14:50:02.191034+11:00,WA
Murchison River at Emu Springs,11.00am Fri,0.07,steady,below minor,Plot | Table,2022-10-14 14:50:02.191034+11:00,WA
