Date,Site,Station name,Mean,Lat,Lon
2022-10-15 09:00:00,407205,Loddon River @ Appin South,3.218,-35.924326460,143.871882200
2022-10-15 10:00:00,407205,Loddon River @ Appin South,3.222,-35.924326460,143.871882200
2022-10-15 11:00:00,407205,Loddon River @ Appin South,3.226,-35.924326460,143.871882200
2022-10-15 12:00:00,407205,Loddon River @ Appin South,3.229,-35.924326460,143.871882200
2022-10-15 13:00:00,407205,Loddon River @ Appin South,3.235,-35.924326460,143.871882200
2022-10-15 14:00:00,407205,Loddon River @ Appin South,3.238,-35.924326460,143.871882200
2022-10-15 15:00:00,407205,Loddon River @ Appin South,3.242,-35.924326460,143.871882200
2022-10-15 16:00:00,407205,Loddon River @ Appin South,3.245,-35.924326460,143.871882200
2022-10-15 17:00:00,407205,Loddon River @ Appin South,3.247,-35.924326460,143.871882200
2022-10-15 18:00:00,407205,Loddon River @ Appin South,3.25,-35.924326460,143.871882200
2022-10-15 19:00:00,407205,Loddon River @ Appin South,3.253,-35.924326460,143.871882200
2022-10-15 20:00:00,407205,Loddon River @ Appin South,3.254,-35.924326460,143.871882200
2022-10-15 21:00:00,407205,Loddon River @ Appin South,3.257,-35.924326460,143.871882200
2022-10-15 22:00:00,407205,Loddon River @ Appin South,3.259,-35.924326460,143.871882200
2022-10-15 23:00:00,407205,Loddon River @ Appin South,3.261,-35.924326460,143.871882200
2022-10-16 00:00:00,407205,Loddon River @ Appin South,3.262,-35.924326460,143.871882200
2022-10-16 01:00:00,407205,Loddon River @ Appin South,3.263,-35.924326460,143.871882200
2022-10-16 02:00:00,407205,Loddon River @ Appin South,3.264,-35.924326460,143.871882200
2022-10-16 03:00:00,407205,Loddon River @ Appin South,3.265,-35.924326460,143.871882200
2022-10-16 04:00:00,407205,Loddon River @ Appin South,3.265,-35.924326460,143.871882200
2022-10-16 05:00:00,407205,Loddon River @ Appin South,3.266,-35.924326460,143.871882200
2022-10-16 06:00:00,407205,Loddon River @ Appin South,3.266,-35.924326460,143.871882200
2022-10-16 07:00:00,407205,Loddon River @ Appin South,3.266,-35.924326460,143.871882200
2022-10-16 08:00:00,407205,Loddon River @ Appin South,3.266,-35.924326460,143.871882200
2022-10-16 09:00:00,407205,Loddon River @ Appin South,3.266,-35.924326460,143.871882200
2022-10-16 10:00:00,407205,Loddon River @ Appin South,3.266,-35.924326460,143.871882200
2022-10-16 11:00:00,407205,Loddon River @ Appin South,3.274,-35.924326460,143.871882200
2022-10-16 12:00:00,407205,Loddon River @ Appin South,3.269,-35.924326460,143.871882200
2022-10-16 13:00:00,407205,Loddon River @ Appin South,3.271,-35.924326460,143.871882200
2022-10-16 14:00:00,407205,Loddon River @ Appin South,3.268,-35.924326460,143.871882200
2022-10-16 15:00:00,407205,Loddon River @ Appin South,3.215,-35.924326460,143.871882200
2022-10-16 16:00:00,407205,Loddon River @ Appin South,3.196,-35.924326460,143.871882200
2022-10-16 17:00:00,407205,Loddon River @ Appin South,3.266,-35.924326460,143.871882200
2022-10-16 18:00:00,407205,Loddon River @ Appin South,3.264,-35.924326460,143.871882200
2022-10-16 19:00:00,407205,Loddon River @ Appin South,3.264,-35.924326460,143.871882200
2022-10-16 20:00:00,407205,Loddon River @ Appin South,3.262,-35.924326460,143.871882200
2022-10-16 21:00:00,407205,Loddon River @ Appin South,3.26,-35.924326460,143.871882200
2022-10-16 22:00:00,407205,Loddon River @ Appin South,3.259,-35.924326460,143.871882200
2022-10-16 23:00:00,407205,Loddon River @ Appin South,3.258,-35.924326460,143.871882200
2022-10-17 00:00:00,407205,Loddon River @ Appin South,3.256,-35.924326460,143.871882200
2022-10-13 00:00:00,409200,Murray River @ Echuca,92.89,-36.119716660,144.747327770
2022-10-13 01:00:00,409200,Murray River @ Echuca,92.896,-36.119716660,144.747327770
2022-10-13 02:00:00,409200,Murray River @ Echuca,92.898,-36.119716660,144.747327770
2022-10-13 03:00:00,409200,Murray River @ Echuca,92.905,-36.119716660,144.747327770
2022-10-13 04:00:00,409200,Murray River @ Echuca,92.912,-36.119716660,144.747327770
2022-10-13 05:00:00,409200,Murray River @ Echuca,92.92,-36.119716660,144.747327770
2022-10-13 06:00:00,409200,Murray River @ Echuca,92.923,-36.119716660,144.747327770
2022-10-13 07:00:00,409200,Murray River @ Echuca,92.925,-36.119716660,144.747327770
2022-10-13 08:00:00,409200,Murray River @ Echuca,92.923,-36.119716660,144.747327770
2022-10-13 09:00:00,409200,Murray River @ Echuca,92.927,-36.119716660,144.747327770
2022-10-13 10:00:00,409200,Murray River @ Echuca,92.938,-36.119716660,144.747327770
2022-10-13 11:00:00,409200,Murray River @ Echuca,92.945,-36.119716660,144.747327770
2022-10-13 12:00:00,409200,Murray River @ Echuca,92.944,-36.119716660,144.747327770
2022-10-13 13:00:00,409200,Murray River @ Echuca,92.945,-36.119716660,144.747327770
2022-10-13 14:00:00,409200,Murray River @ Echuca,92.945,-36.119716660,144.747327770
2022-10-13 15:00:00,409200,Murray River @ Echuca,92.945,-36.119716660,144.747327770
2022-10-13 16:00:00,409200,Murray River @ Echuca,92.946,-36.119716660,144.747327770
2022-10-13 17:00:00,409200,Murray River @ Echuca,92.953,-36.119716660,144.747327770
2022-10-13 18:00:00,409200,Murray River @ Echuca,92.958,-36.119716660,144.747327770
2022-10-13 19:00:00,409200,Murray River @ Echuca,92.97,-36.119716660,144.747327770
2022-10-13 20:00:00,409200,Murray River @ Echuca,92.983,-36.119716660,144.747327770
2022-10-13 21:00:00,409200,Murray River @ Echuca,92.992,-36.119716660,144.747327770
2022-10-13 22:00:00,409200,Murray River @ Echuca,92.995,-36.119716660,144.747327770
2022-10-13 23:00:00,409200,Murray River @ Echuca,93.003,-36.119716660,144.747327770
2022-10-14 00:00:00,409200,Murray River @ Echuca,93.006,-36.119716660,144.747327770
2022-10-14 01:00:00,409200,Murray River @ Echuca,93.011,-36.119716660,144.747327770
2022-10-14 02:00:00,409200,Murray River @ Echuca,93.024,-36.119716660,144.747327770
2022-10-14 03:00:00,409200,Murray River @ Echuca,93.028,-36.119716660,144.747327770
2022-10-14 04:00:00,409200,Murray River @ Echuca,93.037,-36.119716660,144.747327770
2022-10-14 05:00:00,409200,Murray River @ Echuca,93.043,-36.119716660,144.747327770
2022-10-14 06:00:00,409200,Murray River @ Echuca,93.052,-36.119716660,144.747327770
2022-10-14 07:00:00,409200,Murray River @ Echuca,93.066,-36.119716660,144.747327770
2022-10-14 08:00:00,409200,Murray River @ Echuca,93.076,-36.119716660,144.747327770
2022-10-14 09:00:00,409200,Murray River @ Echuca,93.085,-36.119716660,144.747327770
2022-10-14 10:00:00,409200,Murray River @ Echuca,93.093,-36.119716660,144.747327770
2022-10-14 11:00:00,409200,Murray River @ Echuca,93.109,-36.119716660,144.747327770
2022-10-14 12:00:00,409200,Murray River @ Echuca,93.117,-36.119716660,144.747327770
2022-10-14 13:00:00,409200,Murray River @ Echuca,93.126,-36.119716660,144.747327770
2022-10-14 14:00:00,409200,Murray River @ Echuca,93.139,-36.119716660,144.747327770
2022-10-14 15:00:00,409200,Murray River @ Echuca,93.151,-36.119716660,144.747327770
2022-10-14 16:00:00,409200,Murray River @ Echuca,93.162,-36.119716660,144.747327770
2022-10-14 17:00:00,409200,Murray River @ Echuca,93.174,-36.119716660,144.747327770
2022-10-14 18:00:00,409200,Murray River @ Echuca,93.183,-36.119716660,144.747327770
2022-10-14 19:00:00,409200,Murray River @ Echuca,93.192,-36.119716660,144.747327770
2022-10-14 20:00:00,409200,Murray River @ Echuca,93.203,-36.119716660,144.747327770
2022-10-14 21:00:00,409200,Murray River @ Echuca,93.214,-36.119716660,144.747327770
2022-10-14 22:00:00,409200,Murray River @ Echuca,93.22,-36.119716660,144.747327770
2022-10-14 23:00:00,409200,Murray River @ Echuca,93.231,-36.119716660,144.747327770
2022-10-15 00:00:00,409200,Murray River @ Echuca,93.24,-36.119716660,144.747327770
2022-10-15 01:00:00,409200,Murray River @ Echuca,93.251,-36.119716660,144.747327770
2022-10-15 02:00:00,409200,Murray River @ Echuca,93.26,-36.119716660,144.747327770
2022-10-15 03:00:00,409200,Murray River @ Echuca,93.268,-36.119716660,144.747327770
2022-10-15 04:00:00,409200,Murray River @ Echuca,93.275,-36.119716660,144.747327770
2022-10-15 05:00:00,409200,Murray River @ Echuca,93.286,-36.119716660,144.747327770
2022-10-15 06:00:00,409200,Murray River @ Echuca,93.296,-36.119716660,144.747327770
2022-10-15 07:00:00,409200,Murray River @ Echuca,93.307,-36.119716660,144.747327770
2022-10-15 08:00:00,409200,Murray River @ Echuca,93.315,-36.119716660,144.747327770
2022-10-15 09:00:00,409200,Murray River @ Echuca,93.324,-36.119716660,144.747327770
2022-10-15 10:00:00,409200,Murray River @ Echuca,93.33,-36.119716660,144.747327770
2022-10-15 11:00:00,409200,Murray River @ Echuca,93.343,-36.119716660,144.747327770
2022-10-15 12:00:00,409200,Murray River @ Echuca,93.354,-36.119716660,144.747327770
2022-10-15 13:00:00,409200,Murray River @ Echuca,93.367,-36.119716660,144.747327770
2022-10-15 14:00:00,409200,Murray River @ Echuca,93.379,-36.119716660,144.747327770
2022-10-15 15:00:00,409200,Murray River @ Echuca,93.39,-36.119716660,144.747327770
2022-10-15 16:00:00,409200,Murray River @ Echuca,93.404,-36.119716660,144.747327770
2022-10-15 17:00:00,409200,Murray River @ Echuca,93.42,-36.119716660,144.747327770
2022-10-15 18:00:00,409200,Murray River @ Echuca,93.442,-36.119716660,144.747327770
2022-10-15 19:00:00,409200,Murray River @ Echuca,93.471,-36.119716660,144.747327770
2022-10-15 20:00:00,409200,Murray River @ Echuca,93.503,-36.119716660,144.747327770
2022-10-15 21:00:00,409200,Murray River @ Echuca,93.537,-36.119716660,144.747327770
