Station Name,Time/Day,Height,Tendency,Flood Class,Scraped,State
Severn R at Ballandean,2.04pm Thu,1.04,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Broadwater Creek,1.00pm Thu,0.85,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
4 Mile Ck at Glen Niven Dam TM,1.00pm Thu,879.46,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Quart Pot Ck at Granite Street,12.41pm Thu,0.43,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Quart Pot Ck at Dalcouth Road,1.24pm Thu,1.05,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Macintyre Bk at Coolmunda Dam TW,12.12pm Thu,-0.10,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Mary R at Bellbird Ck,1.00pm Thu,0.88,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Mary R at Moy Pocket,1.04pm Thu,0.93,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Yabba Ck at Borumba Dam HW,1.22pm Thu,0.01,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Yabba Ck at Borumba Dam TW,12.00pm Thu,0.46,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Yabba Ck at Imbil,12.15pm Thu,2.14,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Kandanga Ck at Hygait,1.00pm Thu,0.53,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Amamoor Ck at Zachariah,1.00pm Thu,1.47,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Mary R at Dagun Pocket,11.44am Thu,1.30,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Cooroy Ck at Cooroy (Garnet St),11.50am Thu,0.55,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Six Mile Ck at Cooroy (Elm St),11.23am Thu,0.00,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Six Mile Ck at Liane Drv,1.49pm Thu,-0.07,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Six Mile Ck at Lake MacDonald Dr,11.53am Thu,1.15,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Six Mile Ck at Lake MacDonald Dam,12.00pm Thu,95.38^,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Cooroora Ck at Pomona (Hill St),1.08pm Thu,0.00,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Six Mile Ck at Cooran,12.00am Thu,2.10,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Deep Ck at Cedar Pocket Dam HW,1.01pm Thu,101.10,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Deep Ck at Cedar Pocket Dam TW,12.00pm Thu,0.60,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Mary R at Gympie Weir,12.30pm Thu,1.18,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Mary R at Gympie,12.44pm Thu,-0.19,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Mary R at Fishermans Pocket,1.00pm Thu,2.40,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Glastonbury Ck at Glastonbury,1.00pm Thu,1.08,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Wide Bay Ck at Kilkivan,1.00pm Thu,0.27,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Wide Bay Ck at Brooyar,1.00pm Thu,1.91,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Mary R at Sexton,1.56pm Thu,1.60,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Mary R at Kenilworth H/S,1.05pm Thu,-0.39,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
S Maroochy R at Kiamba,1.31pm Thu,0.74,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Mary R at Conondale,1.14pm Thu,1.30,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Poona Dam,1.50pm Thu,152.32,steady,,2022-10-13 15:21:38.985233+11:00,QLD
S Maroochy R at Yandina,1.04pm Thu,0.57,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Maroochy R at Dunethin Rock,2.02pm Thu,0.61,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Yandina Ck at Yandina Ck,11.27am Thu,1.84,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Doonan Ck at Doonan Creek,12.05pm Thu,2.00,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Doonan Ck at Coolum West,10.25am Thu,0.91,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Maroochy R at Stoney Wharf Rd,2.02pm Thu,0.47,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Petrie Ck at West Woombye,1.52pm Thu,0.38,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Petrie Ck at Warana Br,1.29pm Thu,1.24,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Paynter Ck at Palmwoods Oval,1.12pm Thu,0.52,rising,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Paynter Ck at Diddillibah,12.22pm Thu,0.96,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Petrie Ck at Bli Bli,1.50pm Thu,0.54,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Eudlo Ck at Eudlo,2.00pm Thu,1.07,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Eudlo Ck at Kiels Mountain,11.24am Thu,0.21,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Maroochy R at Picnic Point,1.38pm Thu,0.46,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Teewah Ck at Coops Corner,1.00pm Thu,0.80,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Kin Kin Ck at Kin Kin,1.56pm Thu,-0.05,,,2022-10-13 15:21:38.985233+11:00,QLD
Kin Kin Ck at Wahpunga Ln,1.02pm Thu,0.00,steady,,2022-10-13 15:21:38.985233+11:00,QLD
L Cootharaba at Boreen Point,11.04am Thu,0.22,rising,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Noosa R at Tewantin,1.49pm Thu,0.32,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Noosa R at Noosa Bar,2.00pm Thu,0.15^,falling,,2022-10-13 15:21:38.985233+11:00,QLD
Obi Obi Ck at Gardners Falls,1.00pm Thu,0.22,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Obi Obi Ck at Baroon Pocket Dam,11.13am Thu,-0.66,rising,,2022-10-13 15:21:38.985233+11:00,QLD
Canning Ck at Woodspring,1.45pm Thu,1.71,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Southport Spit Tide,1.41pm Thu,0.68,falling,,2022-10-13 15:21:38.985233+11:00,QLD
Burdekin R at Burdekin Dam,1.56pm Thu,-0.83,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Burdekin R at Hydro Site,1.00pm Thu,1.69,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Broken R at Old Racecourse,1.00pm Thu,0.68,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Broken R at Eungella Dam TW,1.00pm Thu,1.52,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Broken R at Urannah,1.00pm Thu,0.82,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Bowen R at Jacks Ck,11.15am Thu,1.19,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Bowen R at Myuna,1.28pm Thu,0.57,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Burdekin R at Dalbeg,1.43pm Thu,0.95,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Bogie R at Strathbogie,1.47pm Thu,1.12,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Burdekin R at Millaroo,1.15pm Thu,2.15,rising,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Burdekin R at Clare Weir,1.00pm Thu,20.00,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Burdekin R at Clare,10.51am Thu,1.40,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Plantation Park Crossing at Ayr,11.30am Thu,0.09,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Burdekin R at Inkerman Br,12.49pm Thu,2.43,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Dal Santos Crossing at Brandon,1.23pm Thu,0.35,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Burdekin R at Rita Island,1.02pm Thu,-3.50,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Burdekin R at Groper Ck,2.09pm Thu,0.64,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Haughton R at Mt Piccaninny,1.00pm Thu,-0.31,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Major Ck upstream Haughton R,1.00pm Thu,1.42,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Haughton R at Powerline,1.31pm Thu,0.35,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Haughton R at Giru,1.02pm Thu,0.43,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Cape R at Taemas,1.00pm Thu,0.54,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Barratta Ck at Northcote,1.00pm Thu,1.22,falling,,2022-10-13 15:21:38.985233+11:00,QLD
Burdekin R at Valley of Lagoons,1.00pm Thu,0.50,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Burdekin R at Blue Range,1.00pm Thu,0.67,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Clarke River,1.45pm Thu,-0.01,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Burdekin R at Mt Fullstop,1.00pm Thu,1.93,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Paluma Dam,12.26pm Thu,-1.52,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Running R at Mt Bradley,1.00pm Thu,0.76,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Burdekin R at Battery Ck,1.45pm Thu,0.68,rising,,2022-10-13 15:21:38.985233+11:00,QLD
Star R at Laroona,1.00pm Thu,0.85,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Basalt R at Bluff Downs,1.00pm Thu,0.60,falling,,2022-10-13 15:21:38.985233+11:00,QLD
Burdekin R at Gainsford,1.00pm Thu,1.89,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Keelbottom Ck at Keelbottom,1.00pm Thu,0.76,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Burdekin R at Sellheim,1.39pm Thu,0.10,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Alpha Ck at Rivington,1.26pm Thu,0.07,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Native Companion Ck at Zeta,11.46am Thu,0.05,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Native Companion Ck Violet Grove,1.00pm Thu,1.69,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Belyando R at Cooinda,1.27pm Thu,0.10,falling,,2022-10-13 15:21:38.985233+11:00,QLD
Belyando R at Capricorn Hway,1.21pm Thu,-1.30,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Belyando R at Clermont-Alpha Rd,12.00pm Thu,0.97,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Mistake Ck at Twin Hills,1.00pm Thu,0.31,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Eastern Ck at Clermont-Alpha Rd,12.00pm Thu,0.00,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Mistake Ck at Laglan Rd,9.00am Thu,0.65,falling,,2022-10-13 15:21:38.985233+11:00,QLD
Belyando R at Belyando Crossing,1.00pm Thu,0.49,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Suttor R at Eaglefield,1.00pm Thu,1.49,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Logan Ck at Diamond Downs Rd,12.00pm Thu,0.00,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Suttor R at St Anns,11.19am Thu,0.95,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Haughton R at Giru Weir,1.00pm Thu,-0.31,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Cape Ferguson Tide,1.32pm Thu,2.25,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Macintyre Bk at Inglewood Br,11.17am Thu,2.05,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Moonie R at Nindigully,1.00pm Thu,1.90,rising,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Moonie R at Flinton(Downstream),1.00pm Thu,2.30,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Weir R at Mascot,1.00pm Thu,2.19,steady,minor,2022-10-13 15:21:38.985233+11:00,QLD
Weir R at Jericho,1.00pm Thu,2.76,steady,minor,2022-10-13 15:21:38.985233+11:00,QLD
Yarrill Ck at Medpark Br,12.00pm Thu,1.36,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Wyaga Ck at Kilbronae,12.00pm Thu,0.60,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Weir R at Gunn Br,1.00pm Thu,0.60,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Weir R at Retreat Br,12.00pm Thu,1.50,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Weir R at O'Connor,12.00pm Thu,1.50,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Callandoon Ck at Oonavale,1.00pm Thu,6.38,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Callandoon Ck at Carana Weir,1.10pm Thu,5.13,steady,moderate,2022-10-13 15:21:38.985233+11:00,QLD
Macintyre R at New Kildonan,1.22pm Thu,4.20,falling,minor,2022-10-13 15:21:38.985233+11:00,QLD
Dumaresq R at Bengalla,1.41pm Thu,2.33,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Macintyre Bk at Ben Dor Weir,1.00pm Thu,0.35,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Macintyre R at Whetstone Weir,1.00pm Thu,0.38,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Moonie R at Mt Driven,11.33pm Wed,1.07,falling,,2022-10-13 15:21:38.985233+11:00,QLD
Alligator Ck,2.08pm Thu,0.45,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Rollingstone Ck at Rollingstone,12.29pm Thu,0.75,falling,,2022-10-13 15:21:38.985233+11:00,QLD
Whites Ck,9.26am Thu,0.30,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Stuart Ck at Mt Jacks Rd,10.00am Thu,-0.10,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Stuart Ck at Bruce Hwy,1.18pm Thu,2.57,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Ross R at Ross River Dam,2.02pm Thu,37.63,rising,,2022-10-13 15:21:38.985233+11:00,QLD
Ross R at Black Weir (Riverway),12.16pm Thu,0.10,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Ross R at Aplin Weir,1.26pm Thu,-0.04,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Annandale,12.45pm Thu,-0.15,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Gordon Creek,11.42am Thu,1.83,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Ross R at Rooneys Bridge,1.23pm Thu,0.70,falling,,2022-10-13 15:21:38.985233+11:00,QLD
Aitkenvale,11.54am Thu,0.25,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Mindham Park at Mysterton,2.08pm Thu,2.42,rising,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Townsville Harbour Tide,1.34pm Thu,2.37,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Captains Ck at Garbutt,11.11am Thu,-0.35,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Louisa Ck,11.41am Thu,3.38,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Lt Bohle R u/s Bohle Junction,1.48pm Thu,-0.76,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Bohle R at Hervey Range Rd,12.37pm Thu,1.60,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Kirwan (Sandstone Dve),1.21pm Thu,-0.75,rising,,2022-10-13 15:21:38.985233+11:00,QLD
Bohle R at Dalrymple Rd,1.08pm Thu,4.64,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Bohle R at Mt Bohle,1.10pm Thu,0.96,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Saunders Ck at Deeragun,11.07am Thu,0.10,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Stony Ck,11.17am Thu,0.35,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Black R upstream Bruce Hwy,1.00pm Thu,0.48,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Bluewater Ck at Bluewater,1.00pm Thu,0.60,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Mary R at Miva,1.00pm Thu,2.45,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Munna Ck at Marodian,1.00pm Thu,1.03,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Mary R at Home Park,1.00pm Thu,2.17,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Cannon Ck at Kooralbyn Bridge,12.24pm Thu,0.00,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Christmas Ck at Rudds Lane,12.31pm Thu,0.83,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Running Ck at Dieckmans Br,1.00pm Thu,0.63,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Logan R at Rathdowney,1.00pm Thu,0.93,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Palen Ck at Ward Road,1.00pm Thu,1.18,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Logan R at Forest Home,1.00pm Thu,0.92,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Burnett Ck at Maroon Dam TW,12.00pm Thu,0.65,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Burnett Ck at Maroon Dam,12.00pm Thu,207.13^,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Burnett Ck at Maroon Dam HW,1.01pm Thu,0.00,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Burnett Ck at Maroon Dam Inflow,1.00pm Thu,1.17,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Albert R at Beenleigh,2.03pm Thu,1.02^,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Windaroo Ck at Bahrs Scrub,1.37pm Thu,6.51,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Cedar Ck at Plunkett Rd,11.11am Thu,0.30,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Albert R at Tamborine,1.36pm Thu,0.44,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Albert R at Bromfleet,1.00pm Thu,0.31,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Canungra Ck at Benobble,1.00pm Thu,0.35,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Canungra Ck at Double Xing Rd,1.26pm Thu,0.00,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Nindooinbah Dam,12.00pm Thu,119.93^,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Cainbable Ck at Dam Site,1.00pm Thu,0.74,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Albert R at Lumeah,1.00pm Thu,0.82,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Albert R at Darlington School,11.42am Thu,0.00,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Pimpama R at Kerkin Rd Weir,1.50pm Thu,-0.52,rising,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Christmas Ck at Tramway Lane,1.00pm Thu,1.12,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Logan R at Round Mountain,12.41pm Thu,2.55,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Pimpama R at Norwell,2.06pm Thu,-0.55,falling,,2022-10-13 15:21:38.985233+11:00,QLD
Scrubby Ck at Waller Rd,1.51pm Thu,0.22,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Slacks Ck at Reserve Park,12.12pm Thu,5.40,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Logan R at Waterford,1.43pm Thu,1.35,rising,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Schmidts Ck at Schmidts Rd,11.58am Thu,1.42,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Schmidts Ck at Bayes Rd,1.57pm Thu,6.07,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Chambers Ck at Chambers Flat,11.14am Thu,1.15,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Quinzeh Ck at Miller Rd,12.47pm Thu,0.60,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Quinzeh Ck at Pineview Rd,2.03am Thu,0.00,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Logan R at Logan Village,2.00pm Thu,1.41,rising,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Logan R at Maclean Br,1.23pm Thu,0.09,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Flagstone Ck at Teviot Rd,11.45am Thu,0.05,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Logan R at South Maclean,12.00pm Thu,2.39^,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Henderson Ck at Cusack Ln,12.53pm Thu,0.00^,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Logan R at Yarrahappini,1.00pm Thu,1.33,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Logan R at Cedar Grove Weir HW,12.00pm Thu,20.72^,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Teviot Bk at Wyaralong Dam,11.15am Thu,0.00^,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Teviot Bk at Coulson,1.00pm Thu,1.39,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Teviot Bk at Coulson Crossing,11.17am Thu,0.40,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Teviot Bk at Boonah,2.09pm Thu,0.70,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Teviot Bk at Harpers Crossing,11.50am Thu,0.00,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Teviot Bk at Croftby,1.00pm Thu,0.82,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Logan R at Beaudesert,12.07pm Thu,0.57,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Logan R at Bromelton Weir TW,12.00pm Thu,0.96,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Logan R at Bromelton Weir HW,12.00pm Thu,40.92^,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Hotham Ck at Pimpama,1.18pm Thu,0.22,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Coombabah Ck at Gold Coast Hwy,2.03pm Thu,0.56,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Mary R at Tiaro,11.55am Thu,2.44,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Angellala Ck at Wallal,12.42pm Thu,0.00,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Warrego R at Wyandra,1.00pm Thu,3.20,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Warrego R at Wallen,1.00pm Thu,2.36,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Warrego R at Cunnamulla Weir,1.00pm Thu,5.91,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Warrego R at Barringun No.2,1.00pm Thu,2.86,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Quilberry Ck at Cooladdi,11.36am Thu,0.00,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Paroo R at Humeburn,1.52pm Thu,3.85,falling,moderate,2022-10-13 15:21:38.985233+11:00,QLD
Paroo R at Farnham Plains,6.15am Thu,3.45,falling slowly,minor,2022-10-13 15:21:38.985233+11:00,QLD
Paroo R at Eulo,6.30am Thu,3.69,falling slowly,moderate,2022-10-13 15:21:38.985233+11:00,QLD
Yowah Ck at Alroy Crossing,11.14am Thu,0.10,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Paroo R at Caiwarro,1.00pm Thu,2.98,steady,moderate,2022-10-13 15:21:38.985233+11:00,QLD
Paroo R at Hungerford,6.00am Thu,1.31,rising slowly,minor,2022-10-13 15:21:38.985233+11:00,QLD
Blackwater Ck at Patricia Park,10.52am Thu,0.92,falling,,2022-10-13 15:21:38.985233+11:00,QLD
Bulloo R at Milroy,12.54pm Thu,2.67,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Bulloo R at Quilpie,1.00pm Thu,4.11,steady,moderate,2022-10-13 15:21:38.985233+11:00,QLD
Winbin Ck,11.45am Thu,0.01,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Bulloo R at South Comongin,12.14pm Thu,3.69,falling,,2022-10-13 15:21:38.985233+11:00,QLD
Bulloo R at Soonah Crossing,11.48am Thu,4.78,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Bulloo R at Autumnvale,1.00pm Thu,6.34,steady,moderate,2022-10-13 15:21:38.985233+11:00,QLD
Yappi Ck,12.33pm Thu,2.57,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Bulloo R at Thargomindah,1.35pm Thu,4.98,rising,moderate,2022-10-13 15:21:38.985233+11:00,QLD
Tallebudgera Ck at Coplicks Br,1.59pm Thu,0.28^,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Tallebudgera Ck at Robinson Pk,1.00pm Thu,1.02,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Tallebudgera Ck at Dam,12.39pm Thu,0.03,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Lake Orr TW at Burleigh Waters,2.09pm Thu,-0.46,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Lake Orr at Burleigh Waters,1.43pm Thu,0.32,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Burleigh Waters at Miami Lake,1.02pm Thu,0.47,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Warrego R at Bakers Bend,1.09pm Thu,1.41,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Angellala Ck at Alice Downs,1.44pm Thu,0.00,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Coomera R at Coomera Shores,2.01pm Thu,0.42^,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Angellala Ck at Bonfield,12.07pm Thu,0.00,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Saltwater Ck at Monterey Keys,2.09pm Thu,0.56^,falling,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Coomera R at Oxenford Weir,1.58pm Thu,0.27,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Coomera R at Clagiraba Rd,11.44am Thu,-0.88,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Back Ck at Beechmont,1.00pm Thu,0.19,steady,,2022-10-13 15:21:38.985233+11:00,QLD
Coomera R at Canungra Army,1.00pm Thu,0.82,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Currumbin Ck at Nicolls Br,1.00pm Thu,0.66,steady,below minor,2022-10-13 15:21:38.985233+11:00,QLD
Tallebudgera Ck at Mouth,2.05pm Thu,0.52,falling,,2022-10-13 15:21:38.985233+11:00,QLD
Oyster Ck at Township Dr,8.12am Thu,0.54^,,below minor,2022-10-13 15:21:38.985233+11:00,QLD
