Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,2022-10-14 01:20:01.978271+11:00,TAS
Duck Rv at Scotchtown (D),11.00pm Thu,2.16,rising,,,Plot | Table,2022-10-14 01:20:01.978271+11:00,TAS
Forth,Forth,Forth,Forth,Forth,Forth,Forth,2022-10-14 01:20:01.978271+11:00,TAS
Forth Rv (Abv Lemonthyme PS) (H),12.45am Fri,6.20,rising,,,Plot | Table,2022-10-14 01:20:01.978271+11:00,TAS
Lake Cethana Dam (H),12.45am Fri,221.99^,steady,1.01 above FSL,,Plot | Table,2022-10-14 01:20:01.978271+11:00,TAS
Lake Barrington Dam (H),12.45am Fri,122.23^,steady,0.31 above FSL,,Plot | Table,2022-10-14 01:20:01.978271+11:00,TAS
Lake Paloona Dam (Forth Rv) (H),12.45am Fri,51.10^,steady,2.24 below FSL,,Plot | Table,2022-10-14 01:20:01.978271+11:00,TAS
Middlesex Plain (Iris Rv) (H),12.45am Fri,1.88,falling,,,Plot | Table,2022-10-14 01:20:01.978271+11:00,TAS
Lake Gairdner Dam (H),12.45am Fri,475.55^,rising,3.11 above FSL,,Plot | Table,2022-10-14 01:20:01.978271+11:00,TAS
Wilmot Rv (Abv Forth) (H),12.45am Fri,5.81,rising,,,Plot | Table,2022-10-14 01:20:01.978271+11:00,TAS
Forth Rv blw Wilmot (H),12.45am Fri,5.41,rising,,moderate,Plot | Table,2022-10-14 01:20:01.978271+11:00,TAS
Mersey,Mersey,Mersey,Mersey,Mersey,Mersey,Mersey,2022-10-14 01:20:01.978271+11:00,TAS
Rowallan Dam (H),12.45am Fri,480.39^,steady,7.29 below FSL,,Plot | Table,2022-10-14 01:20:01.978271+11:00,TAS
Mersey Rv (Abv Arm) (H),12.30am Fri,0.45,steady,,,Plot | Table,2022-10-14 01:20:01.978271+11:00,TAS
Abv Mersey Rv (Arm Rv) (H),12.30am Fri,1.69,rising,,,Plot | Table,2022-10-14 01:20:01.978271+11:00,TAS
Abv Lake Mackenzie (H),8.45pm Thu,2.10,steady,,,Plot | Table,2022-10-14 01:20:01.978271+11:00,TAS
Parangana Dam (H),12.45am Fri,383.31^,steady,2.31 above FSL,,Plot | Table,2022-10-14 01:20:01.978271+11:00,TAS
Mersey Rv at Liena (H),12.45am Fri,3.94,rising,,moderate,Plot | Table,2022-10-14 01:20:01.978271+11:00,TAS
Mersey Rv at Kimberley,1.00am Fri,4.60,steady,,major,Plot | Table,2022-10-14 01:20:01.978271+11:00,TAS
Mersey Rv at Shale Rd (D),11.00pm Thu,7.08,rising,,,Plot | Table,2022-10-14 01:20:01.978271+11:00,TAS
Mersey Rv at Latrobe Bridge,1.00am Fri,4.00,rising,,major,Plot | Table,2022-10-14 01:20:01.978271+11:00,TAS
