Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,2022-10-14 08:10:02.330014+11:00,TAS
Duck Rv at Scotchtown (D),7.00am Fri,2.75,rising,,,Plot | Table,2022-10-14 08:10:02.330014+11:00,TAS
Forth,Forth,Forth,Forth,Forth,Forth,Forth,2022-10-14 08:10:02.330014+11:00,TAS
Forth Rv (Abv Lemonthyme PS) (H),7.45am Fri,5.24,falling,,,Plot | Table,2022-10-14 08:10:02.330014+11:00,TAS
Lake Cethana Dam (H),7.30am Fri,223.84^,steady,2.86 above FSL,,Plot | Table,2022-10-14 08:10:02.330014+11:00,TAS
Lake Barrington Dam (H),7.45am Fri,123.06^,steady,1.14 above FSL,,Plot | Table,2022-10-14 08:10:02.330014+11:00,TAS
Lake Paloona Dam (Forth Rv) (H),7.45am Fri,52.22^,steady,1.12 below FSL,,Plot | Table,2022-10-14 08:10:02.330014+11:00,TAS
Middlesex Plain (Iris Rv) (H),4.00am Fri,1.50,falling,,,Plot | Table,2022-10-14 08:10:02.330014+11:00,TAS
Lake Gairdner Dam (H),7.45am Fri,474.25^,falling,1.81 above FSL,,Plot | Table,2022-10-14 08:10:02.330014+11:00,TAS
Wilmot Rv (Abv Forth) (H),7.45am Fri,5.00,falling,,,Plot | Table,2022-10-14 08:10:02.330014+11:00,TAS
Forth Rv blw Wilmot (H),7.45am Fri,4.81,falling,,minor,Plot | Table,2022-10-14 08:10:02.330014+11:00,TAS
Mersey,Mersey,Mersey,Mersey,Mersey,Mersey,Mersey,2022-10-14 08:10:02.330014+11:00,TAS
Rowallan Dam (H),7.45am Fri,481.04^,steady,6.64 below FSL,,Plot | Table,2022-10-14 08:10:02.330014+11:00,TAS
Mersey Rv (Abv Arm) (H),7.30am Fri,0.40,steady,,,Plot | Table,2022-10-14 08:10:02.330014+11:00,TAS
Abv Mersey Rv (Arm Rv) (H),7.30am Fri,1.79,falling,,,Plot | Table,2022-10-14 08:10:02.330014+11:00,TAS
Abv Lake Mackenzie (H),8.45pm Thu,2.10,steady,,,Plot | Table,2022-10-14 08:10:02.330014+11:00,TAS
Parangana Dam (H),7.45am Fri,382.82^,steady,1.82 above FSL,,Plot | Table,2022-10-14 08:10:02.330014+11:00,TAS
Mersey Rv at Liena (H),7.30am Fri,3.18,falling,,moderate,Plot | Table,2022-10-14 08:10:02.330014+11:00,TAS
Mersey Rv at Kimberley,8.00am Fri,4.55,falling,,major,Plot | Table,2022-10-14 08:10:02.330014+11:00,TAS
Mersey Rv at Shale Rd (D),7.15am Fri,8.74,rising,,,Plot | Table,2022-10-14 08:10:02.330014+11:00,TAS
Mersey Rv at Latrobe Bridge,8.00am Fri,4.45,steady,,major,Plot | Table,2022-10-14 08:10:02.330014+11:00,TAS
