Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Coal,Coal,Coal,Coal,Coal,Coal,Coal,2022-10-13 23:30:02.473703+11:00,TAS
Coal Rv at Craigbourne Dam (D),9.00pm Thu,0.28,rising,,,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
White Kangaroos Rt abv Coal Rv (D),9.00pm Thu,0.16,steady,,,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
Coal Rv at Richmond (D),9.00pm Thu,0.11,steady,,,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
Derwent,Derwent,Derwent,Derwent,Derwent,Derwent,Derwent,2022-10-13 23:30:02.473703+11:00,TAS
Blw Lake St Clair (Derwent Rv) (H),9.45pm Thu,0.63,steady,,,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
King William Lake at Dam (H),10.45pm Thu,713.93^,steady,6.01 below FSL,,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
Derwent abv Nive (H),10.45pm Thu,0.70,steady,,,,2022-10-13 23:30:02.473703+11:00,TAS
Little Pine Lagoon at Dam (H),10.45pm Thu,1006.70^,falling,0.66 below FSL,,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
Pine Tier Dam (H),10.45pm Thu,668.54^,rising,2.02 below FSL,,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
Nive abv Tungatinah (H),10.45pm Thu,0.63,steady,,,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
Liapootah Pond Dam (H),10.45pm Thu,340.86^,steady,0.97 below FSL,,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
Wayatinah Lagoon at Intake (H),10.45pm Thu,230.34^,steady,0.69 below FSL,,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
Florentine Rv at Eleven Rd (H),10.45pm Thu,0.24,steady,,,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
Florentine Rv abv Derwent Rv (H),10.45pm Thu,0.62,steady,,,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
Catagunya lake Dam (H),10.45pm Thu,168.03^,steady,1.13 below FSL,,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
Repulse lake Dam (H),10.45pm Thu,124.68^,steady,0.28 below FSL,,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
Cluny Lagoon Dam (H),10.30pm Thu,97.45^,steady,0.39 below FSL,,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
Echo Lake at Dam (H),10.45pm Thu,842.00^,steady,4.43 below FSL,,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
Dee Rv abv Derwent Rv (H),10.15pm Thu,0.17,steady,,,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
Derwent Rv at Glendu (H),10.45pm Thu,1.14,steady,,below minor,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
Ouse Rv at Lake Augusta Intake (H),10.45pm Thu,1150.93^,rising,0.33 above FSL,,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
Pine Tree RT (Lake HWY) (H),10.45pm Thu,2.11,steady,,,Plot | Table,2022-10-13 23:30:02.473703+11:00,TAS
