Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,2022-10-13 16:30:01.668156+11:00,TAS
Duck Rv at Scotchtown (D),3.00pm Thu,1.64,rising,,,Plot | Table,2022-10-13 16:30:01.668156+11:00,TAS
Forth,Forth,Forth,Forth,Forth,Forth,Forth,2022-10-13 16:30:01.668156+11:00,TAS
Forth Rv (Abv Lemonthyme PS) (H),3.45pm Thu,3.90,rising,,,Plot | Table,2022-10-13 16:30:01.668156+11:00,TAS
Lake Cethana Dam (H),3.45pm Thu,218.44^,steady,2.54 below FSL,,Plot | Table,2022-10-13 16:30:01.668156+11:00,TAS
Lake Barrington Dam (H),3.45pm Thu,121.44^,steady,0.48 below FSL,,Plot | Table,2022-10-13 16:30:01.668156+11:00,TAS
Lake Paloona Dam (Forth Rv) (H),3.45pm Thu,50.16^,steady,3.18 below FSL,,Plot | Table,2022-10-13 16:30:01.668156+11:00,TAS
Middlesex Plain (Iris Rv) (H),3.45pm Thu,1.27,rising,,,Plot | Table,2022-10-13 16:30:01.668156+11:00,TAS
Lake Gairdner Dam (H),3.45pm Thu,473.63^,rising,1.19 above FSL,,Plot | Table,2022-10-13 16:30:01.668156+11:00,TAS
Wilmot Rv (Abv Forth) (H),3.45pm Thu,3.08,rising,,,Plot | Table,2022-10-13 16:30:01.668156+11:00,TAS
Forth Rv blw Wilmot (H),3.45pm Thu,3.11,steady,,below minor,Plot | Table,2022-10-13 16:30:01.668156+11:00,TAS
Mersey,Mersey,Mersey,Mersey,Mersey,Mersey,Mersey,2022-10-13 16:30:01.668156+11:00,TAS
Rowallan Dam (H),3.45pm Thu,479.93^,steady,7.75 below FSL,,Plot | Table,2022-10-13 16:30:01.668156+11:00,TAS
Mersey Rv (Abv Arm) (H),3.30pm Thu,0.35,steady,,,Plot | Table,2022-10-13 16:30:01.668156+11:00,TAS
Abv Mersey Rv (Arm Rv) (H),3.30pm Thu,1.09,steady,,,Plot | Table,2022-10-13 16:30:01.668156+11:00,TAS
Abv Lake Mackenzie (H),3.45pm Thu,1.79,steady,,,Plot | Table,2022-10-13 16:30:01.668156+11:00,TAS
Parangana Dam (H),3.45pm Thu,381.95^,steady,0.95 above FSL,,Plot | Table,2022-10-13 16:30:01.668156+11:00,TAS
Mersey Rv at Liena (H),3.45pm Thu,1.87,steady,,below minor,Plot | Table,2022-10-13 16:30:01.668156+11:00,TAS
Mersey Rv at Kimberley,4.04pm Thu,3.85,rising,,moderate,Plot | Table,2022-10-13 16:30:01.668156+11:00,TAS
Mersey Rv at Shale Rd (D),3.00pm Thu,4.81,rising,,,Plot | Table,2022-10-13 16:30:01.668156+11:00,TAS
Mersey Rv at Latrobe Bridge,4.00pm Thu,3.25,steady,,minor,Plot | Table,2022-10-13 16:30:01.668156+11:00,TAS
