Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Coal,Coal,Coal,Coal,Coal,Coal,Coal,2022-10-14 10:50:02.370396+11:00,TAS
Coal Rv at Craigbourne Dam (D),9.00am Fri,0.35,falling,,,Plot | Table,2022-10-14 10:50:02.370396+11:00,TAS
White Kangaroos Rt abv Coal Rv (D),9.00am Fri,0.18,steady,,,Plot | Table,2022-10-14 10:50:02.370396+11:00,TAS
Coal Rv at Richmond (D),9.00am Fri,0.11,steady,,,Plot | Table,2022-10-14 10:50:02.370396+11:00,TAS
Derwent,Derwent,Derwent,Derwent,Derwent,Derwent,Derwent,2022-10-14 10:50:02.370396+11:00,TAS
Blw Lake St Clair (Derwent Rv) (H),9.15am Fri,0.71,steady,,,Plot | Table,2022-10-14 10:50:02.370396+11:00,TAS
King William Lake at Dam (H),10.15am Fri,713.93^,steady,6.01 below FSL,,Plot | Table,2022-10-14 10:50:02.370396+11:00,TAS
Derwent abv Nive (H),10.15am Fri,0.73,steady,,,,2022-10-14 10:50:02.370396+11:00,TAS
Little Pine Lagoon at Dam (H),10.15am Fri,1007.10^,steady,0.26 below FSL,,Plot | Table,2022-10-14 10:50:02.370396+11:00,TAS
Pine Tier Dam (H),10.15am Fri,669.41^,rising,1.15 below FSL,,Plot | Table,2022-10-14 10:50:02.370396+11:00,TAS
Nive abv Tungatinah (H),10.15am Fri,0.65,steady,,,Plot | Table,2022-10-14 10:50:02.370396+11:00,TAS
Liapootah Pond Dam (H),10.15am Fri,341.14^,steady,0.69 below FSL,,Plot | Table,2022-10-14 10:50:02.370396+11:00,TAS
Wayatinah Lagoon at Intake (H),10.00am Fri,230.34^,steady,0.69 below FSL,,Plot | Table,2022-10-14 10:50:02.370396+11:00,TAS
Florentine Rv at Eleven Rd (H),10.15am Fri,0.26,steady,,,Plot | Table,2022-10-14 10:50:02.370396+11:00,TAS
