Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,2022-10-13 22:00:02.477035+11:00,TAS
Duck Rv at Scotchtown (D),7.00pm Thu,1.89,rising,,,Plot | Table,2022-10-13 22:00:02.477035+11:00,TAS
Forth,Forth,Forth,Forth,Forth,Forth,Forth,2022-10-13 22:00:02.477035+11:00,TAS
Forth Rv (Abv Lemonthyme PS) (H),9.15pm Thu,5.49,rising,,,Plot | Table,2022-10-13 22:00:02.477035+11:00,TAS
Lake Cethana Dam (H),9.15pm Thu,220.27^,steady,0.71 below FSL,,Plot | Table,2022-10-13 22:00:02.477035+11:00,TAS
Lake Barrington Dam (H),9.15pm Thu,121.87^,steady,0.05 below FSL,,Plot | Table,2022-10-13 22:00:02.477035+11:00,TAS
Lake Paloona Dam (Forth Rv) (H),9.15pm Thu,50.63^,steady,2.71 below FSL,,Plot | Table,2022-10-13 22:00:02.477035+11:00,TAS
Middlesex Plain (Iris Rv) (H),9.15pm Thu,1.82,steady,,,Plot | Table,2022-10-13 22:00:02.477035+11:00,TAS
Lake Gairdner Dam (H),9.15pm Thu,475.07^,rising,2.63 above FSL,,Plot | Table,2022-10-13 22:00:02.477035+11:00,TAS
Wilmot Rv (Abv Forth) (H),9.15pm Thu,5.10,rising,,,Plot | Table,2022-10-13 22:00:02.477035+11:00,TAS
Forth Rv blw Wilmot (H),9.15pm Thu,4.68,rising,,minor,Plot | Table,2022-10-13 22:00:02.477035+11:00,TAS
Mersey,Mersey,Mersey,Mersey,Mersey,Mersey,Mersey,2022-10-13 22:00:02.477035+11:00,TAS
Rowallan Dam (H),9.15pm Thu,480.15^,steady,7.53 below FSL,,Plot | Table,2022-10-13 22:00:02.477035+11:00,TAS
Mersey Rv (Abv Arm) (H),9.00pm Thu,0.44,steady,,,Plot | Table,2022-10-13 22:00:02.477035+11:00,TAS
Abv Mersey Rv (Arm Rv) (H),9.00pm Thu,1.46,steady,,,Plot | Table,2022-10-13 22:00:02.477035+11:00,TAS
Abv Lake Mackenzie (H),8.45pm Thu,2.10,steady,,,Plot | Table,2022-10-13 22:00:02.477035+11:00,TAS
Parangana Dam (H),9.15pm Thu,382.56^,steady,1.56 above FSL,,Plot | Table,2022-10-13 22:00:02.477035+11:00,TAS
Mersey Rv at Liena (H),9.15pm Thu,2.80,rising,,minor,Plot | Table,2022-10-13 22:00:02.477035+11:00,TAS
Mersey Rv at Kimberley,9.30pm Thu,4.47,rising,,major,Plot | Table,2022-10-13 22:00:02.477035+11:00,TAS
Mersey Rv at Shale Rd (D),7.15pm Thu,6.11,rising,,,Plot | Table,2022-10-13 22:00:02.477035+11:00,TAS
Mersey Rv at Latrobe Bridge,9.00pm Thu,3.80,rising,,moderate,Plot | Table,2022-10-13 22:00:02.477035+11:00,TAS
