Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Coal,Coal,Coal,Coal,Coal,Coal,Coal,2022-10-14 00:10:01.983683+11:00,TAS
Coal Rv at Craigbourne Dam (D),11.00pm Thu,0.23,steady,,,Plot | Table,2022-10-14 00:10:01.983683+11:00,TAS
White Kangaroos Rt abv Coal Rv (D),11.00pm Thu,0.17,steady,,,Plot | Table,2022-10-14 00:10:01.983683+11:00,TAS
Coal Rv at Richmond (D),11.00pm Thu,0.11,steady,,,Plot | Table,2022-10-14 00:10:01.983683+11:00,TAS
Derwent,Derwent,Derwent,Derwent,Derwent,Derwent,Derwent,2022-10-14 00:10:01.983683+11:00,TAS
Blw Lake St Clair (Derwent Rv) (H),10.45pm Thu,0.63,steady,,,Plot | Table,2022-10-14 00:10:01.983683+11:00,TAS
King William Lake at Dam (H),11.45pm Thu,713.93^,steady,6.01 below FSL,,Plot | Table,2022-10-14 00:10:01.983683+11:00,TAS
Derwent abv Nive (H),11.45pm Thu,0.70,steady,,,,2022-10-14 00:10:01.983683+11:00,TAS
Little Pine Lagoon at Dam (H),11.45pm Thu,1006.79^,rising,0.57 below FSL,,Plot | Table,2022-10-14 00:10:01.983683+11:00,TAS
Pine Tier Dam (H),11.45pm Thu,668.59^,rising,1.97 below FSL,,Plot | Table,2022-10-14 00:10:01.983683+11:00,TAS
Nive abv Tungatinah (H),11.45pm Thu,0.63,steady,,,Plot | Table,2022-10-14 00:10:01.983683+11:00,TAS
Liapootah Pond Dam (H),11.45pm Thu,340.83^,steady,1.00 below FSL,,Plot | Table,2022-10-14 00:10:01.983683+11:00,TAS
Wayatinah Lagoon at Intake (H),11.45pm Thu,230.35^,steady,0.68 below FSL,,Plot | Table,2022-10-14 00:10:01.983683+11:00,TAS
Florentine Rv at Eleven Rd (H),11.45pm Thu,0.24,steady,,,Plot | Table,2022-10-14 00:10:01.983683+11:00,TAS
Florentine Rv abv Derwent Rv (H),11.45pm Thu,0.62,steady,,,Plot | Table,2022-10-14 00:10:01.983683+11:00,TAS
Catagunya lake Dam (H),11.45pm Thu,168.02^,steady,1.14 below FSL,,Plot | Table,2022-10-14 00:10:01.983683+11:00,TAS
Repulse lake Dam (H),11.45pm Thu,124.67^,steady,0.29 below FSL,,Plot | Table,2022-10-14 00:10:01.983683+11:00,TAS
Cluny Lagoon Dam (H),11.30pm Thu,97.45^,steady,0.39 below FSL,,Plot | Table,2022-10-14 00:10:01.983683+11:00,TAS
