Site,Site name,Lat,Lon
069029,Eden,-37.3623,149.6984
069032,Wapengo Lake Road,-36.6045,150.0191
069033,Moruya,-35.9017,149.9611
069035,Bettowynd,-35.7564,149.8150
069036,Bodalla Post Office,-36.0876,150.0510
069037,Belowra Station,-36.2010,149.7106
069040,Kioloa Old Post Office,-35.5448,150.3758
069041,Charleyong,-35.2514,149.9158
069042,Moruya,-35.7661,149.9416
069047,Nimmitabel,-36.3630,149.4909
069048,Upper Deua,-35.7570,149.8238
069049,Nerriga Composite,-35.1165,150.0847
069050,Cobargo,-36.2967,149.8423
069052,Batemans Baybuckenbowra,-35.7343,150.0508
069054,Tuross,-36.2967,149.5107
069055,Green Cape Lighthouse,-37.2614,150.0497
069062,Snowball,-35.9446,149.5876
069065,Brogo,-36.5675,149.7509
069066,Wyndham Post Office,-36.9296,149.6460
069068,Wapengo,-36.6032,149.9985
069088,Countegany,-36.1935,149.4735
069107,Kameruka,-36.7385,149.7101
069114,Brogo,-36.5406,149.8227
069120,Bega North,-36.6717,149.8333
069121,Brooman,-35.4411,150.2857
069122,Dalmeny,-36.1662,150.1100
069123,Moruya Hospital,-35.9033,150.0711
069127,Araluen Lower,-35.6867,149.8382
069128,Nerriga Aws,-35.1103,150.0826
069129,Eden,-37.1003,149.9266
069130,Moruya Bridge,-35.9075,150.0833
069132,Braidwood Racecourse Aws,-35.4253,149.7835
069133,Bemboka,-36.6631,149.5139
069134,Batemans Bay,-35.7234,150.1872
069136,Wamban,-35.9181,150.0264
069137,Green Cape Aws,-37.2622,150.0504
069138,Ulladulla Aws,-35.3635,150.4828
069139,Bega Aws,-36.6722,149.8191
069140,Brogo Dam,-36.4948,149.7434
069142,Moruya,-35.9240,150.0362
069143,Budawang,-35.4833,150.0167
069144,Black Range,-36.7263,149.8426
069145,Moruya,-35.9763,149.8587
069147,Merimbula Airport Aws,-36.9077,149.8989
069148,Moruya Airport Aws,-35.9004,150.1437
069150,Braidwood,-35.3787,150.0034
069152,Cathcart,-36.8403,149.5214
069153,Lochiel,-36.9784,149.8027
070005,Bombala,-36.9113,149.2379
070009,Bukalong Station,-36.7969,149.1972
070011,Bungendore Post Office,-35.2549,149.4446
070012,Bungonia,-34.8996,149.9709
070016,Captains Flat,-35.5889,149.4478
070018,Rowes,-36.9969,149.0925
070025,Crookwell Post Office,-34.4578,149.4693
070027,Delegate,-37.0488,148.9930
070028,Yass,-34.7420,148.8897
070032,Fairlight Station,-35.2286,148.9143
070036,Lake Bathurst,-35.0138,149.6508
070040,Goulburn,-34.6866,149.5535
070043,Gunning Rural Supplies,-34.7823,149.2681
070045,Hall,-35.1548,149.0570
070048,Hoskintown Radio Observatory,-35.3705,149.4251
070054,Cooma,-36.2001,149.0602
070057,Braidwood,-35.8238,149.6331
070060,Lower Boro,-35.1559,149.7725
070061,Majors Creek,-35.5689,149.7391
070063,Marulan,-34.7139,150.0031
070064,Michelago,-35.6797,149.1601
070067,Nimmitabel Wastewater Treatment Facility,-36.5112,149.2794
070069,Crookwell,-34.5438,149.5740
070071,Goulburn,-34.6514,149.5024
070072,Queanbeyan Bowling Club,-35.3552,149.2292
070073,Chakola,-36.0329,149.1323
070077,Goulburn,-34.9031,149.6700
070080,Taralga Post Office,-34.4048,149.8197
070084,Tombong,-36.9325,148.9393
070097,Breadalbane,-34.7916,149.4923
070098,Bredbo,-35.9702,149.1644
070106,Cathcart,-36.8439,149.3897
070107,Delegate Station,-37.0476,148.9283
070111,Biala,-34.5612,149.2497
070112,Dalton Post Office,-34.7224,149.1817
070117,Dalton,-34.7169,149.1207
070119,Big Hill,-34.5679,149.9970
070124,Richlands,-34.3021,149.8768
070131,Woodhouselee,-34.5450,149.6246
070143,Brayton,-34.6389,149.9541
070144,Taralga,-34.4083,149.8835
070147,Goulburn,-34.5604,149.7381
070153,Dalgety,-36.4645,148.9341
070161,Cooma,-36.4238,149.1106
070165,Rock Flat,-36.3541,149.1980
070169,Ginninderra Csiro,-35.1966,149.0840
070174,Windellama,-34.9597,149.8549
070201,Googong Hill,-35.4836,149.2356
070208,Craigie,-37.1346,149.0603
070214,Parkers Gap,-35.6311,149.5000
070217,Cooma Airport Aws,-36.2939,148.9725
070219,Braidwood,-35.8627,149.6395
070220,Boorowa Post Office,-34.4382,148.7158
070231,Stromlo Forest,-35.3266,149.0492
070232,Sutton,-35.2451,149.2613
070233,Sutton The Anchorage,-35.2189,149.2754
070237,Nimmitabel,-36.5902,149.3824
070242,Aranda,-35.2572,149.0742
070246,Canberra Parliament House,-35.3099,149.1267
070255,Mitchell,-35.2281,149.1450
070261,Jerrabattgulla,-35.6904,149.5869
070263,Goulburn Tafe,-34.7495,149.7034
070269,Marulan,-34.6660,149.9896
070273,Cooma Lightning,-36.2222,149.1323
070277,Melba,-35.2115,149.0506
070278,Cooma Visitors Centre,-36.2318,149.1243
070295,Bevendale,-34.5327,149.1208
070299,Numeralla,-36.1827,149.3467
070307,Bruce,-35.2459,149.1067
070308,Torrens,-35.3757,149.0870
070309,Delegate River At Quidong,-36.9131,149.0372
070320,Towrang Bridge,-34.7303,149.8258
070321,Jerangle,-35.7470,149.3515
070325,Wollondilly,-34.3513,150.0810
070326,Craigie,-37.1473,149.1496
070328,Bombala Aws,-37.0016,149.2336
070330,Goulburn Airport Aws,-34.8085,149.7311
070331,Lanyon House,-35.4915,149.0732
070333,Narrawa,-34.3973,149.0908
070334,Nerriga,-35.1138,149.9625
070335,Hillview,-35.2000,149.9550
070336,Holts Flat,-36.5971,149.2974
070340,Nicholls,-35.1837,149.1122
070341,Captains Flat,-35.6614,149.5122
070342,Lower Boro,-35.1913,149.6598
070344,Murrumbateman,-34.9832,149.0142
070346,Sutton,-35.1889,149.2510
070348,Bumbalong,-35.8618,149.1321
070349,Mount Ginini Aws,-35.5293,148.7721
070350,Ginninderra,-35.2063,149.0113
070351,Canberra Airport,-35.3088,149.2004
070354,Bungendore,-35.3307,149.5212
070356,Cooma,-36.2718,148.9700
070357,Canberra,-35.3192,149.0002
070360,O'Connor,-35.2500,149.1188
070361,Rye Park,-34.5431,148.9181
070362,Dalton,-34.7216,149.1716
070363,Gunnary,-34.3736,148.8221
071000,Adaminaby Alpine Tourist Park,-35.9962,148.7693
071005,Dalgety,-36.5030,148.8404
071014,Paupong Station,-36.6235,148.6684
071021,Jindabyne,-36.4818,148.5873
071022,Berridale,-36.3676,148.8274
071032,Thredbo Aws,-36.4917,148.2859
071040,Adaminaby,-35.7858,148.8106
071041,Thredbo Village,-36.5031,148.3038
071071,Jindabyne,-36.4722,148.6232
071073,Brindabella,-35.3884,148.7475
071075,Perisher Valley Aws,-36.4069,148.4055
072000,Adelong,-35.3085,148.0641
072004,Batlow Post Office,-35.5203,148.1453
072008,Tarcutta,-35.3874,147.5662
072012,Carabost,-35.6043,147.7263
072017,Carabost,-35.5595,147.7309
072019,Holbrook,-35.6619,147.5555
072023,Hume Reservoir,-36.1039,147.0329
072042,Tarcutta Post Office,-35.2765,147.7362
072043,Tumbarumba Post Office,-35.7780,148.0122
072044,Tumut,-35.2974,148.2135
072050,Wymah,-36.0355,147.2707
072053,Wolseley Park,-35.7542,147.8445
072056,Blowering Dam,-35.3946,148.2469
072078,Garryowen,-35.6767,147.5178
072080,Tumbarumba,-35.7226,147.9291
072082,Batlow,-35.5528,147.9827
072089,Tooma,-35.9654,148.0578
072098,Lacmalac,-35.3448,148.3837
072101,Holbrook,-35.7112,147.4859
072131,Talbingo,-35.5827,148.2935
072141,Yarrangobilly Caves,-35.7250,148.4916
072142,Holbrook,-35.7200,147.3103
072145,Oddys Bridge,-35.3967,148.2500
072146,Albury Airport,-36.0694,146.9531
072150,Wagga Wagga Amo,-35.1583,147.4575
072152,Argalong,-35.3170,148.4330
072153,Blowering Dam W/L,-35.4167,148.2500
072154,Mount Horeb,-35.2153,148.0306
072159,Adelong,-35.3205,147.9419
072160,Albury Airport Aws,-36.0690,146.9509
072161,Cabramurra Smhea Aws,-35.9371,148.3779
072162,Khancoban Aws,-36.2304,148.1405
072163,Tooma,-35.8990,148.1820
072169,Tumbarumba,-35.7108,148.0026
072171,Woomargama Post Office,-35.8334,147.2481
073000,Barmedman Post Office,-34.1442,147.3860
073007,Burrinjuck Dam,-34.9997,148.5984
073014,Grenfell,-33.8934,148.1523
073017,Greenethorpe,-34.0824,148.3650
073019,Junee Treatment Works,-34.8456,147.5714
073021,Koorawatha,-34.0396,148.5547
073022,Cootamundra,-34.6479,148.1606
073023,Kangiara,-34.6057,148.7869
073025,Old Junee,-34.7910,147.5592
073029,Murrumburrah,-34.5500,148.3510
073032,Quandialla Post Office,-34.0112,147.7937
073035,Young,-34.3645,148.0785
073036,Stockinbingal Post Office,-34.4998,147.8812
073037,Temora Ambulance Station,-34.4440,147.5330
073041,Wombat,-34.4064,148.1795
073043,Wallendbeen,-34.4918,148.1267
073044,Wantabadgery,-35.0581,147.7530
073050,Bowning,-34.7614,148.8252
073051,Murringo,-34.2054,148.5533
073054,Wyalong Post Office,-33.9262,147.2418
073055,Mundarlo,-35.0996,147.7767
073100,Bumbaldry,-33.9119,148.4383
073109,Murringo,-34.4250,148.5408
073110,Grenfell,-33.9462,148.0775
073113,Tubbul,-34.1985,148.0047
073115,Brungle,-35.1640,148.2288
073116,Junee,-34.7095,147.5530
073124,Eurongilly,-34.9308,147.7670
073129,Godfreys Creek,-34.1567,148.6857
073132,Gundagai,-35.0750,148.1067
073136,Woolgarlo,-34.8918,148.7120
073137,Muttama,-34.8028,148.1165
073138,Young Airport,-34.2493,148.2475
073141,Gundagai,-35.0640,148.0986
073142,Cootamundra Airport,-34.6299,148.0365
073145,Quandialla,-33.9760,147.6219
073149,Wyalong,-33.7399,147.5167
073150,Stockinbingal,-34.5307,147.8442
073151,Temora Airport,-34.4277,147.5117
074000,Ardlethan Post Office,-34.3570,146.9035
074002,Ariah Park Post Office,-34.3479,147.2208
074004,Balldale Post Office,-35.8462,146.5194
074005,Barellan Post Office,-34.2849,146.5714
074007,Leeton,-34.4803,146.5518
074008,Grong Grong,-34.8625,146.8184
074017,Tootool,-35.2890,146.9742
074025,Burrumbuttock,-35.8531,146.7764
074033,Coolamon Post Office,-34.8159,147.1996
074034,Corowa Airport,-35.9887,146.3574
074037,Yanco Agricultural Institute,-34.6222,146.4326
074040,Jerilderie,-34.8817,145.7595
074042,Finley Post Office,-35.6408,145.5761
074050,Grong Grong,-34.7380,146.7825
074053,Henty Post Office,-35.5168,147.0344
074055,Jerilderie Treatment Works,-35.3475,145.7257
074081,Mulwala Post Office,-35.9879,146.0062
074087,Urana,-35.3342,146.0342
074088,Oaklands General Store,-35.5583,146.1655
074100,Hopefield,-35.9047,146.4450
074104,The Rock Post Office,-35.2683,147.1142
074106,Tocumwal Airport,-35.8170,145.6004
074108,Darlington Point,-34.6313,146.0941
074110,Urana Post Office,-35.3305,146.2652
074115,Walbundrie,-35.6852,146.7273
074118,Whitton,-34.5139,146.1848
074126,Yerong Creek,-35.3850,147.0558
074127,Wagga Wagga,-35.1071,147.3636
074128,Deniliquin,-35.5283,144.9651
074129,Mathoura,-35.7228,144.7865
074148,Narrandera Airport Aws,-34.7050,146.5140
074162,Morundah Hotel,-34.9349,146.3031
074188,Culcairn Bowling Club,-35.6724,147.0361
074197,Narrandera,-34.6509,146.5155
074201,Narrandera,-34.9157,146.7626
074202,Ganmain,-34.8504,146.9778
074205,Belfrayden,-35.1620,147.0274
074208,Tuppal,-35.6074,145.2012
074215,Stevens Weir U/S,-35.4400,144.7617
074217,Marrar,-34.7565,147.3482
074234,Euberta,-35.0371,147.1933
074236,Bungowannah,-36.0168,146.7562
074246,Murray River,-36.0114,145.9940
074249,Coleambally Irrigation,-34.8016,145.8904
074258,Deniliquin Airport Aws,-35.5575,144.9458
074259,Marrar,-34.7098,147.4545
074261,Beckom,-34.5310,146.9806
074262,Bunnaloo,-35.7861,144.6002
074263,Alma Park,-35.6259,146.8343
074264,Mangoplah,-35.4091,147.2479
074267,Tallimba,-33.9956,146.7683
074268,Ardlethan,-34.1932,146.9278
074269,Marrar,-34.8300,147.3595
074270,Deniliquin,-35.4729,145.3032
074271,Howlong Golf Club,-35.9870,146.6427
074272,Kapooka,-35.1327,147.2512
075004,Wakool,-35.2847,144.5334
075006,Binya Post Office,-34.2289,146.3444
075007,Booligal,-33.8436,144.9073
075012,Wakool,-35.4201,144.6002
075016,Gunbar,-33.9871,145.3904
075017,Lake Cargelligo,-33.1700,146.6420
075018,Hay,-34.2175,144.4661
075019,Hay Airport Aws,-34.5412,144.8345
075026,Groongal,-34.4420,145.5612
075032,Hillston Airport,-33.4915,145.5248
075039,Lake Cargelligo Airport,-33.2832,146.3706
075041,Griffith Airport Aws,-34.2487,146.0695
075042,Maude Post Office,-34.4760,144.3013
075046,Moulamein Post Office,-35.0885,144.0349
075047,Hay,-34.4928,145.2543
075049,Maude,-34.4456,144.1728
075054,Conargo,-35.2849,145.2098
075062,Moulamein,-34.8096,144.1654
075069,Booligal,-34.0965,144.6529
075071,Wanganella General Store,-35.2118,144.8159
075072,Weethalle,-33.9376,146.6062
075079,Yenda,-34.2502,146.1897
075080,Wanganella,-35.1721,144.6966
075081,Wanganella,-35.0365,144.4560
075086,Wakool,-35.4679,144.3966
075093,Mallan,-35.1357,143.8313
075140,Gunbar,-34.1533,145.1409
075142,Merriwagga,-33.9247,145.5205
075144,Hillston Nsw,-33.5522,145.5286
075146,Rankins Springs,-34.0042,146.0602
075163,Hillston,-33.3476,145.8703
075164,Stony Crossing,-35.0461,143.5718
075166,Darlington Point,-34.5689,145.9975
075167,Merriwagga,-33.7433,145.4654
075170,Carrathool,-34.4483,145.4167
075171,Booligal Weir,-33.8667,144.8833
075172,Hay Weir U/S,-34.5083,144.8500
075173,Hay,-34.6405,145.1547
076000,Annuello,-34.8497,142.7807
076012,Manangatang,-35.1702,143.0001
076013,Galah,-35.0831,142.1818
076015,Irymple,-34.2262,142.1512
076017,Manangatang,-35.1945,143.0400
076018,Manangatang,-35.1136,142.9194
076023,Kurnwill,-34.4613,141.3923
076024,Robinvale,-34.7122,142.9276
076025,Manangatang,-35.0551,142.8832
076029,Meringur,-34.3895,141.3352
076030,Merrinee,-34.3846,141.7580
076031,Mildura Airport,-34.2358,142.0867
076037,Murray Lock Number,-34.1928,141.5996
076038,Murrayville,-35.2628,141.1789
076042,Bannerton,-34.7632,142.7447
076043,Nulkwyne Kiamal,-34.9272,142.1765
076044,Nyah,-35.1759,143.3700
076046,Nyah,-35.1670,143.2781
076047,Ouyen,-35.0681,142.3125
076050,Pira Wild Horse Plains,-35.2555,143.3683
076051,Pirlta,-34.3620,141.9038
076052,Red Cliffs,-34.3075,142.1882
076053,Robinvale,-34.5898,142.7686
076063,Walpa,-35.0924,141.2611
076064,Walpeup Research,-35.1201,142.0040
076067,Werrimull,-34.3883,141.5954
076069,Winnambool,-34.9536,142.7392
076103,Bronzewing,-35.1890,142.3725
076105,Boundary Bend,-34.7164,143.1506
076106,Murrayville,-35.2484,141.0808
076107,Tutye,-35.2848,141.4949
076109,Murrayville,-35.3678,141.0625
076110,Berrook,-34.9470,141.0054
076112,Murray River At Swan Hill,-35.3278,143.5640
076133,Lindsay Point,-34.1051,141.0166
076136,Robinvale,-34.7223,142.9297
077001,Quambatook,-35.9809,143.6479
077004,Beulah,-35.9384,142.4202
077005,Berriwillock,-35.6367,142.9950
077008,Birchip,-35.9244,142.8510
077009,Boigbeat,-35.5504,142.9207
077010,Hopetoun Airport,-35.7151,142.3569
077011,Wagon Flat,-35.8726,141.3884
077014,Culgoa,-35.7170,143.1074
077015,Gama,-35.5574,142.5432
077016,Boort,-35.9743,143.6099
077021,Lake Boga,-35.5414,143.5284
077023,Lalbert,-35.6694,143.3769
077025,Lake Boga,-35.4609,143.6286
077026,Lascelles,-35.6071,142.5811
077028,Birchip,-35.7980,142.8767
077033,Patchewollock,-35.3833,142.1869
077034,Quambatook South,-35.9296,143.4992
077035,Rainbow Post Office,-35.8975,141.9950
077036,Rainbow,-35.8317,141.9370
077037,Rainbow,-35.8715,141.8172
077039,Sea Lake,-35.5046,142.8493
077040,Sea Lake,-35.5254,142.7267
077041,Speed,-35.4004,142.4380
077047,Tyrrell Downs,-35.3632,142.9853
077048,Ultima,-35.4699,143.2669
077051,Rainbow,-35.9417,141.9350
077052,Woomelang,-35.6803,142.6664
077079,Ninyeunook,-36.0086,143.3719
077082,Beulah West,-35.9338,142.2805
077088,Birchip Cropping Group,-35.9870,142.9150
077094,Swan Hill Aerodrome,-35.3766,143.5416
077095,Hopetoun,-35.6704,142.2688
077096,Rainbow Radar,-35.9975,142.0133
077097,Yaapeet,-35.6856,142.0031
077098,Rainbow Radar Rain Gauge,-35.9974,142.0105
077099,Rainbow,-35.8715,141.8172
077100,Birchip,-35.7980,142.8767
078000,Warracknabeal,-36.3575,142.3339
078001,Telopea Downs,-36.1011,140.9950
078010,Dimboola,-36.4644,142.0327
078013,Gerang Gerung,-36.3986,141.8797
078014,Glenlee,-36.2560,141.8588
078015,Nhill Aerodrome,-36.3093,141.6486
078018,Kellalac,-36.3204,142.4161
078029,Minyip,-36.4597,142.5881
078030,Telopea Downs,-36.0821,141.1003
078032,Gerang Gerung,-36.3982,141.8793
078038,Warracknabeal,-36.2705,142.2165
078039,Watchem,-36.1481,142.8597
078040,Nhill,-36.2891,141.7432
078042,Wycheproof,-36.0775,143.2268
078043,Yanac North,-36.1114,141.4182
078072,Donald,-36.3611,143.0038
078073,Kaniva Comparison,-36.3721,141.2422
078078,Kaniva,-36.3725,141.2427
078082,Warracknabeal,-36.2705,142.2162
078086,Jeparit,-36.1442,141.9928
078087,Yanac North Comparison,-36.1147,141.4612
078088,Donald Comparison,-36.3611,143.0038
079002,Barkly,-36.9532,143.1976
079003,Beazleys Bridge,-36.6994,143.1594
079008,Clear Lake,-36.9389,141.8713
079010,Drung Drung,-36.7768,142.3937
079011,Edenhope,-37.0328,141.2840
079015,Glenorchy,-36.8721,142.6308
079016,Warranooke,-36.7281,142.7303
079017,Goroke,-36.7181,141.4729
079019,Great Western,-37.1846,142.8553
079021,Harrow,-37.1660,141.5919
079027,Landsborough,-37.0063,143.1315
079028,Longerenong,-36.6722,142.2991
079031,Moonambel,-36.9865,143.2727
079032,Morrl Morrl,-36.8612,142.9332
079035,Murtoa,-36.6206,142.4711
079036,Natimuk,-36.7416,141.9429
079037,Navarre,-36.9000,143.1137
079039,Redbank,-36.9065,143.3384
079040,St Arnaud,-36.6175,143.2644
079046,Wartook Reservoir,-37.0935,142.4345
079050,Moyston,-37.3162,142.6975
079052,Rocklands Reservoir,-37.2300,141.9609
079071,Apsley,-36.9681,141.0834
079074,Halls Gap,-37.1428,142.5172
079075,Rupanyup,-36.6287,142.6321
079077,Dadswells Bridge,-36.8676,142.5217
079078,Telangatuk East,-37.0607,141.9882
079079,Tottington,-36.7913,143.1207
079082,Horsham,-36.7007,142.2009
079083,Benayeo,-36.8698,141.0101
079086,Navarre,-36.8637,143.1230
079087,St Arnaud,-36.7831,143.1812
079097,Kanagulk,-37.1169,141.8031
079099,Edenhope Airport,-37.0222,141.2657
079100,Horsham Aerodrome,-36.6699,142.1733
079101,Pyrenees,-37.2281,143.2005
079103,Grampians,-37.2950,142.6039
079105,Stawell Aerodrome,-37.0720,142.7402
079107,Patyah,-36.8128,141.2592
079108,Balmoral,-37.1481,141.8502
079109,Patyah,-36.8132,141.2599
080002,Boort,-36.1160,143.7229
080004,Canary Island,-35.9748,143.8521
080013,Pyramid Hill,-36.0599,144.2119
080014,Durham Ox,-36.1348,143.9187
080015,Echuca Aerodrome,-36.1648,144.7643
080017,Gladfield Hopefield Estate,-36.0406,143.9403
080019,Glenloth Shingle Hut Hmsd,-36.1620,143.3311
080020,Gunbower,-35.9660,144.3712
080023,Kerang,-35.7236,143.9196
080024,Kerang,-35.8679,143.7995
080027,Korong Vale,-36.3203,143.7350
080029,Lake Marmal,-36.1509,143.5182
080036,Mincha,-35.9681,144.1073
080042,Nathalia,-36.0591,145.2031
080044,Patho West,-35.9925,144.4227
080049,Rochester,-36.3612,144.7110
080056,Tongala,-36.2507,144.9591
080061,Wedderburn,-36.4183,143.6123
080065,Yarroweyah,-35.9258,145.5560
080067,Charlton,-36.2715,143.3450
080091,Kyabram,-36.3350,145.0638
080095,Kotta,-36.2230,144.5367
080101,Numurkah,-36.0921,145.4531
080103,Dingee,-36.3794,144.2298
080105,Murray,-35.9417,144.4583
080106,Avoca River At Charlton Town,-36.2686,143.3467
080109,Cobram,-35.9119,145.6446
080125,Ulupna,-35.8876,145.3879
080126,Kerang Model Farm,-35.7176,143.9111
080128,Charlton,-36.2846,143.3341
080130,West Prairie,-36.2705,144.1718
080131,St Arnaud,-36.4442,143.3061
081000,Avoca,-37.0887,143.4747
081002,Bealiba,-36.7892,143.5437
081006,Burkes Flat,-36.6722,143.5522
081007,Caniambo,-36.4565,145.6569
081008,Colbinabbin,-36.5421,144.7751
081013,Dookie Agricultural College,-36.3717,145.7048
081016,Elmore,-36.4956,144.6083
081017,Goorambat,-36.4150,145.9225
081019,Nagambie,-36.7180,145.1731
081020,Inglewood,-36.5753,143.8695
081033,Molka,-36.6436,145.4197
081034,Mooroopna,-36.3989,145.3448
081035,Murchison,-36.6146,145.2143
081038,Natte Yallock,-36.9405,143.4686
081041,Raywood,-36.5340,144.2080
081046,Stanhope,-36.4436,144.9840
081047,Tarnagulla,-36.7689,143.8288
081049,Tatura Inst Sustainable Ag,-36.4379,145.2673
081053,Waranga Shores,-36.5107,145.0904
081058,Bridgewater,-36.6008,143.9412
081063,Avoca,-37.0833,143.4833
081083,Eppalock Reservoir,-36.8464,144.5267
081085,Dunolly,-36.8593,143.7295
081087,Bungeet,-36.2567,146.0433
081090,Moliagul,-36.7446,143.6788
081091,Glenalbyn,-36.5486,143.6958
081095,Murchison,-36.5901,145.3118
081096,Murray River,-36.0083,146.0100
081100,Woodstock-On-Loddon,-36.7682,143.9866
081114,Tatura,-36.4344,145.2278
081115,Wanalta Daen Station,-36.6284,144.8727
081118,Knowsley,-36.8093,144.6203
081120,Rushworth,-36.5832,145.0122
081122,Avoca,-37.0382,143.4812
081123,Bendigo Airport,-36.7411,144.3274
081124,Yarrawonga,-36.0294,146.0305
081125,Shepparton Airport,-36.4288,145.3949
081127,Avoca River At Archdale Junction,-36.8867,143.5022
082000,Barnawartha,-36.1135,146.6841
082001,Beechworth Composite,-36.3702,146.7132
082006,Boorhaman,-36.2222,146.2831
082009,Carboor,-36.6085,146.5371
082010,Chiltern,-36.1491,146.6106
082015,Eldorado,-36.3093,146.5224
082016,Euroa,-36.7569,145.5660
082018,Uplands,-36.7691,147.6956
082021,Indigo,-36.0964,146.6008
082024,Koetong,-36.1523,147.4938
082029,Milawa Brown Bros,-36.4560,146.4299
082032,Moyhu,-36.5758,146.3783
082033,Myrrhee,-36.6975,146.2852
082035,Nariel Creek,-36.3336,147.7968
082039,Rutherglen Research,-36.1048,146.5094
082041,Springhurst,-36.1859,146.4694
082042,Strathbogie,-36.8472,145.7307
082043,Strathbogie North,-36.7871,145.8225
082045,Tallangatta Dcnr,-36.2161,147.1764
082046,Tangambalanga Ne Dairy,-36.2509,147.0263
082047,Tallangatta,-36.1871,147.3552
082049,Violet Town,-36.6324,145.7181
082052,Walwa,-35.9631,147.7366
082056,Wodonga,-36.1180,146.9061
082057,Wooragee,-36.3025,146.7299
082058,Yackandandah,-36.3291,146.8487
082060,Towong Upper,-36.1992,148.0244
082061,Swanpool,-36.7025,146.0342
082068,Mitta Mitta,-36.5293,147.3748
082076,Dartmouth Reservoir,-36.5352,147.4984
082083,Longwood,-36.8040,145.4180
082084,Boho,-36.7136,145.7603
082090,Dederang,-36.4793,147.0297
082092,Shelley,-36.1821,147.5515
082099,Gundowring Upper,-36.5189,147.0728
082102,Bullioh,-36.1430,147.3772
082103,Burrowye Station,-36.0244,147.5475
082105,Whitfield,-36.8314,146.3982
082107,Lima South,-36.8550,146.0046
082109,Molyullah,-36.6133,146.1131
082110,Tatong,-36.7565,146.0944
082116,Myrrhee,-36.6083,146.3583
082127,Peechelba East,-36.1425,146.2486
082128,Hurdle Ck At Bobinawarrah,-36.5131,146.4483
082134,Warrenbayne,-36.6918,145.8741
082138,Wangaratta Aero,-36.4205,146.3056
082139,Hunters Hill,-36.2137,147.5395
082140,Lima East,-36.8542,145.9381
082142,Tolmie,-36.9461,146.2197
082143,Sheans Creek,-36.7861,145.6581
082144,Kelvin View,-36.8167,145.6400
082145,Gooram,-36.8753,145.5783
082146,Gooram,-36.9322,145.5842
082147,Merton,-36.9217,145.6769
082148,Too Rour,-36.8278,145.8494
082149,Euroa,-36.7858,145.5683
082150,Gooram,-36.8811,145.6183
082151,Seven Creeks At Strathbogie,-36.8628,145.7333
082152,Seven Creeks,-36.7656,145.5839
082153,Kithbrook,-36.8206,145.7050
082154,Seven Creeks At D/S Polly Mcquinns Weir,-36.8892,145.6814
082155,Holland Ck At Wrightley,-36.8211,146.1278
082157,Myrrhee,-36.7400,146.3400
082158,Edi Upper,-36.7478,146.5362
082162,Rosewhite Fld,-36.5775,146.8203
082163,Carboor Upper,-36.6364,146.5547
082164,Edi Upper,-36.7175,146.4392
082165,Stump Hill,-36.9502,146.0095
082166,Bloomfield Park,-36.4186,146.5572
082167,Greta West,-36.5344,146.2181
082169,Corryong Airport,-36.1826,147.8942
082170,Benalla Airport,-36.5522,145.9977
082171,Tintaldra,-36.0424,147.8957
082172,Huon,-36.2491,147.0954
083000,Archerton,-36.9064,146.2389
083003,Benambra,-36.9456,147.7407
083010,Eurobin,-36.6344,146.8628
083018,Buffalo River At Abbeyard,-36.9117,146.7017
083019,Mansfield,-37.0525,146.0872
083024,Mount Buller,-37.1450,146.4394
083032,Whitlands,-36.8473,146.3225
083033,Woods Point,-37.5695,146.2543
083035,Omeo Shannon Vale,-36.9257,147.4230
083038,Tawonga,-36.6566,147.1283
083043,Falls Creek,-36.8756,147.2886
083057,Myrtleford,-36.6074,146.7888
083058,Halls,-36.8547,146.8581
083067,Bright,-36.7313,146.9614
083073,Mount Buffalo Chalet,-36.7220,146.8189
083074,Lake William Hovell Reservoir,-36.9136,146.3864
083075,Dandongadale Upper Site No.2,-36.9167,146.6019
083077,Bald Hill,-37.0322,146.3508
083079,Lake Buffalo,-36.7142,146.6714
083083,Edi Upper,-36.7396,146.4671
083084,Falls Creek,-36.8708,147.2755
083085,Mount Hotham,-36.9772,147.1342
083088,Buffalo River,-36.7133,146.6683
083089,Mount Porepunkah,-36.6572,146.9621
083090,Omeo,-37.1017,147.6008
083091,Jamieson Licola Rd,-37.3016,146.1489
083093,Mt Sunday,-37.3399,146.4242
083094,Howitt Plains,-37.2236,146.6021
083095,Anglers Rest,-37.0004,147.4110
083096,Dandongadale,-36.7651,146.6634
084002,Bonang,-37.1712,148.7228
084003,Bruthen,-37.7073,147.8314
084012,Dargo,-37.4522,147.2506
084014,Dellicknora,-37.1060,148.6862
084015,Ensay,-37.3757,147.8373
084016,Gabo Island Lighthouse,-37.5679,149.9158
084023,Marlo,-37.7864,148.5456
084025,Nicholson,-37.8507,147.7664
084028,Nowa Nowa,-37.7279,148.0958
084035,Swifts Creek,-37.2617,147.7228
084037,Tongio,-37.1793,147.7077
084039,Tubbut,-37.0713,148.5914
084040,Wangarabell,-37.3721,149.4740
084044,Black Mountain,-37.0071,148.2666
084045,Lake Tyers,-37.8526,148.0638
084070,Point Hicks,-37.8017,149.2747
084084,Mallacoota,-37.5976,149.7289
084090,Tambo Crossing,-37.5058,147.8476
084093,Bete Bolong,-37.7132,148.3954
084094,Buchan,-37.3161,148.0460
084096,Buchan South,-37.5455,148.1357
084097,Bullumwaal,-37.6764,147.5514
