Station Name,Time/Day,Height,Tendency,Flood Class,Scraped,State
Werribee R at Werribee Cottrell St,3.00pm Thu,1.15,steady,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Broken R at Urannah,2.00pm Thu,0.82,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Burdekin R at Clare,10.51am Thu,1.40,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Burdekin R at Clare Weir,2.05pm Thu,20.00,rising,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Burdekin R at Millaroo,1.15pm Thu,2.15,rising,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Bogie R at Strathbogie,1.47pm Thu,1.12,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Burdekin R at Dalbeg,2.00pm Thu,0.93,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Bowen R at Myuna,2.00pm Thu,0.54,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Bowen R at Jacks Ck,2.00pm Thu,1.21,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Broken R at Eungella Dam TW,1.00pm Thu,1.52,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Belyando R at Belyando Crossing,2.00pm Thu,0.49,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Broken R at Old Racecourse,2.00pm Thu,0.68,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Burdekin R at Hydro Site,2.00pm Thu,1.69,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Burdekin R at Burdekin Dam,1.00pm Thu,-0.73,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Cape R at Taemas,2.00pm Thu,0.53,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Suttor R at St Anns,2.00pm Thu,0.92,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Logan Ck at Diamond Downs Rd,12.00pm Thu,0.00,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Suttor R at Eaglefield,2.00pm Thu,1.49,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Don R at Bowen Pump Stn,11.44am Thu,1.00,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Don R at Reeves,2.00pm Thu,0.83,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Don R at Mt Dangar,10.05am Thu,0.75,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Pioneer R at Sarichs,2.00pm Thu,1.45,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Pioneer R at Mirani Township,11.53am Thu,0.25,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Pioneer R at Mirani Weir TW,2.32pm Thu,1.38,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Pioneer R at Mirani Weir HW,2.00pm Thu,45.40,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Cattle Ck at Frank Neilsen Br,2.00pm Thu,0.94,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Cattle Ck at Mattie O'Neill Br,12.12pm Thu,0.00,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Cattle Ck at Finch Hatton,2.00pm Thu,1.01,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Finch Hatton Ck at Gorge Road,2.00pm Thu,1.32,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Laguna Quays Tide,2.06pm Thu,4.36,falling,,2022-10-13 16:07:30.866648+11:00,QLD
Blacks Ck at Whitefords,12.15pm Thu,0.68,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Teemburra Ck at Teemburra Dam TW,2.00pm Thu,1.11,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Drainage Channel at Gateway Dv,2.39pm Thu,0.60,falling,,2022-10-13 16:07:30.866648+11:00,QLD
Drainage Channel at Schmidtke Rd,1.24pm Thu,0.00,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Bakers Ck at Bakers Creek,2.37pm Thu,4.18,falling,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Bakers Ck at Walkerston,12.19pm Thu,1.00,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Sandy Ck at Homebush,2.00pm Thu,0.50,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Sandy Ck at Antoneys Crossing,2.20pm Thu,0.00,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Nth Sandy Ck at Kinchant Dam,2.00pm Thu,-1.37,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Pioneer R at Marian Weir,2.00pm Thu,0.06,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Pioneer R at Dumbleton Rocks,2.00pm Thu,14.08,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Pioneer R at Dumbleton Weir Tw,2.00pm Thu,4.85,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Gregory R at Lower Gregory,2.00pm Thu,0.88,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Proserpine R at Bowen WTP,12.55pm Thu,0.35,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Proserpine R at P Faust Dam TW,2.00pm Thu,2.00,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Proserpine R at P Faust Dam HW,2.07pm Thu,-6.51,falling,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Andromache R at Jochheims,2.00pm Thu,1.48,steady,,2022-10-13 16:07:30.866648+11:00,QLD
O'Connell R at Stafford Crossing,2.00pm Thu,0.64,steady,,2022-10-13 16:07:30.866648+11:00,QLD
O'Connell R at Forbes Road,2.00pm Thu,1.16,steady,,2022-10-13 16:07:30.866648+11:00,QLD
St Helens Ck at Calen,2.00pm Thu,1.25,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Jolimont Ck at Mt Roy,2.00pm Thu,1.38,steady,,2022-10-13 16:07:30.866648+11:00,QLD
McCreadys Ck at Beaconsfield,12.34pm Thu,0.00,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Drainage Channel at McKillop,1.45pm Thu,0.00,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
McCready Ck Sth at Golflinks Rd,1.15pm Thu,0.00,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Drainage Channel at Baxter Dv,11.51am Thu,0.00,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Goosepond Ck at Gooseponds,1.15pm Thu,4.27,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Drainage Channel at Paradise St,8.58am Thu,0.00,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Shellgrit Ck at Elamang St,12.10pm Thu,0.00,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Outer Harbour Tide,2.04pm Thu,4.56,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Pioneer R at Mackay,2.39pm Thu,4.30,falling,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Pioneer R at Hospital Br,2.35pm Thu,4.05,falling,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Plantation Park Crossing at Ayr,2.30pm Thu,0.09,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Burdekin R at Inkerman Br,12.49pm Thu,2.43,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Eley Rd East Drain at Eley Rd,3.05pm Thu,0.88,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Darebin Ck at Bell St Ivanhoe,3.10pm Thu,0.95,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Merri Ck at Craigeburn,5.36am Thu,0.50,,,2022-10-13 16:07:30.866648+11:00,VIC
Merri Ck at Cooper St,3.01pm Thu,1.65,rising,,2022-10-13 16:07:30.866648+11:00,VIC
Merlynston Ck at Fawkner Cemetry,2.55pm Thu,1.21,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Moonee Ponds Ck at Jacana,3.09pm Thu,1.74,falling,,2022-10-13 16:07:30.866648+11:00,VIC
Merri Ck at Bell St,2.41pm Thu,1.16,rising,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Merri Ck at St Georges Rd,2.39pm Thu,1.42,rising,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Yarra R at Johnston St,3.10pm Thu,1.53,steady,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Yarra R at Hawthorn,9.25pm Wed,0.36,,,2022-10-13 16:07:30.866648+11:00,VIC
Gardiners Ck at Kinkora Rd,3.13pm Thu,0.96,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Gardiners Ck at Blackburn Lake,3.12pm Thu,0.81,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Blind Ck at Wantirna south,3.09pm Thu,3.85,falling,,2022-10-13 16:07:30.866648+11:00,VIC
Scotchmans Ck at Huntingdale Rd,3.10pm Thu,2.82,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Scotchmans Ck at Waverley Rd,3.10pm Thu,3.64,falling,,2022-10-13 16:07:30.866648+11:00,VIC
Gardiners Ck at Ashwood,3.14pm Thu,1.09,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Gardiners Ck at Gardiners,3.14pm Thu,0.75,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Edgars Ck at Edwardes Lake,3.11pm Thu,0.34,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Elsternwick Main Drain,3.01pm Thu,0.86,falling,,2022-10-13 16:07:30.866648+11:00,VIC
St Kilda Marina,12.30pm Thu,-0.09,falling,,2022-10-13 16:07:30.866648+11:00,VIC
Bangalook Ck at Montrose,3.13pm Thu,2.41,rising,,2022-10-13 16:07:30.866648+11:00,VIC
Dandenong Ck at the Basin,3.08pm Thu,4.62,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Dandenong Ck at Heathmont,3.12pm Thu,2.81,falling,,2022-10-13 16:07:30.866648+11:00,VIC
Darebin Ck at Bundoora,3.10pm Thu,4.70,rising,,2022-10-13 16:07:30.866648+11:00,VIC
Darebin Ck at Epping,10.25pm Wed,1.31,falling,,2022-10-13 16:07:30.866648+11:00,VIC
Koonung Ck at Bulleen,2.45pm Thu,1.96,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Plenty River at Lower Plenty,2.50pm Thu,0.89,steady,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Deep Ck at Konagaderra,7.31pm Wed,1.55,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Deep Ck at Bulla,10.02am Thu,1.38,,,2022-10-13 16:07:30.866648+11:00,VIC
Jacksons Ck at Sunbury,6.40am Thu,2.14,,,2022-10-13 16:07:30.866648+11:00,VIC
Maribyrnong R at Keilor,2.30pm Thu,0.90,rising,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Maribyrnong R at Maribyrnong,2.22pm Thu,0.14,,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Stony Ck at Spotswood,2.59pm Thu,1.18,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Yarra R at Millgrove,3.15pm Thu,1.23,steady,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Little Yarra R at Yarra Junction,2.02pm Thu,0.91,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Watts R at Healesville,9.17pm Wed,1.28,,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Yarra R at Yarra Grange,12.16am Thu,2.38,,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Yarra R at Yarra Glen,3.11pm Thu,2.65,rising,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Olinda Ck at Mt Evelyn,3.14pm Thu,0.86,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Olinda Ck at Lilydale,3.10pm Thu,5.77,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Brushy Ck at Mooroolbark,8.13am Thu,2.07,,,2022-10-13 16:07:30.866648+11:00,VIC
Mullum Mullum Ck at Doncaster East,3.08pm Thu,1.03,rising,,2022-10-13 16:07:30.866648+11:00,VIC
Arthurs Ck at Nutfield,7.07pm Wed,0.38,,,2022-10-13 16:07:30.866648+11:00,VIC
Diamond Ck at Hurstbridge,8.50pm Wed,0.19,steady,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Diamond Ck at Eltham,3.10pm Thu,1.01,steady,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Yarra R at Fitzimons Lane,3.06pm Thu,1.59,steady,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Plenty R at Mernda,11.44am Thu,0.91,,,2022-10-13 16:07:30.866648+11:00,VIC
Plenty R at Greensborough,2.54pm Thu,0.45,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Blind Ck at Knox,2.29pm Thu,0.99,,,2022-10-13 16:07:30.866648+11:00,VIC
Dandenong Ck at Rowville,3.09pm Thu,1.83,steady,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Dal Santos Crossing at Brandon,1.23pm Thu,0.35,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Cape Ferguson Tide,2.01pm Thu,2.15,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Gordon Creek,11.42am Thu,1.83,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Annandale,2.27pm Thu,-0.15,rising,,2022-10-13 16:07:30.866648+11:00,QLD
Ross R at Aplin Weir,1.26pm Thu,-0.04,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Ross R at Black Weir (Riverway),12.16pm Thu,0.10,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Ross R at Ross River Dam,2.16pm Thu,37.61,falling,,2022-10-13 16:07:30.866648+11:00,QLD
Stuart Ck at Bruce Hwy,1.18pm Thu,2.57,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Stuart Ck at Mt Jacks Rd,10.00am Thu,-0.10,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Whites Ck,9.26am Thu,0.30,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Alligator Ck,2.00pm Thu,0.46,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Barratta Ck at Northcote,2.00pm Thu,1.22,rising,,2022-10-13 16:07:30.866648+11:00,QLD
Mile Ck at Springvale West,3.11pm Thu,0.18,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Haughton R at Giru Weir,2.00pm Thu,-0.31,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Haughton R at Giru,2.12pm Thu,0.48,rising,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Haughton R at Powerline,2.00pm Thu,0.36,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Major Ck upstream Haughton R,2.17pm Thu,1.40,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Haughton R at Mt Piccaninny,11.44am Thu,0.00,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Burdekin R at Groper Ck,2.30pm Thu,0.59,falling,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Burdekin R at Rita Island,1.02pm Thu,-3.50,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Ross R at Rooneys Bridge,1.23pm Thu,0.70,falling,,2022-10-13 16:07:30.866648+11:00,QLD
Aitkenvale,11.54am Thu,0.25,steady,,2022-10-13 16:07:30.866648+11:00,QLD
Mindham Park at Mysterton,2.22pm Thu,2.22,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Cardinia Ck at Cardinia,3.11pm Thu,0.79,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Dandenong Ck at Hammond Rd,3.04pm Thu,2.29,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Dandenong Ck at Greens Rd,3.12pm Thu,2.35,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Mile Ck at Keysborough,3.11pm Thu,0.92,falling,,2022-10-13 16:07:30.866648+11:00,VIC
Eumemmering Ck at Narre Warren Nth,1.54pm Thu,0.80,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Hallam Valley at Hampton Park,2.40pm Thu,1.95,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Eumemmering Ck at Lyndhurst,2.33pm Thu,1.13,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Dunlops Rd Drain at Braeside,3.12pm Thu,2.18,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Patterson R at Whalers Cove,3.14pm Thu,0.33,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Kananook Ck at Seaford,2.44pm Thu,4.19,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Bunyip R d/s Headworks,3.10pm Thu,1.68,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Tonimbuk,3.01pm Thu,3.76,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Tarago R at Neerim South,2.51pm Thu,2.71,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Bunyip R at Longwarry North,2.46pm Thu,1.00,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Iona,2.55pm Thu,1.13,steady,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Bunyip R at Cora Lynn Ford,3.13pm Thu,1.80,steady,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Bunyip R Kooweerup,3.04pm Thu,0.94,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Lang Lang R at Yannathan,3.13pm Thu,1.43,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Deep Ck at Pakenham,3.13pm Thu,3.33,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Kennedy Ck at Pakenham,2.56pm Thu,0.52,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Toomuc Ck at Pakenham,2.28pm Thu,0.28,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Gumscrub Ck at Officer,3.02pm Thu,0.69,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Bremer R at Three Mile Br,1.05pm Thu,10.48,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Bremer R at Walloon,10.52am Thu,1.68,falling,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Manilla R at Black Springs,3.00pm Thu,0.93,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Peel R at Paradise Weir,1.36pm Thu,-0.03,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Goonoo Goonoo Ck at Goonoo Goonoo,1.12pm Thu,0.72,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Goonoo Goonoo Ck at Medows Ln,3.27pm Thu,1.28,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Peel R at Tamworth Br,3.00pm Thu,0.94,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Peel R at Appleby,3.00pm Thu,2.11,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Peel R at Bective,3.15pm Thu,2.00,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Peel R at Carroll Gap,3.00pm Thu,2.05,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Macdonald R at Woolbrook,3.15pm Thu,1.59,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Macdonald R at Retreat,3.35pm Thu,1.38,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Macdonald R at North Cuerindi,3.00pm Thu,1.67,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Ironbark Ck at Woodsreef,3.00pm Thu,1.19,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Gawler R at Virginia (DEW),2.05pm Thu,1.33,steady,,2022-10-13 16:07:30.866648+11:00,SA
Split Rock Dam,2.00pm Thu,449.22,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Manilla R D/S Split Rock Dam,3.00pm Thu,2.31,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Manilla R at Upper Manilla,3.00pm Thu,1.06,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Manilla R at Brabri,3.00pm Thu,1.31,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Manilla R at Manilla,3.00pm Thu,2.08,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Warrah Ck at Old Warrah,3.00pm Thu,1.26,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Yarraman Ck at Spring Ridge,3.00pm Thu,0.41,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Mooki R at Caroona,3.30pm Thu,1.32,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Mooki R at Breeza Station,3.30pm Thu,1.77,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Mooki R at Ruvigne,3.30pm Thu,2.60,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Cockburn R at Kootingal,2.24pm Thu,1.22,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Gawler R at Gawler West(Gosford St),2.35pm Thu,0.27,steady,below minor,2022-10-13 16:07:30.866648+11:00,SA
R Murray at Berri Pump Stn (DEW),2.00pm Thu,14.37,steady,below minor,2022-10-13 16:07:30.866648+11:00,SA
South Para Reservoir (SAW),3.05pm Thu,26.92,steady,below minor,2022-10-13 16:07:30.866648+11:00,SA
Yass R at Yass,3.00pm Thu,0.71,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Yass R at Gundaroo,3.00pm Thu,0.50,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Yass R U/S Macks Reef Rd,3.00pm Thu,0.87,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murrumbidgee R at Halls,1.00pm Thu,3.52,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Ginninderra Ck U/S Charn. Rd,1.00pm Thu,0.56,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Ginninderra Ck U/S Barton Hwy,1.40pm Thu,0.64,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Murrumbidgee R at Mt Macdonald,10.00am Thu,2.48,falling,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Cotter R at Cotter Kiosk,1.00pm Thu,1.04,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Malcolm Creek (SAW),3.05pm Thu,0.87,steady,,2022-10-13 16:07:30.866648+11:00,SA
Warren Reservoir (SAW),3.05pm Thu,13.08,steady,,2022-10-13 16:07:30.866648+11:00,SA
South Para R at SE Gawler (DEW),2.05pm Thu,1.43,steady,below minor,2022-10-13 16:07:30.866648+11:00,SA
North Para R below Tur. Dam (DEW),2.05pm Thu,1.22,steady,,2022-10-13 16:07:30.866648+11:00,SA
North Para R at Mt Mckenzie (DEW),2.05pm Thu,1.10,steady,,2022-10-13 16:07:30.866648+11:00,SA
North Para R at Penrice (DEW),2.05pm Thu,1.15,steady,,2022-10-13 16:07:30.866648+11:00,SA
Duckponds Ck at Stockwell (DEW),2.05pm Thu,1.05,steady,,2022-10-13 16:07:30.866648+11:00,SA
North Para R at Nuriootpa(Park Ave),1.20pm Thu,0.16,falling,below minor,2022-10-13 16:07:30.866648+11:00,SA
Tanunda Ck at Bethany (DEW),2.05pm Thu,1.14,steady,,2022-10-13 16:07:30.866648+11:00,SA
Jacobs Ck at Barossa Highway,2.34pm Thu,0.10,rising,,2022-10-13 16:07:30.866648+11:00,SA
North Para R at Yaldara (DEW),2.05pm Thu,1.23,steady,,2022-10-13 16:07:30.866648+11:00,SA
Greenock Ck at Greenock (DEW),2.05pm Thu,1.23,steady,,2022-10-13 16:07:30.866648+11:00,SA
Greenock Ck at Shea-Oak Log,2.20pm Thu,-0.11,steady,,2022-10-13 16:07:30.866648+11:00,SA
North Para R at Turretfield Dam,1.04pm Thu,58.95,steady,below minor,2022-10-13 16:07:30.866648+11:00,SA
Bundella Ck at Bundella,3.00pm Thu,0.12,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Bomera Ck at Bomera Creek,3.30pm Thu,1.15,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Cotter R at Cotter Dam,1.00pm Thu,551.13^,steady,,2022-10-13 16:07:30.866648+11:00,NSW
R Murray US Lock 9 (DEW),2.00pm Thu,28.27,steady,,2022-10-13 16:07:30.866648+11:00,SA
Queanbeyan R at Googong Dam,2.50pm Thu,663.12^,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Burra Ck at Burra,1.00pm Thu,1.58,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Queanbeyan R U/S Googong Dam,1.00pm Thu,1.08,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Queanbeyan R at Tinderry,3.03pm Thu,1.59,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Styx Channel (Kotara),3.43pm Thu,-0.01,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Ironbark Ck (Croudace Rd),3.25pm Thu,0.45,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Hunter R at Stockton Br,3.15pm Thu,-0.09,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Hunter R at Hexham Br,3.15pm Thu,0.44,falling,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Hunter R at Raymond Terrace,3.15pm Thu,0.83,falling,below minor,2022-10-13 16:07:30.866648+11:00,NSW
R Murray at Wentworth (Lock 10),3.00pm Thu,31.79,steady,below minor,2022-10-13 16:07:30.866648+11:00,SA
R Murray DS Lock 9 (DEW),2.00pm Thu,28.28,steady,,2022-10-13 16:07:30.866648+11:00,SA
Tuggeranong Ck u/s of Sewer,1.00pm Thu,0.44,steady,,2022-10-13 16:07:30.866648+11:00,NSW
R Murray US Lock 8 (DEW),2.05pm Thu,26.37,steady,,2022-10-13 16:07:30.866648+11:00,SA
R Murray DS Lock 8 (DEW),2.05pm Thu,26.34,steady,,2022-10-13 16:07:30.866648+11:00,SA
Lake Victoria (DEW),2.05pm Thu,26.22,steady,,2022-10-13 16:07:30.866648+11:00,SA
R Murray US Lock 7 (DEW),2.00pm Thu,24.66,steady,,2022-10-13 16:07:30.866648+11:00,SA
R Murray DS Rufus River (DEW),3.00pm Thu,7.71,steady,,2022-10-13 16:07:30.866648+11:00,SA
R Murray US Lock 6 (DEW),2.00pm Thu,19.65,rising,below minor,2022-10-13 16:07:30.866648+11:00,SA
R Murray DS Lock 6 (DEW),2.00pm Thu,19.57,steady,below minor,2022-10-13 16:07:30.866648+11:00,SA
Chowilla DS Monoman Ck (DEW),2.00pm Thu,19.15,steady,,2022-10-13 16:07:30.866648+11:00,SA
R Murray US Lock 5 (DEW),2.00pm Thu,16.32,steady,below minor,2022-10-13 16:07:30.866648+11:00,SA
R Murray DS Lock 5 (DEW),2.00pm Thu,16.19,steady,below minor,2022-10-13 16:07:30.866648+11:00,SA
Queanbeyan R at Wickerslack,3.23pm Thu,1.05,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Queanbeyan R at ACT Border,1.14pm Thu,1.94,rising,,2022-10-13 16:07:30.866648+11:00,NSW
Molonglo R at Carwoola,2.57pm Thu,0.95,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Molonglo R at Burbong,1.00pm Thu,0.71,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Tuggeranong Ck at Weir,6.00am Thu,0.12^,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murrumbidgee R at Lobbs Hole,1.00pm Thu,3.50,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Gudgenby R at Tennent,1.00pm Thu,1.94,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Micaligo Ck at Michelago,3.00pm Thu,0.63,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Bredbo R at Bredbo Station,3.00pm Thu,0.94,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murrumbidgee R at Billilingra,3.30pm Thu,1.90,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murrumbidgee R at Mittagang Cross.,3.00pm Thu,1.24,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Alum Ck at Jones Plain Road,3.15pm Thu,0.71,steady,,2022-10-13 16:07:30.866648+11:00,NSW
