Station Name,Time/Day,Height,Tendency,Flood Class,Scraped,State
Tambo R at D/S Ramrod Ck,3.09pm Thu,0.99,steady,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Beardy R at Haystack,3.00pm Thu,1.07,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Katherine R at Nitmiluk Centre,1.50pm Thu,-1.90,steady,below minor,2022-10-13 16:07:30.866648+11:00,NT
Tweed R at Palmers Road,3.41pm Thu,0.74,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Tweed R at Tumbulgum,3.42pm Thu,0.35^,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Rouse R at Kynnumboon,3.44pm Thu,0.54^,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Rous R at Boat Harbour (Nobbys Ck),3.00pm Thu,0.86,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Rous R at Boat Harbour,3.41pm Thu,0.62,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Rous R at Chillingham,2.53pm Thu,0.98,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Tweed R at Murwillumbah (mAHD),3.39pm Thu,0.39^,falling,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Tweed R at Murwillumbah Br (mAHD),3.43pm Thu,0.40^,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Tweed R at Bray Park Weir (mAHD),1.45pm Thu,1.14^,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Oxley R at Eungella,1.01pm Thu,0.57,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Tweed R at Uki,3.00pm Thu,1.23,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Clarrie Hall Dam D/S,3.12pm Thu,0.54,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Tweed R at Barneys Point,3.15pm Thu,1.19,falling,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Clarrie Hall Dam (mAHD),3.41pm Thu,61.54^,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Campaspe R at Roch. Syphon,3.00pm Thu,6.39,rising,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Murray R at Echuca Wharf,3.00pm Thu,92.95^,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Goulburn R at Mc Coys Br,3.00pm Thu,8.25,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Goulburn R at Shepparton,3.23pm Thu,9.13,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murray R at Barmah,3.00pm Thu,6.37,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Tweed R at Chindera (mAHD),3.42pm Thu,0.14^,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Tweed R at Dry Dock (mAHD),3.42pm Thu,0.19^,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Dingo Ck at Ashlea Br D/S,3.00pm Thu,1.29,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Diamantina R at Birdsville (DEW),1.35pm Thu,1.24,steady,,2022-10-13 16:07:30.866648+11:00,SA
Cooper Ck NW Ch US Coongie L(DEW),2.00pm Thu,3.82,steady,,2022-10-13 16:07:30.866648+11:00,SA
Cooper Ck at Cullyamurra WH (DEW),1.50pm Thu,2.00,steady,,2022-10-13 16:07:30.866648+11:00,SA
Hutt R at Clare Car. Park (DEW),2.10pm Thu,1.02,steady,,2022-10-13 16:07:30.866648+11:00,SA
Gloucester R at Gloucester,2.01pm Thu,1.53,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Barrington R at Forbesdale,2.14pm Thu,0.77,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Gloucester R at Doon Ayre,2.30pm Thu,1.96,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Manning R at Mt George,3.15pm Thu,0.76,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Manning R at Killawarra,3.15pm Thu,2.33,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Manning R at Wingham,3.15pm Thu,1.13,falling,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Cudgen Ck at Kingscliff,3.16pm Thu,0.03,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Manning R at Taree,3.15pm Thu,0.59,falling,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Manning R at Croki,3.15pm Thu,0.44,falling,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Lansdowne R at Lansdowne,3.15pm Thu,1.14,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Manning R at Farquhar Inlet,2.45pm Thu,0.56,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Manning R at Harrington Entrance,3.15pm Thu,0.10,falling,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Wallamba R at Nabiac,3.09pm Thu,6.00,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Crabbes Ck at Wooyung Road,1.18pm Thu,1.25,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Crabbes Ck at Crabbes Creek,1.46pm Thu,0.91,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Burringbar Ck at Tweed Valley Way,3.00pm Thu,0.69,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Cudgen Lake at Bogangar,3.15pm Thu,0.44,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murray R at Gulpa,3.00pm Thu,2.78,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murray R at Tocumwal,3.00pm Thu,6.25,falling,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Murray R D/S Yarrawonga Weir,3.30pm Thu,5.85,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Murrumbidgee R at Hay Town,10.00am Thu,6.46,rising,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Yanco Ck at Morundah,3.00pm Thu,2.85,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Yanco Ck at Yanco Br,3.00pm Thu,2.25,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murrumbidgee R D/S Yanco Weir,3.00pm Thu,6.50,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Yanco Ck at Yanco Offtake,3.00pm Thu,4.83,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Murrumbidgee R D/S Balranald Weir,3.00pm Thu,6.70,steady,minor,2022-10-13 16:07:30.866648+11:00,NSW
Murrumbidgee R D/S Redbank Weir,2.47pm Thu,5.97,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murrumbidgee R at Redbank Weir,2.47pm Thu,5.97,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murrumbidgee R D/S Maude Weir,3.00pm Thu,6.80,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murrumbidgee R at Maude Weir,2.47pm Thu,6.91,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murrumbidgee R D/S Hay Weir,2.47pm Thu,7.89,steady,minor,2022-10-13 16:07:30.866648+11:00,NSW
Murrumbidgee R at Carrathool,8.00am Thu,6.46,rising,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Ovens R at Wangaratta,3.00pm Thu,10.75,rising,,2022-10-13 16:07:30.866648+11:00,NSW
Murrumbidgee R at Darlington Point,3.00pm Thu,6.11,steady,minor,2022-10-13 16:07:30.866648+11:00,NSW
Murrumbidgee R at Gogeldrie Weir,2.47pm Thu,6.61,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Armstrong R u/s Buntine Highway,12.00pm Thu,0.02,steady,,2022-10-13 16:07:30.866648+11:00,NT
Townsend Ck u/s Buntine Highway,12.00pm Thu,0.14,steady,,2022-10-13 16:07:30.866648+11:00,NT
Camfield R at Buntine Highway,12.00pm Thu,0.80,steady,,2022-10-13 16:07:30.866648+11:00,NT
Victoria R at Kalkarindji,1.45pm Thu,-0.45,steady,below minor,2022-10-13 16:07:30.866648+11:00,NT
Wickham R at Williams Crossing,12.00pm Thu,0.37,steady,,2022-10-13 16:07:30.866648+11:00,NT
Victoria R at Dashwood Crossing,12.00pm Thu,0.02,steady,,2022-10-13 16:07:30.866648+11:00,NT
Katherine R near Birdie Creek,2.30pm Thu,1.03,steady,,2022-10-13 16:07:30.866648+11:00,NT
Seventeen Mile Creek,2.20pm Thu,0.68,steady,,2022-10-13 16:07:30.866648+11:00,NT
Colombo Ck at Morundah,3.00pm Thu,2.24,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Billabong Ck at Walbundrie,3.00pm Thu,1.94,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Billabong Ck at Jerilderie,3.00pm Thu,1.40,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Billabong Ck at Conargo,3.00pm Thu,3.46,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murray R at Corowa,3.30pm Thu,5.98,steady,moderate,2022-10-13 16:07:30.866648+11:00,NSW
Murray R at Howlong,3.30pm Thu,5.57,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murray R at Albury,3.30pm Thu,3.98,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Murray R at Heywoods,3.30pm Thu,4.12,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murray R at Hume Dam,3.30pm Thu,190.95,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Gibbo Ck at Gibbo Park,3.00pm Thu,1.07,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murray R at Jingellic,3.00pm Thu,2.60,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Jingellic Ck at Jingellic,3.30pm Thu,1.63,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Tooma R at Pinegrove,3.30pm Thu,2.21,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Welumba Ck at The Square,3.30pm Thu,0.68,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Mannus Ck at Tooma,3.30pm Thu,0.62,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Mannus Ck at Yarramundi,3.30pm Thu,0.81,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Mannus Ck at Glenroy No.2,3.30pm Thu,1.21,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Tumbarumba Ck at Bakers,3.30pm Thu,2.24,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Tumbarumba Ck at Tumbarumba,3.30pm Thu,0.91,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Maragle Ck at Maragle,3.30pm Thu,0.65,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murray R at Bringenbrong,3.30pm Thu,2.06,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murray R at Biggara,3.30pm Thu,1.11,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Niemur R at Mallan School,3.00pm Thu,6.05,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Billabong Ck at Darlot,3.00pm Thu,4.68,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Forest Ck at Warriston Weir,3.00pm Thu,0.68,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Warburton R at PoothapootaWH (DEW),2.00pm Thu,0.84,steady,,2022-10-13 16:07:30.866648+11:00,SA
Neales R South Stewart WH (DEW),12.00pm Thu,5.93,steady,,2022-10-13 16:07:30.866648+11:00,SA
Neales R Algebuckina WH (DEW),12.00pm Thu,4.74,steady,,2022-10-13 16:07:30.866648+11:00,SA
Majors Ck at Moparrabah,2.48pm Thu,1.19,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Commissioners Ck at Tiverton,3.00pm Thu,0.31,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Macleay R at Dangars Falls,3.00pm Thu,1.00,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Wollomombi R at Coninside,3.00pm Thu,0.70,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Styx R at Jeogla,3.00pm Thu,1.08,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Tia R at Tia,3.00pm Thu,0.98,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Apsley R at Apsley Falls,3.00pm Thu,0.88,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Apsley R at Apsley Gorge,3.00pm Thu,1.35,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Macleay R at Georges Creek,3.00pm Thu,2.02,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Macleay R at Bellbrook,3.35pm Thu,0.39,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Macleay R at Toorooka,3.22pm Thu,1.73,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Macleay R at Turners Flat,3.00pm Thu,1.19,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Forbes R at Birdwood,3.00pm Thu,0.96,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Dungay Ck at Wittitrin,2.09pm Thu,0.11,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Macleay R at Sherwood Br,3.02pm Thu,0.42,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Macleay R at Aldavilla D/S,3.15pm Thu,0.90,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Macleay R at Kempsey,3.37pm Thu,0.75^,falling,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Collombatti Ck at Collombatti,1.35pm Thu,6.15,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Macleay R at Belmore Entrance,3.42pm Thu,-0.78,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Belmore R at Smithtown,3.15pm Thu,0.64,falling,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Kinchela Ck at Kinchela Entrance,3.32pm Thu,-1.01,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Macleay R at Plummers Lane,3.44pm Thu,0.25,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Macleay R at South West Rocks,3.15pm Thu,0.10,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Sandy Ck at Newholme,3.05pm Thu,0.27,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Dumaresq Ck at Armidale,3.00pm Thu,0.29,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Dumaresq Ck D/S Dumaresq Dam,3.00pm Thu,0.80,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Gara R d/s Malpas Dam,3.00pm Thu,0.89,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Macintyre Bk at Terraine,2.00pm Thu,0.10,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Coolmunda Dam HW,2.00pm Thu,0.01,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Coolmunda Dam TW,2.00pm Thu,0.62,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Dumaresq River at Bengalla,2.41pm Thu,2.33,rising,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Macintyre R at Terrewah,1.00pm Thu,6.55,steady,moderate,2022-10-13 16:07:30.866648+11:00,NSW
Bowraville Lanes Bridge,2.58pm Thu,1.79,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Nambucca R Downstream Bowraville,3.15pm Thu,0.61,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Taylors Arm at Upper Taylors Arm,3.00pm Thu,1.30,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Taylors Arm at Utungun,3.42pm Thu,0.55,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Nambucca R at Macksville,3.15pm Thu,0.44,falling,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Gara R at Willow Glen,3.00pm Thu,0.39,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Gara R at Malpas Dam,3.00pm Thu,0.10,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Hastings R at Mt Seaview,3.15pm Thu,1.19,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Ellenborough R D/S Bunnoo River,2.00pm Thu,1.06,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Avon R D/S Waukivory Ck,3.02pm Thu,1.25,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Wakool R at Offtake Reg.,3.00pm Thu,4.17,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murray R at Colignan,3.00pm Thu,6.93,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murray R D/S Euston Weir,3.00pm Thu,49.17^,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Murray R at Boundary Bend,3.00pm Thu,7.92,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Murray R at Wakool Junction,8.00am Thu,9.56,steady,minor,2022-10-13 16:07:30.866648+11:00,NSW
Wakool R at Stoney Crossing,3.00pm Thu,7.07,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Edward R at Liewah,3.00pm Thu,5.90,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Edward R at Moulamein,3.00pm Thu,4.95,steady,minor,2022-10-13 16:07:30.866648+11:00,NSW
Colligen Ck Below Regulator,3.00pm Thu,3.51,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Wakool R at Main Canal Offtake,3.00pm Thu,2.51,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Edward R D/S Stevens Weir,3.00pm Thu,6.24,steady,moderate,2022-10-13 16:07:30.866648+11:00,NSW
Edward R at Deniliquin,3.00pm Thu,6.42,steady,minor,2022-10-13 16:07:30.866648+11:00,NSW
Hastings R at Kindee Bridge,3.00pm Thu,0.73,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Mulwala Canal at Edward River Esc.,2.00pm Thu,0.66,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Tuppal Ck at Aratula Rd,3.00pm Thu,5.53,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Edward R at Toonalook,3.00pm Thu,7.84,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Gulpa Ck at Offtake,3.00pm Thu,3.53,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Edward R at Offtake,3.00pm Thu,3.07,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Little Merran Ck at Franklings,3.00pm Thu,3.79,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murray R at Barham,3.00pm Thu,6.09,steady,moderate,2022-10-13 16:07:30.866648+11:00,NSW
Murray R at Torrumbarry,3.00pm Thu,7.73,steady,moderate,2022-10-13 16:07:30.866648+11:00,NSW
Murray R at Pianta Road,3.00pm Thu,91.80^,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Gloucester R at Forbesdale,2.41pm Thu,0.69,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Murray R U/S Mildura Weir,1.00pm Thu,34.43,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Murray R D/S Mildura Weir,3.00pm Thu,34.44^,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Murray R at Wentworth Lock 10,3.00pm Thu,31.79,steady,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Gloucester R at Bellevue,1.48pm Thu,0.91,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Hastings R at Long Flat,3.30pm Thu,2.00,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Pappinbarra Ck at Beechwood,3.00pm Thu,1.41,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Hastings R at Wauchope Raliway Br,3.15pm Thu,0.40,falling,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Hastings R D/S Dennis Bridge,3.16pm Thu,0.23,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Wilson R at Telegraph Pt (WTP),3.30pm Thu,1.06,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Wilson R at Telegraph Pt,3.15pm Thu,0.54,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Wilson R at Avenal,3.00pm Thu,0.87,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Maria R at Mundays Lane,3.15pm Thu,0.50,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Hastings R at Settlement Point,3.15pm Thu,0.12,falling,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Hastings R at Entrance,3.16pm Thu,-0.02,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Herons Ck at Herons Ck Br,3.30pm Thu,0.03,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Camden Haven R at Lorne Bridge,3.30pm Thu,0.14,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Upsalls Ck at Upsalls Ck Br,3.30pm Thu,0.27,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Stewarts R at Redoak,3.30pm Thu,0.71,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Camden Haven R at Laurieton,3.30pm Thu,0.09,falling,below minor,2022-10-13 16:07:30.866648+11:00,NSW
West Haven at Stingray Ck,3.15pm Thu,0.12,falling,,2022-10-13 16:07:30.866648+11:00,NSW
Camden Haven R at North Haven,3.15pm Thu,-0.04,falling,below minor,2022-10-13 16:07:30.866648+11:00,NSW
Barnard R at Barry,3.00pm Thu,1.05,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Manning R at Bretti (Mackay),3.00pm Thu,2.07,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Nowendoc R at Nowendoc,3.30pm Thu,0.86,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Nowendoc R at Rocks Crossing,3.00pm Thu,1.36,steady,,2022-10-13 16:07:30.866648+11:00,NSW
Fitzroy R at Rockhampton,2.30pm Thu,1.85,falling,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Fitzroy R at South Yaamba,12.00pm Thu,0.26,steady,below minor,2022-10-13 16:07:30.866648+11:00,QLD
Fortescue River at Bilanoo Pool,12.00pm Thu,0.12,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Avon River at Beverley Br,12.00pm Thu,0.22,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Avon River at Bells Farm,12.00pm Thu,0.36,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Salt River at Qualandary Crossing,12.00pm Thu,1.90,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Avon River at Boyagarra Rd,12.00pm Thu,0.23,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Lockhart River at Kwolyn Hill,12.00pm Thu,0.07,steady,,2022-10-13 16:07:30.866648+11:00,WA
Yilgarn River at Gairdners Crossing,12.00pm Thu,-0.01,steady,,2022-10-13 16:07:30.866648+11:00,WA
Ashburton River at Nanutarra,12.00pm Thu,0.10,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Ashburton River at Capricorn Range,12.00pm Thu,-0.04,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Cane River at Toolungu,12.00pm Thu,-0.04,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Robe River at Yarraloola,12.00pm Thu,-0.28,steady,,2022-10-13 16:07:30.866648+11:00,WA
Fortescue River at Gregory Gorge,12.00pm Thu,0.22,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Coongan River at Marble Bar Rd,12.00pm Thu,0.50,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Fortescue River at Deep Reach,12.00pm Thu,0.23,steady,,2022-10-13 16:07:30.866648+11:00,WA
Marillana Ck at Flat Rocks,12.00pm Thu,-0.17,steady,,2022-10-13 16:07:30.866648+11:00,WA
Weeli Wooli Ck at Tarina,12.00pm Thu,0.34,steady,,2022-10-13 16:07:30.866648+11:00,WA
Weeli Wooli Ck at Waterloo Bore,12.00pm Thu,-0.47,steady,,2022-10-13 16:07:30.866648+11:00,WA
Fortescue River at Newman Rd Br,12.00pm Thu,-0.43,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Maitland River at Miaree Pool,12.00pm Thu,-0.36,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Turner River at Pincunah,12.00pm Thu,-0.60,steady,,2022-10-13 16:07:30.866648+11:00,WA
Yule River at Jelliabidina,12.00pm Thu,-0.13,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
De Grey River at Coolenar Pool,12.00pm Thu,-0.75,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Shaw River at Marble Bar Rd,12.00pm Thu,-0.12,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Dale River at Waterhatch Br,12.00pm Thu,0.26,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Avon River at York,12.00pm Thu,0.17,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Avon River at Northam Weir,12.00pm Thu,0.09,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Mortlock River North at Frenches,12.00pm Thu,0.14,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Murray R at Mildura HG,1.00pm Thu,34.43,steady,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Murray R at Mildura D/S,3.00pm Thu,34.44^,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Murray R at Wentworth D/S,3.00pm Thu,31.79,steady,below minor,2022-10-13 16:07:30.866648+11:00,VIC
Canning River at Kent St Weir,12.00pm Thu,0.16,steady,,2022-10-13 16:07:30.866648+11:00,WA
Southern River at Anaconda Drive,12.00pm Thu,0.48,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Canning River at Seaforth,12.00pm Thu,0.20,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Swan River at Barrack Street Jetty,12.42pm Thu,0.59,rising,below minor,2022-10-13 16:07:30.866648+11:00,WA
Swan River at Meadow Street Br,12.00pm Thu,-0.18,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Darkin River at Pine Plantation,12.00pm Thu,0.06,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Jane Brook at National Park,11.00am Thu,0.10,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Helena Brook at Trew Road,12.00pm Thu,0.08,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Helena River at Poison Lease,12.00pm Thu,0.07,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Ellen Brook at Railway Parade,12.00pm Thu,0.21,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Swan River at Walyunga,12.00pm Thu,0.69,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Brockman River at Yalliawirra,12.00pm Thu,0.40,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Brockman River at Tanamerah,12.00pm Thu,0.68,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Wooroloo Brook at Karls Ranch,12.00pm Thu,0.24,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Avon River at Stirling Tce Toodyay,12.00pm Thu,0.43,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Mortlock River at ODriscolls Farm,12.00pm Thu,0.17,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Shaw River at North Pole Mine,12.00pm Thu,-0.92,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Coongan River at Marble Bar,12.00pm Thu,-0.51,steady,below minor,2022-10-13 16:07:30.866648+11:00,WA
Big R at Joker Creek,3.00pm Thu,1.95,rising,,2022-10-13 16:07:30.866648+11:00,VIC
Ouse Rv at Lake Augusta Intake (H),3.45pm Thu,1150.03^,rising,,2022-10-13 16:07:30.866648+11:00,TAS
Derwent Rv at Glendu (H),3.45pm Thu,1.32,falling,below minor,2022-10-13 16:07:30.866648+11:00,TAS
Dee Rv abv Derwent Rv (H),2.45pm Thu,0.17,steady,,2022-10-13 16:07:30.866648+11:00,TAS
Echo Lake at Dam (H),3.45pm Thu,841.98^,steady,,2022-10-13 16:07:30.866648+11:00,TAS
Corryong Ck at Towong,3.00pm Thu,1.41,steady,,2022-10-13 16:07:30.866648+11:00,VIC
Manus Ck at Tooma,3.00pm Thu,0.62,steady,,2022-10-13 16:07:30.866648+11:00,VIC
