Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,2022-10-13 14:24:34.630307+11:00,NT
Armstrong R u/s Buntine Highway*,6.00am Thu,0.02,steady,3.58 below bridge deck,,Plot | Table,2022-10-13 14:24:34.630307+11:00,NT
Townsend Ck u/s Buntine Highway*,12.00pm Thu,0.14,steady,2.61 below bridge deck,,Plot | Table,2022-10-13 14:24:34.630307+11:00,NT
Camfield R at Buntine Highway*,9.00am Thu,0.80,steady,4.00 below bridge deck,,Plot | Table,2022-10-13 14:24:34.630307+11:00,NT
Victoria R at Kalkarindji*,10.45am Thu,-0.45,steady,9.75 below bridge deck,below minor,Plot | Table,2022-10-13 14:24:34.630307+11:00,NT
Wickham R at Williams Crossing*,6.00am Thu,0.37,steady,0.16 below crossing,,Plot | Table,2022-10-13 14:24:34.630307+11:00,NT
Victoria R at Dashwood Crossing*,6.00am Thu,0.02,steady,0.48 below crossing,,Plot | Table,2022-10-13 14:24:34.630307+11:00,NT
Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,2022-10-13 14:24:34.630307+11:00,NT
Katherine R near Birdie Creek*,12.30pm Thu,1.03,steady,At Level of CTF,,Plot | Table,2022-10-13 14:24:34.630307+11:00,NT
Seventeen Mile Creek*,12.20pm Thu,0.69,steady,0.36 above CTF,,Plot | Table,2022-10-13 14:24:34.630307+11:00,NT
Katherine R at Nitmiluk Centre#,11.50am Thu,-1.90,steady,0.10 below CTF,below minor,Plot | Table,2022-10-13 14:24:34.630307+11:00,NT
Maud Creek*,11.50am Thu,5.21,steady,4.79 below bridge deck,,Plot | Table,2022-10-13 14:24:34.630307+11:00,NT
Katherine R at Ironwood Station*,11.45am Thu,1.29,steady,0.09 above CTF,,Plot | Table,2022-10-13 14:24:34.630307+11:00,NT
Katherine R at Katherine Bridge#,12.15pm Thu,0.22,steady,18.78 below bridge deck,below minor,Plot | Table,2022-10-13 14:24:34.630307+11:00,NT
Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,2022-10-13 14:24:34.630307+11:00,NT
Dry R near Manbulloo*,6.00am Thu,0.07,steady,0.13 below CTF,,Plot | Table,2022-10-13 14:24:34.630307+11:00,NT
King R d/s Stuart Highway*,10.00am Thu,0.69,steady,0.24 above CTF,,Plot | Table,2022-10-13 14:24:34.630307+11:00,NT
King R d/s Victoria Highway*,6.00am Thu,0.81,steady,0.50 above CTF,,Plot | Table,2022-10-13 14:24:34.630307+11:00,NT
Flora R at Stoney Creek*,12.40pm Thu,1.65,rising,0.80 above CTF,,Plot | Table,2022-10-13 14:24:34.630307+11:00,NT
Edith R u/s Stuart Highway*,11.40am Thu,0.36,steady,0.18 above CTF,,Plot | Table,2022-10-13 14:24:34.630307+11:00,NT
Cullen R at Stuart Highway*,11.40am Thu,0.39,steady,5.71 below bridge deck,,Plot | Table,2022-10-13 14:24:34.630307+11:00,NT
