Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,2022-10-14 16:40:02.283347+11:00,NT
Armstrong R u/s Buntine Highway*,12.00pm Fri,0.02,steady,3.58 below bridge deck,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Townsend Ck u/s Buntine Highway*,3.00pm Fri,0.14,steady,2.61 below bridge deck,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Camfield R at Buntine Highway*,9.00am Fri,0.80,steady,4.00 below bridge deck,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Victoria R at Kalkarindji*,2.45pm Fri,-0.45,steady,9.75 below bridge deck,below minor,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Wickham R at Williams Crossing*,12.00pm Fri,0.36,steady,0.17 below crossing,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Victoria R at Dashwood Crossing*,12.00pm Fri,0.02,steady,0.48 below crossing,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,2022-10-14 16:40:02.283347+11:00,NT
Katherine R near Birdie Creek*,3.00pm Fri,1.03,steady,At Level of CTF,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Seventeen Mile Creek*,2.50pm Fri,0.68,steady,0.35 above CTF,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Katherine R at Nitmiluk Centre#,2.50pm Fri,-1.90,steady,0.10 below CTF,below minor,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Maud Creek*,2.50pm Fri,5.21,steady,4.79 below bridge deck,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Katherine R at Ironwood Station*,2.45pm Fri,1.28,steady,0.08 above CTF,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Katherine R at Katherine Bridge#,2.45pm Fri,0.22,steady,18.78 below bridge deck,below minor,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,2022-10-14 16:40:02.283347+11:00,NT
Dry R near Manbulloo*,12.00pm Fri,0.07,steady,0.13 below CTF,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
King R d/s Stuart Highway*,2.00pm Fri,0.67,steady,0.22 above CTF,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
King R d/s Victoria Highway*,12.00pm Fri,0.81,steady,0.50 above CTF,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Flora R at Stoney Creek*,12.50pm Fri,1.65,rising,0.80 above CTF,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Edith R u/s Stuart Highway*,2.40pm Fri,0.34,steady,0.16 above CTF,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Cullen R at Stuart Highway*,2.40pm Fri,0.39,steady,5.71 below bridge deck,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Fergusson R at Railway Bridge*,3.00pm Fri,1.12,steady,,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Fergusson R near Bondi Creek*,2.50pm Fri,2.59,steady,0.39 above crossing,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Daly R at Dorisvale Crossing*,12.00pm Fri,1.65,steady,0.35 above crossing,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Daly R at Theyona Station*,12.00pm Fri,1.28,steady,1.28 above CTF,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Douglas R at Douglas Crossing*,3.00pm Fri,0.64,steady,0.37 above CTF,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Daly R at Beeboom Crossing*,12.00pm Fri,0.80,steady,0.20 below crossing,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Daly R at Gourley*,12.00pm Fri,1.52,steady,,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Daly R at Mount Nancar*,1.45pm Fri,1.70,steady,,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Daly R at Daly R Police Station*,12.45pm Fri,1.27,steady,0.23 below crossing,below minor,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Finniss Catchment,Finniss Catchment,Finniss Catchment,Finniss Catchment,Finniss Catchment,Finniss Catchment,Finniss Catchment,2022-10-14 16:40:02.283347+11:00,NT
Rapid Creek*,3.00pm Fri,0.94,steady,0.13 above CTF,below minor,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Elizabeth R at Stuart Highway*,2.40pm Fri,-0.12,steady,2.92 below approaches,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Adelaide Catchment,Adelaide Catchment,Adelaide Catchment,Adelaide Catchment,Adelaide Catchment,Adelaide Catchment,Adelaide Catchment,2022-10-14 16:40:02.283347+11:00,NT
Adelaide R East Branch*,12.00pm Fri,1.63,steady,0.13 above CTF,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Adelaide R West Branch*,3.00pm Fri,1.21,rising,0.32 above CTF,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Adelaide R at Adelaide River Town*,2.40pm Fri,1.46,steady,11.74 below bridge deck,below minor,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Adelaide R at Tortilla Flats*,2.45pm Fri,0.68,steady,2.42 below bridge deck,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Adelaide R at Marrakai Crossing*,2.45pm Fri,1.27,steady,0.32 above CTF,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Adelaide R at Dirty Lagoon*,3.00pm Fri,4.50,rising,,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Adelaide R at Arnhem Highway*,2.44pm Fri,1.04,falling,1.41 below approaches,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Goyder Catchment,Goyder Catchment,Goyder Catchment,Goyder Catchment,Goyder Catchment,Goyder Catchment,Goyder Catchment,2022-10-14 16:40:02.283347+11:00,NT
Goyder R u/s Central Arnhem Rd*,12.00pm Fri,1.61,steady,10.39 below bridge deck,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Roper Catchment,Roper Catchment,Roper Catchment,Roper Catchment,Roper Catchment,Roper Catchment,Roper Catchment,2022-10-14 16:40:02.283347+11:00,NT
Waterhouse R d/s of Diljin Hill*,12.00pm Fri,1.40,steady,1.07 above CTF,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Waterhouse R at Beswick Bridge*,2.45pm Fri,1.12,steady,4.88 below bridge deck,below minor,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Wilton R at Roper Highway*,6.00am Fri,1.47,steady,7.81 below bridge deck,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Roper R downstream of Mataranka*,2.15pm Fri,0.35,steady,0.28 above CTF,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
McArthur Catchment,McArthur Catchment,McArthur Catchment,McArthur Catchment,McArthur Catchment,McArthur Catchment,McArthur Catchment,2022-10-14 16:40:02.283347+11:00,NT
McArthur R at Baileys Grave*,12.00pm Fri,0.23,steady,0.88 below CTF,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
McArthur R at MRM*,5.45am Fri,1.12,steady,0.29 below CTF,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
McArthur R at Borroloola*,2.45pm Fri,1.08,steady,7.92 below bridge deck,below minor,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Todd Catchment,Todd Catchment,Todd Catchment,Todd Catchment,Todd Catchment,Todd Catchment,Todd Catchment,2022-10-14 16:40:02.283347+11:00,NT
Todd R at Wigley Gorge*,3.06pm Fri,0.11,falling,0.19 below CTF,below minor,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Charles R at Big Dipper#,2.40pm Fri,0.21,steady,0.25 below CTF,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Todd R at Anzac Oval*,2.43pm Fri,0.39,steady,0.77 below CTF,below minor,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
Todd R at Heavitree Gap*,2.40pm Fri,-0.25,steady,0.40 below CTF,,Plot | Table,2022-10-14 16:40:02.283347+11:00,NT
