Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,Victoria Catchment,2022-10-13 18:20:01.765230+11:00,NT
Armstrong R u/s Buntine Highway*,12.00pm Thu,0.02,steady,3.58 below bridge deck,,Plot | Table,2022-10-13 18:20:01.765230+11:00,NT
Townsend Ck u/s Buntine Highway*,3.00pm Thu,0.14,steady,2.61 below bridge deck,,Plot | Table,2022-10-13 18:20:01.765230+11:00,NT
Camfield R at Buntine Highway*,3.00pm Thu,0.80,steady,4.00 below bridge deck,,Plot | Table,2022-10-13 18:20:01.765230+11:00,NT
Victoria R at Kalkarindji*,3.45pm Thu,-0.45,steady,9.75 below bridge deck,below minor,Plot | Table,2022-10-13 18:20:01.765230+11:00,NT
Wickham R at Williams Crossing*,12.00pm Thu,0.37,steady,0.16 below crossing,,Plot | Table,2022-10-13 18:20:01.765230+11:00,NT
Victoria R at Dashwood Crossing*,12.00pm Thu,0.02,steady,0.48 below crossing,,Plot | Table,2022-10-13 18:20:01.765230+11:00,NT
Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,Katherine Catchment,2022-10-13 18:20:01.765230+11:00,NT
Katherine R near Birdie Creek*,4.30pm Thu,1.03,steady,At Level of CTF,,Plot | Table,2022-10-13 18:20:01.765230+11:00,NT
Seventeen Mile Creek*,4.20pm Thu,0.68,steady,0.35 above CTF,,Plot | Table,2022-10-13 18:20:01.765230+11:00,NT
Katherine R at Nitmiluk Centre#,3.50pm Thu,-1.91,steady,0.11 below CTF,below minor,Plot | Table,2022-10-13 18:20:01.765230+11:00,NT
Maud Creek*,3.50pm Thu,5.21,steady,4.79 below bridge deck,,Plot | Table,2022-10-13 18:20:01.765230+11:00,NT
Katherine R at Ironwood Station*,3.45pm Thu,1.29,steady,0.09 above CTF,,Plot | Table,2022-10-13 18:20:01.765230+11:00,NT
Katherine R at Katherine Bridge#,4.15pm Thu,0.22,steady,18.78 below bridge deck,below minor,Plot | Table,2022-10-13 18:20:01.765230+11:00,NT
Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,Daly Catchment,2022-10-13 18:20:01.765230+11:00,NT
Dry R near Manbulloo*,12.00pm Thu,0.07,steady,0.13 below CTF,,Plot | Table,2022-10-13 18:20:01.765230+11:00,NT
King R d/s Stuart Highway*,2.00pm Thu,0.69,steady,0.24 above CTF,,Plot | Table,2022-10-13 18:20:01.765230+11:00,NT
