Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Tweed River,Tweed River,Tweed River,Tweed River,Tweed River,Tweed River,2022-10-13 19:30:01.573854+11:00,NSW
Tyalgum Bridge,7.11pm Thu,0.83,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Clarrie Hall Dam (mAHD),7.11pm Thu,61.55^,rising,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Clarrie Hall Dam D/S,7.12pm Thu,0.54,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Tweed R at Palmers Road,6.41pm Thu,0.72,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Tweed R at Uki,7.00pm Thu,1.22,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Oxley R at Eungella,1.01pm Thu,0.57,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Tweed R at Bray Park Weir (mAHD),4.45pm Thu,1.14^,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Tweed R at Murwillumbah Br (mAHD),7.13pm Thu,-0.18^,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Tweed R at Murwillumbah (mAHD),7.10pm Thu,-0.18^,steady,below minor,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Rous R at Chillingham,7.13pm Thu,0.99,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Rous R at Boat Harbour,7.12pm Thu,0.17,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Rous R at Boat Harbour (Nobbys Ck),7.00pm Thu,0.86,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Rouse R at Kynnumboon,7.14pm Thu,0.00^,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Tweed R at Tumbulgum,7.02pm Thu,-0.20^,steady,below minor,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Tweed R at Chindera (mAHD),7.14pm Thu,-0.23^,rising,below minor,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Tweed R at Barneys Point,6.45pm Thu,0.66,falling,below minor,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Tweed R at Dry Dock (mAHD),7.11pm Thu,-0.22^,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Tweed Coastal Creeks,Tweed Coastal Creeks,Tweed Coastal Creeks,Tweed Coastal Creeks,Tweed Coastal Creeks,Tweed Coastal Creeks,2022-10-13 19:30:01.573854+11:00,NSW
Cudgen Ck at Kingscliff,6.46pm Thu,-0.29,rising,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Cudgen Lake at Bogangar,6.45pm Thu,0.43,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Burringbar Ck at Tweed Valley Way,7.00pm Thu,0.69,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Crabbes Ck at Crabbes Creek,4.46pm Thu,0.91,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Crabbes Ck at Wooyung Road,4.18pm Thu,1.25,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Brunswick River,Brunswick River,Brunswick River,Brunswick River,Brunswick River,Brunswick River,2022-10-13 19:30:01.573854+11:00,NSW
Yelgun Ck at Yelgun,5.33pm Thu,2.21,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Yelgun Ck at Helen St Bridge,7.03pm Thu,0.32,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Marshalls Ck at The Pocket,7.06pm Thu,0.89,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Lacks Ck at Middle Pocket,4.57pm Thu,2.23,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Marshalls Ck at Billinudgel,3.50pm Thu,0.39,steady,below minor,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Marshalls Ck at Ocean Shores,6.46pm Thu,0.01,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Brunswick R at Sherrys Br,6.28pm Thu,0.69,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
Mullumbimby Ck at Mullumbimby Creek,4.20pm Thu,0.31,steady,,Plot | Table,2022-10-13 19:30:01.573854+11:00,NSW
