Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,2022-10-13 21:00:02.059151+11:00,NSW
Macintyre R at Wallangra,7.00pm Thu,1.30,steady,,,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Severn R at Pindari Dam W/L,7.00pm Thu,516.08,steady,0.08 above Spillway,,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Severn R at Ashford,7.00pm Thu,1.26,steady,,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Macintyre R at Holdfast,7.00pm Thu,1.62,steady,,,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Quart Pot Ck U/S Storm King Dam #,6.37pm Thu,1.69,steady,1.02 below Bridge,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Mountain Station Ck at Mt Stat Ck #,5.19pm Thu,0.35,steady,1.25 below Road,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Quart Pot Ck at Storm King Dam HW #,5.59pm Thu,0.09,steady,0.09 above Spillway,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Quart Pot Ck at Dalcouth Road #,7.24pm Thu,1.05,steady,0.25 below Causeway,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Quart Pot Ck at Granite Street #,6.41pm Thu,0.43,steady,0.18 below Road,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Quart Pot Ck at Stanthorpe #,6.34pm Thu,0.38,steady,,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Quart Pot Ck at Stanthorpe *,7.00pm Thu,0.40,steady,,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
4 Mile Ck at Glen Niven Dam TM*,6.00pm Thu,879.46,steady,0.11 above Spillway,,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Broadwater Creek #,7.07pm Thu,0.83,steady,,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Broadwater Creek *,7.00pm Thu,0.83,steady,,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Severn R at Ballandean *,7.00pm Thu,1.01,steady,0.89 below Approaches,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Severn R at Ballandean #,5.04pm Thu,1.04,steady,0.86 below Approaches,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Accommodation Ck at Ballandean *,7.00pm Thu,0.56,steady,1.14 below Crossing,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Accommodation Ck at Ballandean #,5.24pm Thu,0.60,steady,1.10 below Bridge,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Dumaresq R at Farnbro *,7.00pm Thu,1.27,steady,,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Pike Ck at Glenlyon Dam TW *,7.30pm Thu,0.88,steady,,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Mole R at Donaldson,6.30pm Thu,0.89,steady,,,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Dumaresq R at Roseneath,7.00pm Thu,1.19,steady,,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Beardy R at Haystack,7.00pm Thu,1.06,steady,,,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Dumaresq R at Bonshaw,7.00pm Thu,3.30,steady,,,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Dumaresq R at Texas *,6.00pm Thu,1.90,steady,5.60 below Road,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Oaky Ck at Texas *,7.00pm Thu,0.42,steady,,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Brush Ck at Beebo *,7.00pm Thu,1.55,steady,,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Dumaresq R at Glenarbon Weir D/S*,7.00pm Thu,0.96,steady,,,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Macintyre Bk at Barongarook *,6.00pm Thu,1.14,steady,,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Macintyre Bk at Barongarook #,4.59pm Thu,1.15,steady,,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Chain of Ponds Ck at Artunga #,7.22pm Thu,1.37,steady,,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Bracker Ck at Terraine *,7.00pm Thu,0.10,steady,,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Bracker Ck at Terraine #,5.58pm Thu,0.10,steady,,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Macintyre Bk at Coolmunda Dam HW *,7.00pm Thu,0.01,steady,0.01 above Full Supply,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Macintyre Bk at Coolmunda Dam TW *,7.00pm Thu,0.62,steady,,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Macintyre Bk at Coolmunda Dam TW #,6.12pm Thu,-0.05,rising,0.55 below Causeway,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Canning Ck at Woodspring #,4.45pm Thu,1.71,steady,5.29 below Bridge,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Macintyre Bk at Inglewood Br #,5.17pm Thu,2.05,steady,8.35 below Bridge,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Macintyre Bk at Inglewood Weir *,7.00pm Thu,2.42,steady,,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Macintyre R at Whetstone Weir *,7.00pm Thu,0.36,steady,0.36 above Weir,,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Macintyre Bk at Ben Dor Weir *,6.00pm Thu,0.33,steady,,,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Macintyre Bk at Booba Sands *,7.00pm Thu,2.15,steady,,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Dumaresq R at Bengalla *,6.42pm Thu,2.12,falling,,below minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Macintyre R at New Kildonan *,7.07pm Thu,4.00,falling,,minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Macintyre R at Boggabilla,7.00pm Thu,5.01,falling,,minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Macintyre R at Goondiwindi *,7.00pm Thu,5.29,steady,6.91 below Bridge,minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Macintyre R at Goondiwindi Weir *,7.00pm Thu,5.07,falling,3.57 above Weir,minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
Callandoon Ck at Carana Weir *,7.25pm Thu,4.81,steady,2.81 above Weir,minor,Plot | Table,2022-10-13 21:00:02.059151+11:00,NSW
