Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Tweed River,Tweed River,Tweed River,Tweed River,Tweed River,Tweed River,2022-10-14 00:20:01.961406+11:00,NSW
Tyalgum Bridge,11.37pm Thu,0.83,steady,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Clarrie Hall Dam (mAHD),12.11am Fri,61.52^,steady,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Clarrie Hall Dam D/S,12.12am Fri,0.54,steady,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Tweed R at Palmers Road,11.41pm Thu,0.69,steady,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Tweed R at Uki,11.00pm Thu,1.22,steady,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Oxley R at Eungella,10.01pm Thu,0.57,steady,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Tweed R at Bray Park Weir (mAHD),11.17pm Thu,1.13^,steady,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Tweed R at Murwillumbah Br (mAHD),12.12am Fri,0.33^,steady,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Tweed R at Murwillumbah (mAHD),12.13am Fri,0.33^,steady,below minor,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Rous R at Chillingham,11.53pm Thu,0.99,steady,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Rous R at Boat Harbour,12.13am Fri,0.20,steady,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Rous R at Boat Harbour (Nobbys Ck),12.00am Fri,0.86,steady,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Rouse R at Kynnumboon,12.09am Fri,0.23^,steady,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Tweed R at Tumbulgum,12.14am Fri,0.29^,steady,below minor,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Tweed R at Chindera (mAHD),12.12am Fri,0.28^,steady,below minor,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Tweed R at Barneys Point,11.45pm Thu,1.12,rising,below minor,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Tweed R at Dry Dock (mAHD),12.01am Fri,0.25^,steady,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Tweed Coastal Creeks,Tweed Coastal Creeks,Tweed Coastal Creeks,Tweed Coastal Creeks,Tweed Coastal Creeks,Tweed Coastal Creeks,2022-10-14 00:20:01.961406+11:00,NSW
Cudgen Ck at Kingscliff,11.46pm Thu,0.34,falling,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Cudgen Lake at Bogangar,11.45pm Thu,0.41,steady,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Burringbar Ck at Tweed Valley Way,12.00am Fri,0.68,steady,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Crabbes Ck at Crabbes Creek,10.46pm Thu,0.91,steady,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Crabbes Ck at Wooyung Road,10.18pm Thu,1.25,steady,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Brunswick River,Brunswick River,Brunswick River,Brunswick River,Brunswick River,Brunswick River,2022-10-14 00:20:01.961406+11:00,NSW
Yelgun Ck at Yelgun,11.33pm Thu,2.21,steady,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
Yelgun Ck at Helen St Bridge,12.04am Fri,0.27,steady,,Plot | Table,2022-10-14 00:20:01.961406+11:00,NSW
