Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,2022-10-14 09:20:01.789405+11:00,NSW
Macintyre R at Wallangra,7.00am Fri,1.26,steady,,,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Severn R at Pindari Dam W/L,7.00am Fri,516.05,steady,0.05 above Spillway,,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Severn R at Ashford,7.00am Fri,1.28,steady,,below minor,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Macintyre River at Ridgelands,8.00am Fri,1.78,steady,,,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Macintyre R at Holdfast,7.00am Fri,1.45,steady,,,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Quart Pot Ck U/S Storm King Dam #,6.37am Fri,1.69,steady,1.02 below Bridge,below minor,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Mountain Station Ck at Mt Stat Ck #,5.19am Fri,0.35,steady,1.25 below Road,below minor,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Quart Pot Ck at Storm King Dam HW #,5.59am Fri,0.09,steady,0.09 above Spillway,below minor,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Quart Pot Ck at Dalcouth Road #,7.24am Fri,1.00,steady,0.30 below Causeway,below minor,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Quart Pot Ck at Granite Street #,6.41am Fri,0.43,steady,0.18 below Road,below minor,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Quart Pot Ck at Stanthorpe #,7.39am Fri,0.33,falling,,below minor,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Quart Pot Ck at Stanthorpe *,7.00am Fri,0.39,steady,,below minor,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
4 Mile Ck at Glen Niven Dam TM*,7.00am Fri,879.46,steady,0.11 above Spillway,,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Broadwater Creek #,7.07am Fri,0.78,steady,,below minor,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Broadwater Creek *,7.00am Fri,0.78,steady,,below minor,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Severn R at Ballandean *,7.00am Fri,0.98,steady,0.92 below Approaches,below minor,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Severn R at Ballandean #,8.04am Fri,0.99,steady,0.91 below Approaches,below minor,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Accommodation Ck at Ballandean *,7.00am Fri,0.56,steady,1.14 below Crossing,below minor,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Accommodation Ck at Ballandean #,5.24am Fri,0.60,steady,1.10 below Bridge,below minor,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Dumaresq R at Farnbro *,7.00am Fri,1.25,steady,,below minor,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Pike Ck at Glenlyon Dam TW *,7.30am Fri,0.86,steady,,below minor,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Mole R at Donaldson,7.30am Fri,0.87,steady,,,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Dumaresq R at Roseneath,7.00am Fri,1.16,steady,,below minor,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
Beardy R at Haystack,8.00am Fri,1.02,steady,,,Plot | Table,2022-10-14 09:20:01.789405+11:00,NSW
