Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,2022-10-13 22:20:01.795332+11:00,NSW
Macintyre R at Wallangra,8.00pm Thu,1.30,steady,,,Plot | Table,2022-10-13 22:20:01.795332+11:00,NSW
Severn R at Pindari Dam W/L,8.00pm Thu,516.07,steady,0.07 above Spillway,,Plot | Table,2022-10-13 22:20:01.795332+11:00,NSW
Severn R at Ashford,8.00pm Thu,1.26,steady,,below minor,Plot | Table,2022-10-13 22:20:01.795332+11:00,NSW
Macintyre River at Ridgelands,9.00pm Thu,1.97,steady,,,Plot | Table,2022-10-13 22:20:01.795332+11:00,NSW
Macintyre R at Holdfast,8.00pm Thu,1.60,steady,,,Plot | Table,2022-10-13 22:20:01.795332+11:00,NSW
Quart Pot Ck U/S Storm King Dam #,6.37pm Thu,1.69,steady,1.02 below Bridge,below minor,Plot | Table,2022-10-13 22:20:01.795332+11:00,NSW
Mountain Station Ck at Mt Stat Ck #,8.19pm Thu,0.35,steady,1.25 below Road,below minor,Plot | Table,2022-10-13 22:20:01.795332+11:00,NSW
Quart Pot Ck at Storm King Dam HW #,8.59pm Thu,0.09,steady,0.09 above Spillway,below minor,Plot | Table,2022-10-13 22:20:01.795332+11:00,NSW
Quart Pot Ck at Dalcouth Road #,7.24pm Thu,1.05,steady,0.25 below Causeway,below minor,Plot | Table,2022-10-13 22:20:01.795332+11:00,NSW
Quart Pot Ck at Granite Street #,6.41pm Thu,0.43,steady,0.18 below Road,below minor,Plot | Table,2022-10-13 22:20:01.795332+11:00,NSW
Quart Pot Ck at Stanthorpe #,6.34pm Thu,0.38,steady,,below minor,Plot | Table,2022-10-13 22:20:01.795332+11:00,NSW
Quart Pot Ck at Stanthorpe *,8.00pm Thu,0.40,steady,,below minor,Plot | Table,2022-10-13 22:20:01.795332+11:00,NSW
4 Mile Ck at Glen Niven Dam TM*,8.00pm Thu,879.46,steady,0.11 above Spillway,,Plot | Table,2022-10-13 22:20:01.795332+11:00,NSW
Broadwater Creek #,7.07pm Thu,0.83,steady,,below minor,Plot | Table,2022-10-13 22:20:01.795332+11:00,NSW
Broadwater Creek *,8.00pm Thu,0.82,steady,,below minor,Plot | Table,2022-10-13 22:20:01.795332+11:00,NSW
