Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,2022-10-14 15:20:01.848097+11:00,NSW
Macintyre R at Wallangra,1.00pm Fri,1.24,steady,,,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Severn R at Pindari Dam W/L,1.00pm Fri,516.05,steady,0.05 above Spillway,,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Severn R at Ashford,1.00pm Fri,1.24,steady,,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Macintyre River at Ridgelands,2.00pm Fri,1.75,steady,,,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Macintyre R at Holdfast,1.00pm Fri,1.37,steady,,,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Quart Pot Ck U/S Storm King Dam #,12.37pm Fri,1.69,steady,1.02 below Bridge,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Mountain Station Ck at Mt Stat Ck #,11.19am Fri,0.35,steady,1.25 below Road,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Quart Pot Ck at Storm King Dam HW #,11.59am Fri,0.09,steady,0.09 above Spillway,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Quart Pot Ck at Dalcouth Road #,1.24pm Fri,1.00,steady,0.30 below Causeway,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Quart Pot Ck at Granite Street #,12.41pm Fri,0.38,steady,0.23 below Road,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Quart Pot Ck at Stanthorpe #,12.33pm Fri,0.33,steady,,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Quart Pot Ck at Stanthorpe *,1.00pm Fri,0.39,steady,,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
4 Mile Ck at Glen Niven Dam TM*,1.00pm Fri,879.46,steady,0.11 above Spillway,,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Broadwater Creek #,1.07pm Fri,0.78,steady,,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Broadwater Creek *,1.00pm Fri,0.76,steady,,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Severn R at Ballandean *,1.00pm Fri,0.97,steady,0.93 below Approaches,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Severn R at Ballandean #,2.04pm Fri,0.99,steady,0.91 below Approaches,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Accommodation Ck at Ballandean *,1.00pm Fri,0.55,steady,1.15 below Crossing,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Accommodation Ck at Ballandean #,11.24am Fri,0.60,steady,1.10 below Bridge,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Dumaresq R at Farnbro *,1.00pm Fri,1.24,steady,,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Pike Ck at Glenlyon Dam TW *,1.15pm Fri,0.84,steady,,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Mole R at Donaldson,1.45pm Fri,0.86,steady,,,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Dumaresq R at Roseneath,1.00pm Fri,1.15,steady,,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Beardy R at Haystack,2.00pm Fri,1.01,steady,,,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Dumaresq R at Bonshaw,1.00pm Fri,3.26,steady,,,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Dumaresq R at Texas *,12.00pm Fri,1.90,steady,5.60 below Road,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Oaky Ck at Texas *,1.00pm Fri,0.41,steady,,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Brush Ck at Beebo *,1.00pm Fri,1.54,steady,,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Dumaresq R at Glenarbon Weir D/S*,1.00pm Fri,0.88,steady,,,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Macintyre Bk at Barongarook *,1.00pm Fri,1.09,steady,,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Macintyre Bk at Barongarook #,1.59pm Fri,1.09,steady,,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Chain of Ponds Ck at Artunga #,1.22pm Fri,1.32,steady,,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Bracker Ck at Terraine *,1.00pm Fri,0.08,steady,,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Bracker Ck at Terraine #,11.58am Fri,0.05,steady,,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Macintyre Bk at Coolmunda Dam HW *,1.00pm Fri,0.00,steady,At Level of Full Supply,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Macintyre Bk at Coolmunda Dam TW *,1.00pm Fri,0.40,steady,,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Macintyre Bk at Coolmunda Dam TW #,12.53pm Fri,-0.30,falling,0.80 below Causeway,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
Canning Ck at Woodspring #,1.45pm Fri,1.66,steady,5.34 below Bridge,below minor,Plot | Table,2022-10-14 15:20:01.848097+11:00,NSW
